Key,ShortKey,Source,Row,Module,Field,Role,CN,ES
StageGroup_15909_TypeText,aRaI,g关卡组_StageGroup_A.csv,57,StageGroup,TypeText,,界外之影,Sombra del Más Allá
StageGroup_15909_StageGroupRewardDescription,aRaH,g关卡组_StageGroup_A.csv,57,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:Materiales de Habilidad Avanzada>
StageGroup_15897_Name,aQZK,g关卡组_StageGroup_A.csv,58,StageGroup,Name,,虔诚之握,Garra Piadosa
StageGroup_15897_Desc,aQZJ,g关卡组_StageGroup_A.csv,58,StageGroup,Desc,,她以己身承纳圣骸，以教义训导眷众，以毒牙布散信仰。\n她的祈祷永无止息，她的呼告永不停歇。,"Porta la reliquia sagrada, guía a los fieles con doctrina y propaga la fe con colmillos venenosos.\nSus plegarias nunca cesan; sus llamados jamás terminan."
StageGroup_15897_TypeText,aQZM,g关卡组_StageGroup_A.csv,58,StageGroup,TypeText,,虔诚之握,Garra Piadosa
StageGroup_15897_StageGroupRewardDescription,aQZL,g关卡组_StageGroup_A.csv,58,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:Materiales de Habilidad Avanzada>
StageGroup_15928_Name,aRce,g关卡组_StageGroup_A.csv,59,StageGroup,Name,,圣胎之咏,Himno del Feto Sagrado
StageGroup_15928_Desc,aRcd,g关卡组_StageGroup_A.csv,59,StageGroup,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,El niño no bendecido canta himnos en el mar.\nShh… guarda silencio. No perturbes su sueño.
StageGroup_15928_TypeText,aRcg,g关卡组_StageGroup_A.csv,59,StageGroup,TypeText,,圣胎之咏,Himno del Feto Sagrado
StageGroup_15928_StageGroupRewardDescription,aRcf,g关卡组_StageGroup_A.csv,59,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:Materiales de Habilidad Avanzada>
StageGroup_49169_Name,aRmK,g关卡组_StageGroup_A.csv,60,StageGroup,Name,,沙海遗存,Reliquias de la Arena
StageGroup_49169_Desc,aRmJ,g关卡组_StageGroup_A.csv,60,StageGroup,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,"El fantasma del Árbol Madre colapsa entre llamas plateadas, pero su linaje resurgirá en las raíces."
StageGroup_49169_TypeText,aRmM,g关卡组_StageGroup_A.csv,60,StageGroup,TypeText,,沙海遗存,Reliquias de la Arena
StageGroup_49169_StageGroupRewardDescription,aRmL,g关卡组_StageGroup_A.csv,60,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:Materiales de Habilidad Avanzada>
StageGroup_58901_Name,aRBC,g关卡组_StageGroup_A.csv,61,StageGroup,Name,,黑池之潮,Marea del Pozo Negro
StageGroup_58901_Desc,aRBB,g关卡组_StageGroup_A.csv,61,StageGroup,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,"El agua negra danza frenéticamente, dando la bienvenida a su amo original y único."
StageGroup_58901_TypeText,aRBE,g关卡组_StageGroup_A.csv,61,StageGroup,TypeText,,黑池之潮,Marea del Pozo Negro
StageGroup_58901_StageGroupRewardDescription,aRBD,g关卡组_StageGroup_A.csv,61,StageGroup,StageGroupRewardDescription,,<Black:高阶技能素材>,<Black:Materiales de Habilidad Avanzada>
Task_10320_Name,baZf,r任务_Task_A.csv,330,Task,Name,,研究任务：炼金札记,Investigacion: Notas de Alquimia
Task_10320_Desc,baZd,r任务_Task_A.csv,330,Task,Desc,,闪闪发光的东西不一定是黄金，但一定价格不菲。\n相传，弥萨格由一帮离群的炼金术士创立，他们的野心可远不止点石成金。,"Las cosas brillantes no son necesariamente oro, pero definitivamente tienen un alto precio.\nSe dice que Mythag fue fundada por un grupo de alquimistas apartados, cuya ambición va mucho más allá de convertir piedras en oro"
Task_10320_CompleteCondDesc,baZc,r任务_Task_A.csv,330,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10323_Name,baZx,r任务_Task_A.csv,331,Task,Name,,研究任务：制剂制作,Investigación: Preparación de Pociones
Task_10323_Desc,baZv,r任务_Task_A.csv,331,Task,Desc,,严格意义上来说，唤醒体也是银芯科技的一种。\n你必须竭尽全力才能让它们不至于落伍。,"Estrictamente hablando, los Despertadores también son una forma de Tecnología de Chips de Plata.\nDebes hacer todo lo posible para asegurarte de que no se queden rezagados."
Task_10323_CompleteCondDesc,baZu,r任务_Task_A.csv,331,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10277_Name,baUn,r任务_Task_A.csv,333,Task,Name,,调查任务：密银寻踪,Misión: Rastro de Mithril
Task_10277_Desc,baUl,r任务_Task_A.csv,333,Task,Desc,,在图书馆静坐并不会让你获得更多的唤醒体。\n出发吧，迈出你的双腿，在自然中寻找那万分之一的可能性。,"Quedarte sentado en la biblioteca no te dará más Despertadores.\nSal, muévete y busca esa oportunidad única entre diez mil en la naturaleza."
Task_10277_CompleteCondDesc,baUk,r任务_Task_A.csv,333,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10787_Name,bbZh,r任务_Task_A.csv,334,Task,Name,,研究任务：炼金札记,Investigación: Códice de Fórmulas
Task_10787_Desc,bbZf,r任务_Task_A.csv,334,Task,Desc,,闪闪发光的东西不一定是黄金，但一定价格不菲。\n相传，弥萨格由一帮离群的炼金术士创立，他们的野心可远不止点石成金。,"No todo lo que brilla es oro, pero sin duda tiene valor.\nCuenta la leyenda que Mythag fue fundada por un grupo de alquimistas aislados, cuyas ambiciones iban mucho más allá de la simple transmutación."
Task_10787_CompleteCondDesc,bbZe,r任务_Task_A.csv,334,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10736_Name,bbTn,r任务_Task_A.csv,335,Task,Name,,研究任务：制剂制作,Investigación: Escritura Alquímica
Task_10736_Desc,bbTl,r任务_Task_A.csv,335,Task,Desc,,严格意义上来说，唤醒体也是银芯科技的一种。\n你必须竭尽全力才能让它们不至于落伍。,"Estrictamente hablando, los Despertadores también son una forma de Tecnología de Chips de Plata.\nDebes hacer todo lo posible para asegurarte de que no se queden rezagados."
Task_10736_CompleteCondDesc,bbTk,r任务_Task_A.csv,335,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10565_Name,bbAx,r任务_Task_A.csv,336,Task,Name,,调查任务：活性解离,Misión: Disociación
Task_10565_Desc,bbAv,r任务_Task_A.csv,336,Task,Desc,,他的本能、理智和心都被封装在小小的玻璃瓶里。\n世界从此与他无关。,"Sus instintos, su razón y su corazón están encerrados en un pequeño frasco de vidrio.\nEl mundo ya no es su preocupación."
Task_10565_UnlockCondDesc,bbAz,r任务_Task_A.csv,336,Task,UnlockCondDesc,,完成调查事件 1-13 开放,Se desbloquea al completar la Historia Principal 1-13
Task_10565_CompleteCondDesc,bbAu,r任务_Task_A.csv,336,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10975_Name,bcsZ,r任务_Task_A.csv,337,Task,Name,,调查任务：影像疗法,Misión: Terapia de Imagen
Task_10975_Desc,bcsX,r任务_Task_A.csv,337,Task,Desc,,「它将转写你的心。」\n「是吗？那它一定千疮百孔吧。」,"""Reescribirá tu corazón.""\n""¿Ah, sí? Entonces debe estar lleno de agujeros."""
Task_10975_UnlockCondDesc,bctb,r任务_Task_A.csv,337,Task,UnlockCondDesc,,完成调查事件 1-13 开放,Se desbloquea al completar la Historia Principal 1-13
Task_10975_CompleteCondDesc,bcsW,r任务_Task_A.csv,337,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10538_Name,bbxD,r任务_Task_A.csv,338,Task,Name,,调查任务：达达主义,Misión: Dadaísmo
Task_10538_Desc,bbxB,r任务_Task_A.csv,338,Task,Desc,,有时候，破坏的冲动即为创造的冲动。\n拾起你的画笔吧，艺术无需任何准备。,"A veces, el impulso de destruir es, en realidad, el impulso de crear.\nToma tu pincel; el arte no necesita preparación."
Task_10538_UnlockCondDesc,bbxF,r任务_Task_A.csv,338,Task,UnlockCondDesc,,完成调查事件 1-13 开放,Se desbloquea al completar la Historia Principal 1-13
Task_10538_CompleteCondDesc,bbxA,r任务_Task_A.csv,338,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10733_Name,bbSV,r任务_Task_A.csv,339,Task,Name,,调查任务：旧日残卷,Misión: Época Extinguida
Task_10733_Desc,bbST,r任务_Task_A.csv,339,Task,Desc,,那是上帝书写宇宙的语言。\n当你倾听它时，你在倾听无穷。,"Ese es el lenguaje en el que Dios escribe el universo.\nCuando lo escuchas, estás escuchando la infinitud."
Task_10733_UnlockCondDesc,bbSX,r任务_Task_A.csv,339,Task,UnlockCondDesc,,完成调查事件 1-13 开放,Se desbloquea al completar la Historia Principal 1-13
Task_10733_CompleteCondDesc,bbSS,r任务_Task_A.csv,339,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10302_Name,baXb,r任务_Task_A.csv,340,Task,Name,,研究任务：纯白诗篇,Investigación: Himno Pálido
Task_10302_Desc,baWZ,r任务_Task_A.csv,340,Task,Desc,,混沌是自然法则，秩序是人类妄想。,El caos es la ley de la naturaleza; el orden es una ilusión humana.
Task_10302_UnlockCondDesc,baXd,r任务_Task_A.csv,340,Task,UnlockCondDesc,,守密人 25 级开放,Se desbloquea al alcanzar el Nivel 25 del Guardián
Task_10302_CompleteCondDesc,baWY,r任务_Task_A.csv,340,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10934_Name,bcoX,r任务_Task_A.csv,341,Task,Name,,研究任务：碧蓝诗篇,Investigación: Lamento Azul
Task_10934_Desc,bcoV,r任务_Task_A.csv,341,Task,Desc,,所有生命最终都会回归大海。\n就像永不停歇的时间之流，它是终结的开始。,"Toda vida finalmente regresa al mar.\nComo el flujo incesante del tiempo, marca el comienzo del fin."
Task_10934_UnlockCondDesc,bcoZ,r任务_Task_A.csv,341,Task,UnlockCondDesc,,守密人 25 级开放,Se desbloquea al alcanzar el Nivel 25 del Guardián
Task_10934_CompleteCondDesc,bcoU,r任务_Task_A.csv,341,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10473_Name,bbqv,r任务_Task_A.csv,342,Task,Name,,研究任务：绯红诗篇,Investigación: Rima Escarlata
Task_10473_Desc,bbqt,r任务_Task_A.csv,342,Task,Desc,,它们在自己不曾察觉的恐惧中滚动。\n无所知，无光亮，无名字。,"Se retuercen en un miedo desapercibido. \nIgnorantes, sin luz, sin nombre."
Task_10473_UnlockCondDesc,bbqx,r任务_Task_A.csv,342,Task,UnlockCondDesc,,守密人 25 级开放,Se desbloquea al alcanzar el Nivel 25 del Guardián
Task_10473_CompleteCondDesc,bbqs,r任务_Task_A.csv,342,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_10680_Name,bbNb,r任务_Task_A.csv,343,Task,Name,,研究任务：绛紫诗篇,Investigación: Cántico Violeta
Task_10680_Desc,bbMZ,r任务_Task_A.csv,343,Task,Desc,,维度、空间、量子……或许你将永远无法理解这些词汇背后的深刻涵义。\n就像你无法理解这世上发生的大部分事情。,"Dimensiones, espacio, cuántica… Quizá nunca seas capaz de comprender los profundos significados que se esconden tras estas palabras.\nAl igual que ocurre con la mayoría de las cosas que suceden en este mundo."
Task_10680_UnlockCondDesc,bbNd,r任务_Task_A.csv,343,Task,UnlockCondDesc,,守密人 25 级开放,Se desbloquea al alcanzar el Nivel 25 del Guardián
Task_10680_CompleteCondDesc,bbMY,r任务_Task_A.csv,343,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_48735_Name,beFZ,r任务_Task_A.csv,344,Task,Name,,调查任务：勘察测绘,Misión: Planes de Reconocimiento
Task_48735_Desc,beFX,r任务_Task_A.csv,344,Task,Desc,,地理是高位者的谎言。\n小心那些等高线。,La geografía es una mentira contada por los que detentan el poder.\nCuidado con esas curvas de nivel.
Task_48735_UnlockCondDesc,beGb,r任务_Task_A.csv,344,Task,UnlockCondDesc,,守密人 20 级开放,Se desbloquea al alcanzar el Nivel 20 del Guardián
Task_48735_CompleteCondDesc,beFW,r任务_Task_A.csv,344,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_48734_Name,beFT,r任务_Task_A.csv,345,Task,Name,,调查任务：先验理论,Misión: A Priori
Task_48734_Desc,beFR,r任务_Task_A.csv,345,Task,Desc,,忘掉你的认知，忘掉你的目的。\n真相是什么，它们会告诉你。,"Olvida tus percepciones, olvida tu propósito.\n¿Cuál es la verdad? Ellos te la dirán."
Task_48734_UnlockCondDesc,beFV,r任务_Task_A.csv,345,Task,UnlockCondDesc,,守密人 30 级开放,Se desbloquea al alcanzar el Nivel 30 del Guardián
Task_48734_CompleteCondDesc,beFQ,r任务_Task_A.csv,345,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_48733_Name,beFN,r任务_Task_A.csv,346,Task,Name,,调查任务：泛神信仰,Misión: Panteísmo
Task_48733_Desc,beFL,r任务_Task_A.csv,346,Task,Desc,,从倒塌的教堂和破碎的文物中，博物馆获得它们的珍藏，你获得你的珍藏。\n你们各取所需。,"De las ruinas de la iglesia derrumbada y las reliquias hechas añicos, el museo reclama sus tesoros, y tú reclamas los tuyos.\nCada cual toma lo que necesita."
Task_48733_UnlockCondDesc,beFP,r任务_Task_A.csv,346,Task,UnlockCondDesc,,守密人 40 级开放,Se desbloquea al alcanzar el Nivel 40 del Guardián
Task_48733_CompleteCondDesc,beFK,r任务_Task_A.csv,346,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_48736_Name,beGf,r任务_Task_A.csv,347,Task,Name,,调查任务：秘境幻影,Misión: Reino Fantasma
Task_48736_Desc,beGd,r任务_Task_A.csv,347,Task,Desc,,收获两段不可信任的承诺，和一场难以忘怀的梦。,Recibe dos promesas poco fiables y un sueño inolvidable.
Task_48736_UnlockCondDesc,beGh,r任务_Task_A.csv,347,Task,UnlockCondDesc,,守密人 50 级开放,Se desbloquea al alcanzar el Nivel 50 del Guardián
Task_48736_CompleteCondDesc,beGc,r任务_Task_A.csv,347,Task,CompleteCondDesc,,派遣总等级>={s1},Nivel Total>={s1}
Task_118860_Desc,bJGY,r任务_Task_A.csv,6271,Task,Desc,,玩偶之泪,Lágrimas de la Muñeca
Task_121319_Desc,bKGH,r任务_Task_A.csv,6272,Task,Desc,,在「玩偶之泪Ⅰ」中获得三星评分,Consigue tres estrellas en «Lágrimas de la Muñeca I»
Task_121259_Desc,bKFz,r任务_Task_A.csv,6273,Task,Desc,,在「玩偶之泪Ⅱ」中获得三星评分,Consigue tres estrellas en «Lágrimas de la Muñeca II»
Task_121279_Desc,bKFT,r任务_Task_A.csv,6274,Task,Desc,,在「玩偶之泪Ⅲ」中获得三星评分,Consigue tres estrellas en «Lágrimas de la Muñeca III»
Task_121323_Desc,bKGL,r任务_Task_A.csv,6275,Task,Desc,,在「玩偶之泪Ⅳ」中获得三星评分,Consigue tres estrellas en «Lágrimas de la Muñeca IV»
Task_121236_Desc,bKFc,r任务_Task_A.csv,6276,Task,Desc,,在「玩偶之泪Ⅴ」中获得三星评分,Consigue tres estrellas en «Lágrimas de la Muñeca V»
Task_118821_Desc,bJGq,r任务_Task_A.csv,6277,Task,Desc,,蜡像之秘,Secretos Esculpidos
Task_121286_Desc,bKGa,r任务_Task_A.csv,6278,Task,Desc,,在「蜡像之秘Ⅰ」中获得三星评分,Consigue tres estrellas en «Secretos Esculpidos I»
Task_121234_Desc,bKFa,r任务_Task_A.csv,6279,Task,Desc,,在「蜡像之秘Ⅱ」中获得三星评分,Consigue tres estrellas en «Secretos Esculpidos II»
Task_121237_Desc,bKFd,r任务_Task_A.csv,6280,Task,Desc,,在「蜡像之秘Ⅲ」中获得三星评分,Consigue tres estrellas en «Secretos Esculpidos III»
Task_121256_Desc,bKFw,r任务_Task_A.csv,6281,Task,Desc,,在「蜡像之秘Ⅳ」中获得三星评分,Consigue tres estrellas en «Secretos Esculpidos IV»
Task_121274_Desc,bKFO,r任务_Task_A.csv,6282,Task,Desc,,在「蜡像之秘Ⅴ」中获得三星评分,Consigue tres estrellas en «Secretos Esculpidos V»
Task_118791_Desc,bJFW,r任务_Task_A.csv,6283,Task,Desc,,漆黑之链,Cadena de Oscuridad
Task_121317_Desc,bKGF,r任务_Task_A.csv,6284,Task,Desc,,在「漆黑之链Ⅰ」中获得三星评分,Consigue tres estrellas en «Cadena de Oscuridad I»
Task_121313_Desc,bKGB,r任务_Task_A.csv,6285,Task,Desc,,在「漆黑之链Ⅱ」中获得三星评分,Consigue tres estrellas en «Cadena de Oscuridad II»
Task_121243_Desc,bKFj,r任务_Task_A.csv,6286,Task,Desc,,在「漆黑之链Ⅲ」中获得三星评分,Consigue tres estrellas en «Cadena de Oscuridad III»
Task_121316_Desc,bKGE,r任务_Task_A.csv,6287,Task,Desc,,在「漆黑之链Ⅳ」中获得三星评分,Consigue tres estrellas en «Cadena de Oscuridad IV»
Task_121322_Desc,bKGK,r任务_Task_A.csv,6288,Task,Desc,,在「漆黑之链Ⅴ」中获得三星评分,Consigue tres estrellas en «Cadena de Oscuridad V»
Task_118913_Desc,bJHJ,r任务_Task_A.csv,6289,Task,Desc,,界外之影,Sombra del Más Allá
Task_121294_Desc,bKGi,r任务_Task_A.csv,6290,Task,Desc,,在「界外之影Ⅰ」中获得三星评分,Consigue tres estrellas en «Sombra del Más Allá I»
Task_121291_Desc,bKGf,r任务_Task_A.csv,6291,Task,Desc,,在「界外之影Ⅱ」中获得三星评分,Consigue tres estrellas en «Sombra del Más Allá II»
Task_121261_Desc,bKFB,r任务_Task_A.csv,6292,Task,Desc,,在「界外之影Ⅲ」中获得三星评分,Consigue tres estrellas en «Sombra del Más Allá III»
Task_121239_Desc,bKFf,r任务_Task_A.csv,6293,Task,Desc,,在「界外之影Ⅳ」中获得三星评分,Consigue tres estrellas en «Sombra del Más Allá IV»
Task_118892_Desc,bJHt,r任务_Task_A.csv,6294,Task,Desc,,虔诚之握,Garra Piadosa
Task_121254_Desc,bKFu,r任务_Task_A.csv,6295,Task,Desc,,在「虔诚之握Ⅰ」中获得三星评分,Consigue tres estrellas en «Garra Piadosa I»
Task_121284_Desc,bKFY,r任务_Task_A.csv,6296,Task,Desc,,在「虔诚之握Ⅱ」中获得三星评分,Consigue tres estrellas en «Garra Piadosa II»
Task_121260_Desc,bKFA,r任务_Task_A.csv,6297,Task,Desc,,在「虔诚之握Ⅲ」中获得三星评分,Consigue tres estrellas en «Garra Piadosa III»
Task_121233_Desc,bKEZ,r任务_Task_A.csv,6298,Task,Desc,,在「虔诚之握Ⅳ」中获得三星评分,Consigue tres estrellas en «Garra Piadosa IV»
Task_118787_Desc,bJFT,r任务_Task_A.csv,6299,Task,Desc,,圣胎之咏,Himno del Feto Sagrado
Task_121292_Desc,bKGg,r任务_Task_A.csv,6300,Task,Desc,,在「圣胎之咏Ⅰ」中获得三星评分,Consigue tres estrellas en «Himno del Feto Sagrado I»
Task_121241_Desc,bKFh,r任务_Task_A.csv,6301,Task,Desc,,在「圣胎之咏Ⅱ」中获得三星评分,Consigue tres estrellas en «Himno del Feto Sagrado II»
Task_121288_Desc,bKGc,r任务_Task_A.csv,6302,Task,Desc,,在「圣胎之咏Ⅲ」中获得三星评分,Consigue tres estrellas en «Himno del Feto Sagrado III»
Task_118796_Desc,bJFY,r任务_Task_A.csv,6303,Task,Desc,,沙海遗存,Reliquias de la Arena
Task_121266_Desc,bKFG,r任务_Task_A.csv,6304,Task,Desc,,在「沙海遗存Ⅰ」中获得三星评分,Consigue tres estrellas en «Reliquias de la Arena I»
Task_121275_Desc,bKFP,r任务_Task_A.csv,6305,Task,Desc,,在「沙海遗存Ⅱ」中获得三星评分,Consigue tres estrellas en «Reliquias de la Arena II»
Task_121262_Desc,bKFC,r任务_Task_A.csv,6306,Task,Desc,,在「沙海遗存Ⅲ」中获得三星评分,Consigue tres estrellas en «Reliquias de la Arena III»
Task_118915_Desc,bJHL,r任务_Task_A.csv,6307,Task,Desc,,黑池之潮,Marea del Pozo Negro
Task_121324_Desc,bKGM,r任务_Task_A.csv,6308,Task,Desc,,在「黑池之潮Ⅰ」中获得三星评分,Consigue tres estrellas en «Marea del Pozo Negro I»
Task_121282_Desc,bKFW,r任务_Task_A.csv,6309,Task,Desc,,在「黑池之潮Ⅱ」中获得三星评分,Consigue tres estrellas en «Marea del Pozo Negro II»
