Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
Stage_36126_Desc,aSfa,g关卡_Stage_A.csv,575,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36126_StageInitStateText,aSfc,g关卡_Stage_A.csv,575,Stage,StageInitStateText,,海魇,อสุรกายแห่งท้องทะเล
Stage_36125_Name,aSeY,g关卡_Stage_A.csv,576,Stage,Name,,圣胎之咏Ⅲ,บทสรรเสริญแห่งครรภ์ศักดิ์สิทธิ์ II
Stage_36125_Desc,aSeX,g关卡_Stage_A.csv,576,Stage,Desc,,不被祝福的孩子在海中吟咏圣歌。\n嘘……请保持安静，切勿惊扰祂的长眠。,เด็กน้อยผู้ไร้บุญกำลังขับขานเพลงสรรเสริญอยู่ในทะเล\nชู่...เงียบหน่อยสิ อย่ารบกวนการหลับใหลอันยาวนานของมันเด็ดขาด
Stage_36125_StageInitStateText,aSeZ,g关卡_Stage_A.csv,576,Stage,StageInitStateText,,海魇,อสุรกายแห่งท้องทะเล
Stage_49159_Name,aSzY,g关卡_Stage_A.csv,577,Stage,Name,,沙海遗存Ⅰ,มรดกในทะเลทราย I
Stage_49159_Desc,aSzX,g关卡_Stage_A.csv,577,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49161_Name,aSAe,g关卡_Stage_A.csv,578,Stage,Name,,沙海遗存Ⅰ,มรดกในทะเลทราย I
Stage_49161_Desc,aSAd,g关卡_Stage_A.csv,578,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49160_Name,aSAb,g关卡_Stage_A.csv,579,Stage,Name,,沙海遗存Ⅰ,มรดกในทะเลทราย I
Stage_49160_Desc,aSAa,g关卡_Stage_A.csv,579,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49165_Name,aSAq,g关卡_Stage_A.csv,580,Stage,Name,,沙海遗存Ⅱ,มรดกในทะเลทราย II
Stage_49165_Desc,aSAp,g关卡_Stage_A.csv,580,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49165_StageInitStateText,aSAr,g关卡_Stage_A.csv,580,Stage,StageInitStateText,,繁育,แพร่พันธุ์
Stage_49167_Name,aSAw,g关卡_Stage_A.csv,581,Stage,Name,,沙海遗存Ⅲ,มรดกในทะเลทราย III
Stage_49167_Desc,aSAv,g关卡_Stage_A.csv,581,Stage,Desc,,母树的幻影于银色火焰中轰然倒塌，但祂的血脉终将在根系中复苏。,ภาพมายาของพฤกษามารดาได้พังทลายลงท่ามกลางเปลวเพลิงสีเงิน แต่สายเลือดของมันจะฟื้นคืนสู่รากในที่สุด
Stage_49167_StageInitStateText,aSAx,g关卡_Stage_A.csv,581,Stage,StageInitStateText,,繁育,แพร่พันธุ์
Stage_59076_Name,aTLF,g关卡_Stage_A.csv,582,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59076_Desc,aTLE,g关卡_Stage_A.csv,582,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59070_Name,aTLn,g关卡_Stage_A.csv,583,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59070_Desc,aTLm,g关卡_Stage_A.csv,583,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59074_Name,aTLz,g关卡_Stage_A.csv,584,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59074_Desc,aTLy,g关卡_Stage_A.csv,584,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59058_Name,aTKD,g关卡_Stage_A.csv,585,Stage,Name,,黑池之潮Ⅰ,กระแสน้ำในสระดำ I
Stage_59058_Desc,aTKC,g关卡_Stage_A.csv,585,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_59073_Name,aTLw,g关卡_Stage_A.csv,586,Stage,Name,,黑池之潮Ⅱ,กระแสน้ำในสระดำ II
Stage_59073_Desc,aTLv,g关卡_Stage_A.csv,586,Stage,Desc,,黑色的池水狂躁地舞动，迎接它们最初的、唯一的主人。,ผิวน้ำสีดำเต้นระบำอย่างบ้าคลั่ง เพื่อต้อนรับนายเหนือหัวคนแรกและคนเดียวของพวกมัน
Stage_7864_Name,aVdH,g关卡_Stage_A.csv,587,Stage,Name,,怪雾之都Ⅰ,นครหมอกลี้ลับ I
Stage_7864_Desc,aVdG,g关卡_Stage_A.csv,587,Stage,Desc,,伦蒂尼恩以灿烂的工业文明，以及笼罩市区的铅灰色浓雾闻名。\n雾气无处不在，对路人来说是更像是一种偶然、无意义的不便。,ลอนดิเนียมมีชื่อเสียงในด้านอุตสาหกรรมอันรุ่งโรจน์และหมอกหนาทึบสีเทาตะกั่วที่ปกคลุมทั่วเมือง\nหมอกนั้นปกคลุมทั่วทุกหนทุกแห่ง สำหรับผู้คนบนท้องถนนแล้ว มันเป็นเพียงความไม่สะดวกที่เกิดขึ้นโดยบังเอิญและไร้ความหมายเท่านั้น
Stage_7649_Name,aUBk,g关卡_Stage_A.csv,588,Stage,Name,,怪雾之都Ⅱ,นครหมอกลี้ลับ II
Stage_7649_Desc,aUBj,g关卡_Stage_A.csv,588,Stage,Desc,,伦蒂尼恩以灿烂的工业文明，以及笼罩市区的铅灰色浓雾闻名。\n雾气无处不在，对路人来说是更像是一种偶然、无意义的不便。,ลอนดิเนียมมีชื่อเสียงในด้านอุตสาหกรรมอันรุ่งโรจน์และหมอกหนาทึบสีเทาตะกั่วที่ปกคลุมทั่วเมือง\nหมอกนั้นปกคลุมทั่วทุกหนทุกแห่ง สำหรับผู้คนบนท้องถนนแล้ว มันเป็นเพียงความไม่สะดวกที่เกิดขึ้นโดยบังเอิญและไร้ความหมายเท่านั้น
Stage_7985_Name,aVkY,g关卡_Stage_A.csv,589,Stage,Name,,怪雾之都Ⅲ,นครหมอกลี้ลับ III
Stage_7985_Desc,aVkX,g关卡_Stage_A.csv,589,Stage,Desc,,伦蒂尼恩以灿烂的工业文明，以及笼罩市区的铅灰色浓雾闻名。\n雾气无处不在，对路人来说是更像是一种偶然、无意义的不便。,ลอนดิเนียมมีชื่อเสียงในด้านอุตสาหกรรมอันรุ่งโรจน์และหมอกหนาทึบสีเทาตะกั่วที่ปกคลุมทั่วเมือง\nหมอกนั้นปกคลุมทั่วทุกหนทุกแห่ง สำหรับผู้คนบนท้องถนนแล้ว มันเป็นเพียงความไม่สะดวกที่เกิดขึ้นโดยบังเอิญและไร้ความหมายเท่านั้น
Stage_8161_Name,aVuX,g关卡_Stage_A.csv,590,Stage,Name,,怪雾之都Ⅳ,นครหมอกลี้ลับ IV
Stage_8161_Desc,aVuW,g关卡_Stage_A.csv,590,Stage,Desc,,伦蒂尼恩以灿烂的工业文明，以及笼罩市区的铅灰色浓雾闻名。\n雾气无处不在，对路人来说是更像是一种偶然、无意义的不便。,ลอนดิเนียมมีชื่อเสียงในด้านอุตสาหกรรมอันรุ่งโรจน์และหมอกหนาทึบสีเทาตะกั่วที่ปกคลุมทั่วเมือง\nหมอกนั้นปกคลุมทั่วทุกหนทุกแห่ง สำหรับผู้คนบนท้องถนนแล้ว มันเป็นเพียงความไม่สะดวกที่เกิดขึ้นโดยบังเอิญและไร้ความหมายเท่านั้น
Stage_7826_Name,aVaN,g关卡_Stage_A.csv,591,Stage,Name,,狂躁蜡馆Ⅰ,พิพิธภัณฑ์หุ่นขี้ผึ้งวิปลาส I
Stage_7826_Desc,aVaM,g关卡_Stage_A.csv,591,Stage,Desc,,罗杰斯蜡像馆坐落在南华克街的最深处，靠近泰姆河的支流。\n它毫不起眼，却有众多先锋艺术爱好者慕名而来。,พิพิธภัณฑ์หุ่นขี้ผึ้งโรเจอร์สตั้งอยู่ที่ส่วนลึกสุดของถนนเซาท์วาร์ก ใกล้กับลำน้ำสาขาของแม่น้ำเทมส์\nแม้จะดูไม่สะดุดตา แต่กลับมีผู้ที่ชื่นชอบศิลปะล้ำยุคจำนวนนับไม่ถ้วนเดินทางมาเยือนตามคำเลื่องลือ
Stage_8047_Name,aVoC,g关卡_Stage_A.csv,592,Stage,Name,,狂躁蜡馆Ⅱ,พิพิธภัณฑ์หุ่นขี้ผึ้งวิปลาส II
Stage_8047_Desc,aVoB,g关卡_Stage_A.csv,592,Stage,Desc,,罗杰斯蜡像馆坐落在南华克街的最深处，靠近泰姆河的支流。\n它毫不起眼，却有众多先锋艺术爱好者慕名而来。,พิพิธภัณฑ์หุ่นขี้ผึ้งโรเจอร์สตั้งอยู่ที่ส่วนลึกสุดของถนนเซาท์วาร์ก ใกล้กับลำน้ำสาขาของแม่น้ำเทมส์\nแม้จะดูไม่สะดุดตา แต่กลับมีผู้ที่ชื่นชอบศิลปะล้ำยุคจำนวนนับไม่ถ้วนเดินทางมาเยือนตามคำเลื่องลือ
Stage_8104_Name,aVrL,g关卡_Stage_A.csv,593,Stage,Name,,狂躁蜡馆Ⅲ,พิพิธภัณฑ์หุ่นขี้ผึ้งวิปลาส III
Stage_8104_Desc,aVrK,g关卡_Stage_A.csv,593,Stage,Desc,,罗杰斯蜡像馆坐落在南华克街的最深处，靠近泰姆河的支流。\n它毫不起眼，却有众多先锋艺术爱好者慕名而来。,พิพิธภัณฑ์หุ่นขี้ผึ้งโรเจอร์สตั้งอยู่ที่ส่วนลึกสุดของถนนเซาท์วาร์ก ใกล้กับลำน้ำสาขาของแม่น้ำเทมส์\nแม้จะดูไม่สะดุดตา แต่กลับมีผู้ที่ชื่นชอบศิลปะล้ำยุคจำนวนนับไม่ถ้วนเดินทางมาเยือนตามคำเลื่องลือ
Stage_7923_Name,aVho,g关卡_Stage_A.csv,594,Stage,Name,,狂躁蜡馆Ⅳ,พิพิธภัณฑ์หุ่นขี้ผึ้งวิปลาส IV
Stage_7923_Desc,aVhn,g关卡_Stage_A.csv,594,Stage,Desc,,罗杰斯蜡像馆坐落在南华克街的最深处，靠近泰姆河的支流。\n它毫不起眼，却有众多先锋艺术爱好者慕名而来。,พิพิธภัณฑ์หุ่นขี้ผึ้งโรเจอร์สตั้งอยู่ที่ส่วนลึกสุดของถนนเซาท์วาร์ก ใกล้กับลำน้ำสาขาของแม่น้ำเทมส์\nแม้จะดูไม่สะดุดตา แต่กลับมีผู้ที่ชื่นชอบศิลปะล้ำยุคจำนวนนับไม่ถ้วนเดินทางมาเยือนตามคำเลื่องลือ
Stage_7747_Name,aUVo,g关卡_Stage_A.csv,595,Stage,Name,,错乱异镇Ⅰ,เมืองวิกล I
Stage_7747_Desc,aUVn,g关卡_Stage_A.csv,595,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,เมืองไรซ์เป็นเมืองเล็กๆ ที่ตั้งอยู่ทางทิศตะวันออกเฉียงเหนือของลอนดิเนียม ซ่อนตัวอยู่ในแนวเทือกเขาที่ทอดยาว\nชาวบ้านพากันนิ่งเงียบ พลางส่งสายตาเฝ้ามองจากทุกหนแห่ง... จงระวังให้ดี เพราะทุกสิ่งทุกอย่างที่นี่ล้วนมีแต่ความผิดแผก
Stage_7936_Name,aVib,g关卡_Stage_A.csv,596,Stage,Name,,错乱异镇Ⅱ,เมืองวิกล II
Stage_7936_Desc,aVia,g关卡_Stage_A.csv,596,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,เมืองไรซ์เป็นเมืองเล็กๆ ที่ตั้งอยู่ทางทิศตะวันออกเฉียงเหนือของลอนดิเนียม ซ่อนตัวอยู่ในแนวเทือกเขาที่ทอดยาว\nชาวบ้านพากันนิ่งเงียบ พลางส่งสายตาเฝ้ามองจากทุกหนแห่ง... จงระวังให้ดี เพราะทุกสิ่งทุกอย่างที่นี่ล้วนมีแต่ความผิดแผก
Stage_7806_Name,aUZF,g关卡_Stage_A.csv,597,Stage,Name,,错乱异镇Ⅲ,เมืองวิกล III
Stage_7806_Desc,aUZE,g关卡_Stage_A.csv,597,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,เมืองไรซ์เป็นเมืองเล็กๆ ที่ตั้งอยู่ทางทิศตะวันออกเฉียงเหนือของลอนดิเนียม ซ่อนตัวอยู่ในแนวเทือกเขาที่ทอดยาว\nชาวบ้านพากันนิ่งเงียบ พลางส่งสายตาเฝ้ามองจากทุกหนแห่ง... จงระวังให้ดี เพราะทุกสิ่งทุกอย่างที่นี่ล้วนมีแต่ความผิดแผก
Stage_7802_Name,aUZt,g关卡_Stage_A.csv,598,Stage,Name,,错乱异镇Ⅳ,เมืองวิกล IV
Stage_7802_Desc,aUZs,g关卡_Stage_A.csv,598,Stage,Desc,,拉伊小镇位于伦蒂尼恩东北部，隐没在绵延的山脉中。\n沉默的乡民、无处不在的视线……当心，这里的一切都不太寻常。,เมืองไรซ์เป็นเมืองเล็กๆ ที่ตั้งอยู่ทางทิศตะวันออกเฉียงเหนือของลอนดิเนียม ซ่อนตัวอยู่ในแนวเทือกเขาที่ทอดยาว\nชาวบ้านพากันนิ่งเงียบ พลางส่งสายตาเฝ้ามองจากทุกหนแห่ง... จงระวังให้ดี เพราะทุกสิ่งทุกอย่างที่นี่ล้วนมีแต่ความผิดแผก
Stage_8165_Name,aVvj,g关卡_Stage_A.csv,599,Stage,Name,,失序山脉Ⅰ,เทือกเขาไร้ระเบียบ I
Stage_8165_Desc,aVvi,g关卡_Stage_A.csv,599,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,เอลเวิร์ธตั้งอยู่ ณ ขั้วโลกของคาดัธ ถูกปกคลุมด้วยหิมะและน้ำแข็งที่ไม่เคยละลายตลอดปี\nภายใต้เปลือกน้ำแข็งที่หนาทึบและแข็งกระด้างนั้น มีการเต้นของชีวิตที่แผ่วเบาซ่อนเร้นอยู่
Stage_7785_Name,aUXy,g关卡_Stage_A.csv,600,Stage,Name,,失序山脉Ⅱ,เทือกเขาไร้ระเบียบ II
Stage_7785_Desc,aUXx,g关卡_Stage_A.csv,600,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,เอลเวิร์ธตั้งอยู่ ณ ขั้วโลกของคาดัธ ถูกปกคลุมด้วยหิมะและน้ำแข็งที่ไม่เคยละลายตลอดปี\nภายใต้เปลือกน้ำแข็งที่หนาทึบและแข็งกระด้างนั้น มีการเต้นของชีวิตที่แผ่วเบาซ่อนเร้นอยู่
Stage_7919_Name,aVhc,g关卡_Stage_A.csv,601,Stage,Name,,失序山脉Ⅲ,เทือกเขาไร้ระเบียบ III
Stage_7919_Desc,aVhb,g关卡_Stage_A.csv,601,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,เอลเวิร์ธตั้งอยู่ ณ ขั้วโลกของคาดัธ ถูกปกคลุมด้วยหิมะและน้ำแข็งที่ไม่เคยละลายตลอดปี\nภายใต้เปลือกน้ำแข็งที่หนาทึบและแข็งกระด้างนั้น มีการเต้นของชีวิตที่แผ่วเบาซ่อนเร้นอยู่
Stage_7801_Name,aUZq,g关卡_Stage_A.csv,602,Stage,Name,,失序山脉Ⅳ,เทือกเขาไร้ระเบียบ IV
Stage_7801_Desc,aUZp,g关卡_Stage_A.csv,602,Stage,Desc,,艾尔沃斯位于卡达斯的极点，终年被不融的冰雪覆盖，\n厚实而坚硬的冰壳下，隐约潜藏着生命的搏动。,เอลเวิร์ธตั้งอยู่ ณ ขั้วโลกของคาดัธ ถูกปกคลุมด้วยหิมะและน้ำแข็งที่ไม่เคยละลายตลอดปี\nภายใต้เปลือกน้ำแข็งที่หนาทึบและแข็งกระด้างนั้น มีการเต้นของชีวิตที่แผ่วเบาซ่อนเร้นอยู่
Stage_21376_Name,aRXH,g关卡_Stage_A.csv,603,Stage,Name,,暗海之舟Ⅰ,นาวาเหนือคลื่นทมิฬ I
Stage_21376_Desc,aRXG,g关卡_Stage_A.csv,603,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,เรือโซนาไนล์เคยใช้ลอนดิเนียมเป็นเมืองท่าหลัก ถูกกลืนหายด้วยคลื่นกระแสเรือที่สัญจรไปมาอย่างไม่ขาดสาย\nกระทั่งเมื่อพายุโหมกระหน่ำ มันก็ได้เลือนลับไปจากสายตาของโลกมนุษย์โดยสิ้นเชิง ทิ้งไว้เพียงเศษเสี้ยวถ้อยคำของตำนานที่ถูกเล่าขาน
Stage_21375_Name,aRXE,g关卡_Stage_A.csv,604,Stage,Name,,暗海之舟Ⅱ,นาวาเหนือคลื่นทมิฬ II
Stage_21375_Desc,aRXD,g关卡_Stage_A.csv,604,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,เรือโซนาไนล์เคยใช้ลอนดิเนียมเป็นเมืองท่าหลัก ถูกกลืนหายด้วยคลื่นกระแสเรือที่สัญจรไปมาอย่างไม่ขาดสาย\nกระทั่งเมื่อพายุโหมกระหน่ำ มันก็ได้เลือนลับไปจากสายตาของโลกมนุษย์โดยสิ้นเชิง ทิ้งไว้เพียงเศษเสี้ยวถ้อยคำของตำนานที่ถูกเล่าขาน
Stage_21374_Name,aRXB,g关卡_Stage_A.csv,605,Stage,Name,,暗海之舟Ⅲ,นาวาเหนือคลื่นทมิฬ III
Stage_21374_Desc,aRXA,g关卡_Stage_A.csv,605,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,เรือโซนาไนล์เคยใช้ลอนดิเนียมเป็นเมืองท่าหลัก ถูกกลืนหายด้วยคลื่นกระแสเรือที่สัญจรไปมาอย่างไม่ขาดสาย\nกระทั่งเมื่อพายุโหมกระหน่ำ มันก็ได้เลือนลับไปจากสายตาของโลกมนุษย์โดยสิ้นเชิง ทิ้งไว้เพียงเศษเสี้ยวถ้อยคำของตำนานที่ถูกเล่าขาน
Stage_21373_Name,aRXy,g关卡_Stage_A.csv,606,Stage,Name,,暗海之舟Ⅳ,นาวาเหนือคลื่นทมิฬ IV
Stage_21373_Desc,aRXx,g关卡_Stage_A.csv,606,Stage,Desc,,索纳尼尔号曾以伦蒂尼恩为母港，淹没在络绎来往的船只中。\n在风暴中失去音讯后，它彻底从俗世视野中消失，只留下只言片语的传说。,เรือโซนาไนล์เคยใช้ลอนดิเนียมเป็นเมืองท่าหลัก ถูกกลืนหายด้วยคลื่นกระแสเรือที่สัญจรไปมาอย่างไม่ขาดสาย\nกระทั่งเมื่อพายุโหมกระหน่ำ มันก็ได้เลือนลับไปจากสายตาของโลกมนุษย์โดยสิ้นเชิง ทิ้งไว้เพียงเศษเสี้ยวถ้อยคำของตำนานที่ถูกเล่าขาน
Stage_36133_Name,aSfw,g关卡_Stage_A.csv,607,Stage,Name,,风暴外海Ⅰ,ทะเลนอกเขตมรสุม I
Stage_36133_Desc,aSfv,g关卡_Stage_A.csv,607,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,ทะเลทางตอนเหนือของอาณาจักรเลโอมีฤดูร้อนที่อบอุ่นและสงบเงียบ\nฤดูหนาวก็ดูงดงามและสงบเสงี่ยม แต่ภายใต้เมฆหมอกที่สงบงามนั้น มักซ่อนพายุร้ายที่พร้อมคร่าชีวิตอยู่เสมอ
Stage_36128_Name,aSfh,g关卡_Stage_A.csv,608,Stage,Name,,风暴外海Ⅰ,ทะเลนอกเขตมรสุม I
Stage_36128_Desc,aSfg,g关卡_Stage_A.csv,608,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,ทะเลทางตอนเหนือของอาณาจักรเลโอมีฤดูร้อนที่อบอุ่นและสงบเงียบ\nฤดูหนาวก็ดูงดงามและสงบเสงี่ยม แต่ภายใต้เมฆหมอกที่สงบงามนั้น มักซ่อนพายุร้ายที่พร้อมคร่าชีวิตอยู่เสมอ
Stage_36129_Name,aSfk,g关卡_Stage_A.csv,609,Stage,Name,,风暴外海Ⅰ,ทะเลนอกเขตมรสุม I
Stage_36129_Desc,aSfj,g关卡_Stage_A.csv,609,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,ทะเลทางตอนเหนือของอาณาจักรเลโอมีฤดูร้อนที่อบอุ่นและสงบเงียบ\nฤดูหนาวก็ดูงดงามและสงบเสงี่ยม แต่ภายใต้เมฆหมอกที่สงบงามนั้น มักซ่อนพายุร้ายที่พร้อมคร่าชีวิตอยู่เสมอ
Stage_36127_Name,aSfe,g关卡_Stage_A.csv,610,Stage,Name,,风暴外海Ⅱ,ทะเลนอกเขตมรสุม II
Stage_36127_Desc,aSfd,g关卡_Stage_A.csv,610,Stage,Desc,,雷欧王国的北海，拥有温和而平静的仲夏。\n她的冬季看起来也淑静典雅，但宁静华美的霞云之下，往往暗藏着致命的风暴。,ทะเลทางตอนเหนือของอาณาจักรเลโอมีฤดูร้อนที่อบอุ่นและสงบเงียบ\nฤดูหนาวก็ดูงดงามและสงบเสงี่ยม แต่ภายใต้เมฆหมอกที่สงบงามนั้น มักซ่อนพายุร้ายที่พร้อมคร่าชีวิตอยู่เสมอ
Stage_49164_Name,aSAn,g关卡_Stage_A.csv,611,Stage,Name,,荒沙之壁Ⅰ,กำแพงทรายรกร้าง I
Stage_49164_Desc,aSAm,g关卡_Stage_A.csv,611,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,ในปี A.F. 225 กำแพงพายุได้ถือกำเนิดขึ้นในทะเลทรายเล็มวาห์ชี ก่อตัวเป็นปราการธรรมชาติที่โอบล้อมต้นกำเนิดของแม่น้ำศักดิ์สิทธิ์เอาไว้
Stage_49163_Name,aSAk,g关卡_Stage_A.csv,612,Stage,Name,,荒沙之壁Ⅰ,กำแพงทรายรกร้าง I
Stage_49163_Desc,aSAj,g关卡_Stage_A.csv,612,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,ในปี A.F. 225 กำแพงพายุได้ถือกำเนิดขึ้นในทะเลทรายเล็มวาห์ชี ก่อตัวเป็นปราการธรรมชาติที่โอบล้อมต้นกำเนิดของแม่น้ำศักดิ์สิทธิ์เอาไว้
Stage_49162_Name,aSAh,g关卡_Stage_A.csv,613,Stage,Name,,荒沙之壁Ⅰ,กำแพงทรายรกร้าง I
Stage_49162_Desc,aSAg,g关卡_Stage_A.csv,613,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,ในปี A.F. 225 กำแพงพายุได้ถือกำเนิดขึ้นในทะเลทรายเล็มวาห์ชี ก่อตัวเป็นปราการธรรมชาติที่โอบล้อมต้นกำเนิดของแม่น้ำศักดิ์สิทธิ์เอาไว้
Stage_49166_Name,aSAt,g关卡_Stage_A.csv,614,Stage,Name,,荒沙之壁Ⅱ,กำแพงทรายรกร้าง II
Stage_49166_Desc,aSAs,g关卡_Stage_A.csv,614,Stage,Desc,,A.F.225年，风暴之壁诞生于勒姆瓦希沙漠，形成一道环绕圣河源头的天然屏障。,ในปี A.F. 225 กำแพงพายุได้ถือกำเนิดขึ้นในทะเลทรายเล็มวาห์ชี ก่อตัวเป็นปราการธรรมชาติที่โอบล้อมต้นกำเนิดของแม่น้ำศักดิ์สิทธิ์เอาไว้
Stage_59067_Name,aTLe,g关卡_Stage_A.csv,615,Stage,Name,,原初裂隙Ⅰ,รอยแยกปฐมภูมิ I
Stage_59067_Desc,aTLd,g关卡_Stage_A.csv,615,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,ใต้ดินของมิธธาก ซ่อนเร้นซึ่งหายนะแรกเริ่มและหายนะสุดท้ายของโลกใบนี้เอาไว้
Stage_59075_Name,aTLC,g关卡_Stage_A.csv,616,Stage,Name,,原初裂隙Ⅰ,รอยแยกปฐมภูมิ I
Stage_59075_Desc,aTLB,g关卡_Stage_A.csv,616,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,ใต้ดินของมิธธาก ซ่อนเร้นซึ่งหายนะแรกเริ่มและหายนะสุดท้ายของโลกใบนี้เอาไว้
Stage_59072_Name,aTLt,g关卡_Stage_A.csv,617,Stage,Name,,原初裂隙Ⅰ,รอยแยกปฐมภูมิ I
Stage_59072_Desc,aTLs,g关卡_Stage_A.csv,617,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,ใต้ดินของมิธธาก ซ่อนเร้นซึ่งหายนะแรกเริ่มและหายนะสุดท้ายของโลกใบนี้เอาไว้
Stage_59077_Name,aTLI,g关卡_Stage_A.csv,618,Stage,Name,,原初裂隙Ⅱ,รอยแยกปฐมภูมิ II
Stage_59077_Desc,aTLH,g关卡_Stage_A.csv,618,Stage,Desc,,在弥萨格的地底，隐藏着这个世界最初、也是最后的灾难。,ใต้ดินของมิธธาก ซ่อนเร้นซึ่งหายนะแรกเริ่มและหายนะสุดท้ายของโลกใบนี้เอาไว้
Stage_7744_Name,aUVf,g关卡_Stage_A.csv,920,Stage,Name,,深海之遗·间隙Ⅰ,มรดกแห่งห้วงทะเลลึก: รอยแยก I
