Key,ShortKey,Source,Row,Module,Field,Role,CN,EN
AvgDialog_18908_Content_83,afxz,avg章1新_AvgDialog_C_M.csv,445,AvgDialog,Content,罗杰斯,"噢，天真的小老鼠。其实，美和艺术从、从不分贫富、贵贱。
将苦难凝结于美中，是很、很好的。","Oh, my naive little mouse. In fact, beauty and art never differentiate be-between rich and poor, noble and humble.\nEncapsulating suffering within beauty is tru-truly wonderful."
AvgDialog_18908_Content_85,afxB,avg章1新_AvgDialog_C_M.csv,447,AvgDialog,Content,罗杰斯,"如果有机会，我也会将你、你们制作成蜡像。
就叫“布朗与詹金”，如、如何？","Maybe one day, I'll turn you both into wax statues as well.\nHow about naming it ""Brown and Jenkin""?"
AvgDialog_18895_Content_5,afnZ,avg章1新_AvgDialog_C_M.csv,452,AvgDialog,Content,拉蒙娜,"等夜再深一些，莎拉睡下，我们再去搜索。
在那之前，先养精蓄锐。","We'll wait deeper into the night and take action when Sarah is asleep.\nBefore that, let's rest and regain some strength."
AvgDialog_18895_Content_7,afob,avg章1新_AvgDialog_C_M.csv,454,AvgDialog,Content,,"就在你们交谈间，四周弥漫起了异常的浓雾。
本应轻薄漂浮的水雾，如同粘稠的重压附着在你们身上。","An unusually thick fog spreads around the area just as you speak.\nThe mist, which should be light and floating, now clings to you like a heavy, sticky weight."
AvgDialog_18895_Content_13,afnx,avg章1新_AvgDialog_C_M.csv,460,AvgDialog,Content,,"眼皮像灌了铅一般沉重，无法承受地闭合。
在遁入黑暗的世界中，只有浓稠的雾气盘绕。","Your eyelids feel leaden, forcing them shut.\nIn the dark world, only thick fog swirls."
AvgDialog_18895_Content_14,afny,avg章1新_AvgDialog_C_M.csv,461,AvgDialog,Content,？？？,<Italic:老查理在哪里都找不到他的虎斑猫。>,"<Italic:No tabby where he looked, anywhere!>"
AvgDialog_18895_Content_15,afnz,avg章1新_AvgDialog_C_M.csv,462,AvgDialog,Content,,"黑暗的虚空之中，你独自一人。
无垠高空之上，蜜色的眼睛溢出糖浆色的泪水，俯视着你。","In the dark void, you stand alone.\nAbove boundless skies, honey-colored eyes shed syrupy tears, gazing down."
AvgDialog_18895_Content_18,afnC,avg章1新_AvgDialog_C_M.csv,465,AvgDialog,Content,？？？,<Italic:——直到自己也消失掉。>,"<Italic:—'Til Charlie, too, was never there.>"
AvgDialog_18895_Content_21,afnG,avg章1新_AvgDialog_C_M.csv,468,AvgDialog,Content,,"蜜色的眼瞳颤抖着眨眼。
泪水抖落，落在你的脸颊，散发出浓烈的甜香。","The honey-colored eyes tremble and blink.\nTears fall, landing on your cheek with a strong sweet scent."
AvgDialog_18895_Content_22,afnH,avg章1新_AvgDialog_C_M.csv,469,AvgDialog,Content,,"歌声戛然而止，黑暗迅速褪去，知觉返回神经。
在你迷失的时间里，浓雾似乎也淡薄了些许。","In an instant, the singing stops and the darkness fades. You come back to your senses once more.\nYou find the fog has grown somewhat thinner while you were lost."
AvgDialog_18895_Content_29,afnO,avg章1新_AvgDialog_C_M.csv,476,AvgDialog,Content,拉蒙娜,"让我猜猜……会失踪，是吗？
你知道那些受害者是谁，也知道他们去了哪里，对吗？","Let me guess... or we'll be taken, right?\nYou know who the victims are and where they went, don't you?"
AvgDialog_18914_Content_4,afBM,avg章1新_AvgDialog_C_M.csv,488,AvgDialog,Content,艾瑞卡,"关键词读取成功，“缝合状融蚀”，相关事件共计37起。
事件关键词：恶性组织行动，<Blue:雕塑家协会>。","Keyword matched, ""Stitched D-Mark,"" with a total of 37 related incidents.\nEvent Keywords: Malignant Organization Activity, <Blue:The Sculptors' Association>."
AvgDialog_18911_Content_4,afzR,avg章1新_AvgDialog_C_M.csv,495,AvgDialog,Content,拉蒙娜,"艾继丝，他们也对你做了一样的实验。
他们把你捆起来，强行进行手术，为你植入了一些……<Yellow:异物>，对吗？","Aigis, they conducted the same experiments on you.\nThey bound you and forcibly performed surgery, implanting some... <Yellow:foreign objects>, right?"
AvgDialog_18911_Content_12,afzt,avg章1新_AvgDialog_C_M.csv,503,AvgDialog,Content,,"刀尖越来越近，越来越近，直到占据了全部视野。
然后——",The blade drew nearer until it consumed her vision.\nIn that instant—
AvgDialog_18911_Content_27,afzJ,avg章1新_AvgDialog_C_M.csv,518,AvgDialog,Content,克莱门汀,"真遗憾。如果改变主意了，随时欢迎你加入我们寻找内心的旅程。
走吧，艾继丝。","What a shame. If you change your mind, you're always welcome to our journey of self-discovery.\nLet's go, Aigis."
AvgDialog_18903_Content_5,afsQ,avg章1新_AvgDialog_C_M.csv,529,AvgDialog,Content,,"模糊中，有一个熟悉的身影奔跑而来。
她抓着你的手，牵着你飞速奔跑起来，口中还焦急地呼喊着。","In the blur, a familiar figure runs toward you.\nShe grabs your hand and pulls urgently, calling out."
AvgDialog_18880_Content_9,afin,avg章1新_AvgDialog_C_M.csv,540,AvgDialog,Content,,"那缎带是你攒了一年的零花钱，亲自为她定制的。
你未曾见过你的亲生父母，她就是你最亲近的人。",The ribbon was custom-made for your sister. It cost you a year's savings.\nYou never knew your parents; she was your closest person.
AvgDialog_18892_Content_16,aflQ,avg章1新_AvgDialog_C_M.csv,561,AvgDialog,Content,,"她的动作异常敏捷，利刃在空中划出冰冷的弧线。
没有给你更多思考的机会，女孩再次向你扑来。","Her movements are alarmingly agile, blade carving cold arcs.\nBefore you can think, she lunges again."
AvgDialog_18892_Content_17,aflR,avg章1新_AvgDialog_C_M.csv,562,AvgDialog,Content,玩家,"看来只能制服她再问话了。
拉蒙娜，奥吉尔，把她引到空旷空间去！","Guess we'll have to subdue her before questioning.\nRamona, Ogier, lure her to an open area!"
AvgDialog_18878_Content_3,afhu,avg章1新_AvgDialog_C_M.csv,567,AvgDialog,Content,拉蒙娜,"不，%player%，她的精神正在躁动。
银钥匙的精神力或许能有安抚的效果。","No. %player%, her spirit is restless.\nThe mental power of the Silver Key might have a calming effect."
AvgDialog_18878_Content_6,afhQ,avg章1新_AvgDialog_C_M.csv,570,AvgDialog,Content,,"你站在其中，又悬于其上。你是其中一个，却又与他们格格不入。
你不知道他们具体是什么，你只知道，你是来找人的。",You're part of this yet separate. You belong but feel misplaced.\nYou don't know what they are; only that you're here to find someone.
AvgDialog_18878_Content_8,afhS,avg章1新_AvgDialog_C_M.csv,572,AvgDialog,Content,,"你朝声音的方向望去，一个格外暗淡的光点在星海之中闪烁。
泛着诡异金属光泽的黑色丝线缠绕着它，牵扯着它，让它动弹不得。","You look toward the sound—a dim light flickers among the stars,\nentangled and immobilized by black threads with an eerie metallic sheen."
AvgDialog_18878_Content_10,afgZ,avg章1新_AvgDialog_C_M.csv,574,AvgDialog,Content,,老查理有一只他很爱很爱的虎斑猫……,"<Italic:Old Charlie's tabby, fat and dear...>"
AvgDialog_18878_Content_13,afhc,avg章1新_AvgDialog_C_M.csv,577,AvgDialog,Content,,"你顿时明白了，有人、或者有东西，正在操纵她。
你正想帮她摆脱束缚，就见那些黑色丝线突然变细，最终彻底消失。","You realize something, or someone, is controlling her.\nAs you move to help, the threads thin and vanish."
AvgDialog_18878_Content_22,afhm,avg章1新_AvgDialog_C_M.csv,586,AvgDialog,Content,玩家,"抱歉，情况紧急，我们不得不做一点防护措施。
你……还记得你刚才做了些什么吗？","Sorry, something went wrong and we had to take some protective measures.\nDo you... remember what you just did?"
AvgDialog_18878_Content_33,afhy,avg章1新_AvgDialog_C_M.csv,597,AvgDialog,Content,克莱门汀,"我不过是一个热心的第三方罢了，虽然，我确实有一点私心。
你让我很感兴趣呢，特殊的调查员。","I'm just a helpful third party, though I do have some personal interest.\nYou intrigue me, special Investigator."
AvgDialog_18878_Content_42,afhI,avg章1新_AvgDialog_C_M.csv,606,AvgDialog,Content,,"拉蒙娜手中的细剑垂了下来，她的头微微摇晃，几乎睁不开双眼。
詹金则躺在地上，一动不动，似乎是直接睡着了。","Ramona's rapier droops, head swaying, eyes barely open.\nJenkin lies motionless, seemingly asleep."
AvgDialog_18878_Content_44,afhK,avg章1新_AvgDialog_C_M.csv,608,AvgDialog,Content,克莱门汀,"一点小把戏，让我能够从这里离开罢了。
以你们的能力，应该很快就能清醒过来吧。","Just a small trick to get away.\nYou're good, and I believe you'll be fine soon enough."
AvgDialog_18878_Content_46,afhM,avg章1新_AvgDialog_C_M.csv,610,AvgDialog,Content,,"她向你们鞠了一躬，走出房门。
你再也支撑不住，跌坐回椅子上。","She bows and exits.\nYou collapse into the chair, unable to hold on."
AvgDialog_18878_Content_48,afhO,avg章1新_AvgDialog_C_M.csv,612,AvgDialog,Content,,"黑暗之中，穿着裙子的女孩安静得像一尊塑像。
她低垂着头，手里死死地捏着白色的眼罩。","In darkness, the dress-clad girl stands statue-still.\nHead hung low, she clutches a white blindfold tightly."
AvgDialog_18901_Content_3,afsq,avg章1新_AvgDialog_C_M.csv,615,AvgDialog,Content,,"奥吉尔留在房间中以防万一，牵制莎拉。
你和拉蒙娜则跟着詹金摸到了“济贫院幽灵”所在的地下室前。","Ogier stays behind to handle Sarah.\nYou and Ramona follow Jenkin to the ""Ghost of the Workhouse"" basement."
AvgDialog_18901_Content_4,afsr,avg章1新_AvgDialog_C_M.csv,616,AvgDialog,Content,詹金,"声音小点，别让莎拉发现了。
她会带着一队工人把我们打出去的。","Quiet, before Sarah hears.\nShe'll send her goons after us."
AvgDialog_18901_Content_5,afss,avg章1新_AvgDialog_C_M.csv,617,AvgDialog,Content,拉蒙娜,"奥吉尔正在监视莎拉的行动，有他在，我们不会被发现。
你再说说，上次在莎拉办公室的发现。","Ogier is keeping an eye on Sarah's movements. With him there, we be fine.\nTell me again what you discovered in Sarah's office last time."
AvgDialog_18901_Content_9,afsw,avg章1新_AvgDialog_C_M.csv,621,AvgDialog,Content,詹金,"好了，就在这个房间里。
走最后的，关门。","Alright, this room.\nLast one in closes the door."
AvgDialog_18887_Content_1,afju,avg章1新_AvgDialog_C_M.csv,634,AvgDialog,Content,,"与此同时——
奥吉尔透过窗户，观察着济贫院庭院中的景象。",Meanwhile—\nOgier observes the workhouse courtyard through the window.
AvgDialog_18887_Content_2,afjA,avg章1新_AvgDialog_C_M.csv,635,AvgDialog,Content,,"铁门吱呀一声被打开，一群白衣怪人鱼贯而入。
孩子们在灰蒙蒙的雾气中排成小队，任由他们挑选。","The iron door creaks open. White-clad figures file in.\nChildren line up in gray mist, waiting for selection."
AvgDialog_18887_Content_3,afjB,avg章1新_AvgDialog_C_M.csv,636,AvgDialog,Content,,"在孩子之中，奥吉尔辨认出了一个熟悉的身影：
那天来迎接大家的，小小的白色女孩。","Among them, Ogier recognizes a familiar figure:\nthe small white girl who welcomed you all."
AvgDialog_18887_Content_6,afjE,avg章1新_AvgDialog_C_M.csv,639,AvgDialog,Content,,"争执爆发了。
白衣怪人拉住女孩的胳膊，似在强迫她服从自己。","Conflict erupts.\nThe white-clad stranger grabs her arm, forcing compliance."
AvgDialog_18887_Content_11,afjw,avg章1新_AvgDialog_C_M.csv,644,AvgDialog,Content,维克,"这位小朋友，你是不是误会了什么？
我们是济贫院聘请的医生，要带她去进行定期检查。","You must have misunderstood us, little one.\nWe are doctors hired by the workhouse, and she's coming for a regular check-up."
AvgDialog_18915_Content_3,afCm,avg章1新_AvgDialog_C_M.csv,652,AvgDialog,Content,维克,"既然小艾继丝不情愿，那我们也不强求了。
我们会将其他选中的病人带回诊所治疗，疗程结束再送回。",We won't force Aigis if she's not willing.\nWe'll take the other selected patients back to the clinic for treatment and return them after the therapy is complete.
AvgDialog_18915_Content_23,afCf,avg章1新_AvgDialog_C_M.csv,672,AvgDialog,Content,奥吉尔,"是、是的，勋爵家的幼子都会被授、授予“骑士”之名。
总之，我要带艾继丝等%brotherorsister1%和管家小姐回来，你不要再为难她了。","Y-Yes, the youngest son of our house is always knighted.\nAnyway, I need to take Aigis, and wait for {Male=my brother,Female=my sister} and the housekeeper. Don't make things harder for her."
AvgDialog_18915_Content_24,afCg,avg章1新_AvgDialog_C_M.csv,673,AvgDialog,Content,,"说着，奥吉尔抓住艾继丝的手，一路跑回了房间。
女孩子始终低着头，似在轻声抽泣。","Speaking, Ogier grabs Aigis's hand and runs back to the room.\nThe girl keeps her head down, seemingly sobbing."
AvgDialog_18915_Content_30,afCn,avg章1新_AvgDialog_C_M.csv,679,AvgDialog,Content,,"奥吉尔支吾着，努力装出庄重严肃的模样。
艾继丝抬眼看他，犹豫了半天，终于噗嗤笑了出来。","Ogier stammers, trying for solemnity.\nAigis looks at him, hesitates, then bursts into laughter."
AvgDialog_18915_Content_31,afCo,avg章1新_AvgDialog_C_M.csv,680,AvgDialog,Content,艾继丝,"你别骗我，我在书里看过，骑士都是保护公主的。
你看我这样，哪里像个公主呀。","Stop it, Ogier. I've read in the books that knights always protect princesses.\nJust look at me. Do I look like a princess?"
AvgDialog_18915_Content_33,afCq,avg章1新_AvgDialog_C_M.csv,682,AvgDialog,Content,奥吉尔,"不是这样的，书里说的不对。
骑士不仅会保护公主，也会保护普通民众，保护所有人。",Then those books aren't telling the truth.\nKnights don't just protect princesses; they protect commoners as well. They protect everyone.
AvgDialog_18915_Content_44,afCC,avg章1新_AvgDialog_C_M.csv,693,AvgDialog,Content,奥吉尔,"骑士不会守护犯罪者。
因为，骑士需要制裁犯罪者，从他们手中守护民众。",Knights do not protect criminals.\nBecause knights punish criminals and protect people from them.
AvgDialog_18915_Content_53,afCM,avg章1新_AvgDialog_C_M.csv,702,AvgDialog,Content,,"艾继丝一怔，似乎是在回味这句话。
半晌，她慢慢地、有些艰难地开口了。","Aigis pauses, savoring his words.\nHesitant, she begins speaking slowly."
AvgDialog_18915_Content_54,afCN,avg章1新_AvgDialog_C_M.csv,703,AvgDialog,Content,艾继丝,"我相信你，奥吉尔。我愿意为你再赌一把。
所以，我会告诉你……那些治疗的真相。","I trust you, Ogier. I am willing to give it another shot.\nSo, I will tell you... the truth about those treatments."
AvgDialog_18902_Content_11,afsz,avg章1新_AvgDialog_C_M.csv,714,AvgDialog,Content,詹金,"那就是济贫院的幽灵……
我的姐姐在哪里！是你把她藏起来了吧！",That's got to be the Ghost of the Workhouse...\nWhere's my sis? Where'd you hide her?!
AvgDialog_18916_Content_4,afDz,avg章1新_AvgDialog_C_M.csv,725,AvgDialog,Content,幽灵珊,"完成了。
不过，这次的结果依然不太理想呢。","Done.\nBut once again, not good enough."
AvgDialog_18916_Content_25,afDj,avg章1新_AvgDialog_C_M.csv,746,AvgDialog,Content,詹金,"里面没有姐姐。
<Big:我的姐姐究竟在哪里，你说啊！>",She's not here...\n<Big:WHERE'S MY SISTER? TELL ME!>
AvgDialog_18916_Content_35,afDu,avg章1新_AvgDialog_C_M.csv,756,AvgDialog,Content,玩家,"而这些人体，被融化成糖浆，又凝固成雕像……
这种能力，更像是<Yellow:血肉界域唤醒体>的手笔，他们往往更精通肉体的改变。","These bodies were melted into syrup and then solidified into statues...\nThis ability is more like the work of a <Yellow:Caro Realm Awakener>, who are often more skilled in transforming flesh."
AvgDialog_18916_Content_40,afDA,avg章1新_AvgDialog_C_M.csv,761,AvgDialog,Content,珊,"走吧，不是要去那什么协定审查会吗？
能不能帮我把这些雕像也打包走？","Let's go, aren't you taking me to some committee?\nCan you help me pack up these statues as well?"
AvgDialog_18916_Content_48,afDI,avg章1新_AvgDialog_C_M.csv,769,AvgDialog,Content,珊,"好心如我，为你们指一条明路吧。
去问那个院长和那些医生。","I feel generous today, lucky you.\nGo ask the matron and those doctors."
AvgDialog_18916_Content_49,afDJ,avg章1新_AvgDialog_C_M.csv,770,AvgDialog,Content,詹金,"莎拉！我就知道，是那个臭女人搞的鬼！
看我这次不把她、把她……","Sarah! I knew that woman was behind this!\nJust wait, I'll... I'll..."
AvgDialog_18916_Content_52,afDN,avg章1新_AvgDialog_C_M.csv,773,AvgDialog,Content,玩家,"人还没找到不是坏事，只要……
事情就还有一线转机。",No news is good news. As long as...\nthere's still hope.
AvgDialog_18916_Content_53,afDO,avg章1新_AvgDialog_C_M.csv,774,AvgDialog,Content,玩家,"不必再顾忌打草惊蛇了。
拉蒙娜，你去通知审查会介入。詹金，把莎拉叫来吧。","We don't need to disguise anymore.\nRamona, call the Committee. Jenkin, bring Sarah here."
AvgDialog_18905_Content_6,afuJ,avg章1新_AvgDialog_C_M.csv,781,AvgDialog,Content,詹金,"我们怎么能？这句话该送给你。
不是你在地下室里藏的济贫院幽灵吗？她都告诉我们了。","""How could you?"" That's for us to say.\nWasn't it you who hid the Ghost of the Workhouse in this basement? She told us everything."
AvgDialog_18905_Content_32,afuk,avg章1新_AvgDialog_C_M.csv,807,AvgDialog,Content,莎拉,"……孩子？
你是说……",...Children?\nYou mean...
AvgDialog_18905_Content_37,afup,avg章1新_AvgDialog_C_M.csv,812,AvgDialog,Content,珊,"别去看那些未完成品了。
匍匐于真正的美吧。","Stop looking at those imperfections.\nNow, behold the true beauty."
AvgDialog_18905_Content_50,afuE,avg章1新_AvgDialog_C_M.csv,825,AvgDialog,Content,,"周遭宛如沉入水底一般，一瞬间陷入了阴冷的死寂之中。
无形的压力突如其来，你猛地喘了一口气，意识到事情不对。","As if submerged underwater, the surroundings plunge into cold silence.\nAn invisible pressure strikes unexpectedly, making you gasp as you realize something is wrong."
AvgDialog_18905_Content_52,afuG,avg章1新_AvgDialog_C_M.csv,827,AvgDialog,Content,,"来不及了。
年轻的院长头部如花一般开裂，黑色的黏液喷溅在地上。","Too late.\nThe young matron's head splits open like a flower, spraying black goo onto the ground."
AvgDialog_18904_Content_13,afsX,avg章1新_AvgDialog_C_M.csv,850,AvgDialog,Content,艾继丝,"莎拉小姐，你可以再唱一次那首歌吗，就一次？
我是说，如果这样不会给你添麻烦的话……","Miss Sarah, could you please sing that song again, just one more time?\nI mean, if it's not too much trouble..."
AvgDialog_18904_Content_17,aftb,avg章1新_AvgDialog_C_M.csv,854,AvgDialog,Content,莎拉,"没问题。
<Italic:老查理有一只他很爱很爱的虎斑猫……>","No problem.\n<Italic:Old Charlie's tabby, fat and dear...>"
AvgDialog_18904_Content_20,aftf,avg章1新_AvgDialog_C_M.csv,857,AvgDialog,Content,,"你强忍着晕眩点头。这时，你的余光捕捉到了一个白色的身影。
女孩不知何时越过了你们身边，进入了一片狼藉的战场。","You nod despite dizziness. From the corner of your eye, you catch a white figure.\nAigis has slipped past you into the fray."
AvgDialog_18904_Content_22,afth,avg章1新_AvgDialog_C_M.csv,859,AvgDialog,Content,,"艾继丝怔怔地望着倒地不起的莎拉。
爆裂的伤痕旁，黏液仍在汩汩流出，汇成黑色的小溪。","Aigis stares blankly at the fallen Sarah.\nSlime keeps gushing out from the gaping wound, forming a black stream."
AvgDialog_18904_Content_23,afti,avg章1新_AvgDialog_C_M.csv,860,AvgDialog,Content,,"然后，她趟入漆黑的水潭，在黏液中央席地而坐。
女孩让莎拉躺在了自己腿上，又动作熟稔地拍着莎拉的后背。","Then she wades into the pitch-black pool and sits in the slime,\nletting Sarah lie on her lap and patting her back skillfully."
AvgDialog_18904_Content_31,aftr,avg章1新_AvgDialog_C_M.csv,868,AvgDialog,Content,艾继丝,看看从夫人小姐们那里求来的首饰能换多少钱。,Trying to figure out what the jewelry those ladies gave her can sell for.
AvgDialog_18904_Content_32,afts,avg章1新_AvgDialog_C_M.csv,869,AvgDialog,Content,艾继丝,"他们都笑她，说很伤人的话，莎拉小姐从不生气。
还会安慰我，给我们唱歌。","They all laughed at her and said mean things, but Miss Sarah is never upset.\nShe even consoled me and sang for us."
AvgDialog_18904_Content_41,aftC,avg章1新_AvgDialog_C_M.csv,878,AvgDialog,Content,艾继丝,"放了莎拉小姐吧。
我会告诉你们他的下落。",Let Miss Sarah go.\nI'll tell you where he is.
AvgDialog_18900_Content_6,afrC,avg章1新_AvgDialog_C_M.csv,887,AvgDialog,Content,莎拉,"艾继丝，你的幻觉越来越严重了。
这儿根本没有什么黑色痕迹。","Aigis, your hallucinations are getting worse.\nThere's no black mark here at all."
AvgDialog_18900_Content_8,afrY,avg章1新_AvgDialog_C_M.csv,889,AvgDialog,Content,莎拉,"那真的只是幻觉。不信，你问问小麦克？
他才只有五岁，这么小的孩子，肯定不会说谎吧？","Don't worry. It's not real, honey. Don't believe me? Ask Little Mac.\nHe's only five years old. He won't lie."
AvgDialog_18900_Content_9,afsb,avg章1新_AvgDialog_C_M.csv,890,AvgDialog,Content,小麦克,"艾继丝姐姐，生病了要好好听医生的话哦。
上次我发烧的时候，你也是这么对我说的吧？","Yeah, Aigis, we should be good and listen to the doctor when we're sick.\nThat's what you told me when I had that fever!"
AvgDialog_18900_Content_10,afqA,avg章1新_AvgDialog_C_M.csv,891,AvgDialog,Content,,"我们列着队，等待着医生的挑选。
我感觉自己轻飘飘的，像是不存在于这个世界上。","We lined up, waiting for the doctor's selection.\nI felt weightless. Like air. Like nothing."
AvgDialog_18900_Content_16,afqG,avg章1新_AvgDialog_C_M.csv,897,AvgDialog,Content,提尤格,"我没有不舒服，能跑能跳，健康着呢！
但我能看到东西。","I don't feel unwell; I can run and jump, perfectly healthy!\nBut I can see things."
AvgDialog_18900_Content_18,afqI,avg章1新_AvgDialog_C_M.csv,899,AvgDialog,Content,提尤格,"我和艾继丝一样，都会看到黑色的幻觉。
能不能请你帮帮我呢？","Like Aigis, I also see black things.\nCould you please help me?"
AvgDialog_18900_Content_29,afqU,avg章1新_AvgDialog_C_M.csv,910,AvgDialog,Content,,"自从病人越来越多，莎拉小姐就把医护区搬到了济贫院东边的小楼。
那里地方宽敞，能容纳更多临时床位。",More sick people came. Miss Sarah moved the ward to the east building.\nMore space. More makeshift beds.
AvgDialog_18900_Content_30,afqW,avg章1新_AvgDialog_C_M.csv,911,AvgDialog,Content,艾继丝,"姐姐，你能不能不要去医护区？
那里、那里很危险……",C-could you please not go there?\nIt's... it's really dangerous...
AvgDialog_18900_Content_32,afqY,avg章1新_AvgDialog_C_M.csv,913,AvgDialog,Content,艾继丝,"我不知道，我不知道，对不起……
医护区在东边。","I don't know, I-I'm really sorry...\nThe ward is to the east."
AvgDialog_18900_Content_33,afqZ,avg章1新_AvgDialog_C_M.csv,914,AvgDialog,Content,？？？（梅森）,"谢谢你。
你看起来有很多烦恼，如果想要诉说的话，欢迎来找我哦。","Thank you.\nYou seem to have a lot on your mind. If you feel like talking, I'm all ears."
AvgDialog_18900_Content_38,afre,avg章1新_AvgDialog_C_M.csv,919,AvgDialog,Content,,我小心地用眼罩将眼睛遮挡起来。,So I covered it with an eye patch. It was the bad eye.
AvgDialog_18900_Content_48,afrp,avg章1新_AvgDialog_C_M.csv,929,AvgDialog,Content,,"好黑，好冷，就像在十二月的伊希斯河里泡了一夜那么冷。
我想爬起来，但全身发麻，根本没办法动弹。","Dark. Cold. Like drowning in the Aethis River in December.\nI wanted to get up, but couldn't."
AvgDialog_18900_Content_50,afrs,avg章1新_AvgDialog_C_M.csv,931,AvgDialog,Content,,"医生把什么东西塞进了我的眼睛里，然后，然后，我看见了颜色。
像小麦克打翻的调色盘一样，混在一起的颜色。","Doctor stuffed something in my eye, and then I saw colors.\nColors blending together, like Little Mac's spilled palette."
AvgDialog_18900_Content_61,afrE,avg章1新_AvgDialog_C_M.csv,942,AvgDialog,Content,悠远的声音,"这不重要，孩子。
来，跟随我的节奏，我们一起抵抗<Yellow:异物>的控制。","Who I am doesn't matter.\nNow, follow my pace. Together we'll resist the control of that <Yellow:foreign thing>."
AvgDialog_18900_Content_64,afrH,avg章1新_AvgDialog_C_M.csv,945,AvgDialog,Content,米勒博士,"能看见@2的眼睛，简直就是最好的素材。
要不是这个小子总挡着，早就该拿来做实验了。",An eye that can see @2... This is the best research subject I've ever found.\nI would have sourced her for experiments long ago if not for that stupid boy.
AvgDialog_18900_Content_71,afrP,avg章1新_AvgDialog_C_M.csv,952,AvgDialog,Content,,"他们将一把椅子推到了我的面前。
被束缚在椅子上的，是我最好的朋友——",They brought a chair.\nTied to it was my best friend...
AvgDialog_18900_Content_76,afrU,avg章1新_AvgDialog_C_M.csv,957,AvgDialog,Content,,"提尤格哭喊，挣扎，但无济于事。
他的动作逐渐僵硬，像跑不动的时针一样慢慢停了下来。","T'yog cried and struggled, but it didn't help.\nHe moved slower and slower, like a broken clock."
AvgDialog_18894_Content_9,afns,avg章1新_AvgDialog_C_M.csv,971,AvgDialog,Content,艾继丝,"莎拉小姐，一定也已经发现了什么吧？
所以她那么急切、那么急切地想让医生治好我。","Miss Sarah must have noticed something, I guess?\nThat's why she's so desperate, so eager to have the doctor cure me."
AvgDialog_18894_Content_11,afni,avg章1新_AvgDialog_C_M.csv,973,AvgDialog,Content,艾继丝,"我不想看见莎拉小姐、小麦克、詹金、你们……
我认识的每个人，一个个变成像提尤格那样，不会动的石头。","I won't let Miss Sarah, Little Mac, Jenkin, or any of you...\nI won't let people I know turn into motionless stones like T'yog."
AvgDialog_18913_Content_2,afBv,avg章1新_AvgDialog_C_M.csv,983,AvgDialog,Content,艾继丝,"别这样，求求你……
我知道……","Please, don't do this...\nI know..."
AvgDialog_18913_Content_12,afBn,avg章1新_AvgDialog_C_M.csv,993,AvgDialog,Content,,"奥吉尔扭头看向仍在坚持的守密人和拉蒙娜。
他们的体表，正在渗出异色的汗水——那不是汗水，是细密的糖浆。","Ogier turns to the struggling Keeper and Ramona.\nTheir bodies exude sweat in strange colors—not sweat, but fine syrup."
AvgDialog_18913_Content_17,afBs,avg章1新_AvgDialog_C_M.csv,998,AvgDialog,Content,艾继丝,"奥吉尔，你不是骑士吗？那你应该明白的。
即使我留下来，也注定是被骑士审判的罪人。","Ogier, aren't you a knight? Then you understand.\nIf I stay, I'm a criminal awaiting the knights' judgement."
AvgDialog_18896_Content_2,afof,avg章1新_AvgDialog_C_M.csv,1008,AvgDialog,Content,神秘声音,"放弃吧，闭上眼，一切都交给我。
莎拉，小麦克……济贫院的所有人都会成为美，成为永恒。","Just give in. Close your eyes, and leave everything to me.\nSarah, little Mac... everyone at the workhouse will become beautiful and eternal."
AvgDialog_18897_Content_5,afov,avg章1新_AvgDialog_C_M.csv,1019,AvgDialog,Content,艾继丝,"因为我……已经不是一个人了……
我会……相信他们！",Because I... am no longer alone...\nI... trust them!
AvgDialog_18897_Content_6,afow,avg章1新_AvgDialog_C_M.csv,1020,AvgDialog,Content,艾继丝,"%player%%brotherorsister1%、拉蒙娜姐姐、奥吉尔……
他们和济贫院里的人不一样，他们很强大，一定可以消灭……","{Male=Mr.,Female=Miss} %player%, Miss Ramona, Ogier...\nThey are different. They are strong, and will eliminate..."
AvgDialog_18897_Content_8,afoy,avg章1新_AvgDialog_C_M.csv,1022,AvgDialog,Content,神秘声音,"消灭我……？他们连我在那里都找不到吧？
毕竟，连你都不知道我的所在。","Eliminate me...? They can't even find where I am, can they?\nAfter all, even you don't know where I am."
AvgDialog_18912_Content_12,afAa,avg章1新_AvgDialog_C_M.csv,1040,AvgDialog,Content,朵尔,"精神力透支了吧？总是乱来的话，你可见证不到弥萨格的未来。
坐下休息吧，精神力透支会影响你的感知能力。",Have you overused your mental power? You won't live long enough to witness Mythag's future like that.\nSit down and rest. Overusing your mental power will affect your perception ability.
AvgDialog_18912_Content_14,afAc,avg章1新_AvgDialog_C_M.csv,1042,AvgDialog,Content,,"液体蒸发一般的声音逐渐减弱，不一会儿就彻底消散。
沾染了黑色黏液的地板上，女孩捂着单眼，静静地坐着。","The sound of evaporating liquid weakens and vanishes.\nOn the slime-stained floor, the girl sits quietly, covering one eye."
AvgDialog_18912_Content_15,afAd,avg章1新_AvgDialog_C_M.csv,1043,AvgDialog,Content,艾继丝,"拉蒙娜小姐……还有……%player%%sirormadam%。
你们没事真是太好了。","Miss Ramona... and... {Male=Mr.,Female=Miss} %player%.\nI'm so glad you're all right."
