Key,ShortKey,Source,Row,Module,Field,Role,CN,TH
Stage_7795_Name,aUYc,g关卡_Stage_A.csv,530,Stage,Name,,混沌集群Ⅳ,กลุ่มก้อนแห่งความโกลาหล IV
Stage_7795_Desc,aUYb,g关卡_Stage_A.csv,530,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น
Stage_7651_Name,aUBq,g关卡_Stage_A.csv,531,Stage,Name,,混沌集群Ⅴ,กลุ่มก้อนแห่งความโกลาหล V
Stage_7651_Desc,aUBp,g关卡_Stage_A.csv,531,Stage,Desc,,一堆粗鲁的、未消化的物质。人们称其为排泄物，或是混沌。 \n世界从排泄物中诞生。,กองสสารหยาบกร้านที่ยังไม่ถูกย่อยสลาย ผู้คนเรียกมันว่าของเสียหรือความโกลาหล\nโลกถือกำเนิดจากของเสียนั้น
,,,—,,,,,
FeatureUnlock_16998_FeatureName,aCog,g功能解锁_FeatureUnlock_A.csv,61,FeatureUnlock,FeatureName,,波纳佩之墟,ซากปรักหักพังของโปนเป
FeatureUnlock_16998_LockTip,aCoh,g功能解锁_FeatureUnlock_A.csv,61,FeatureUnlock,LockTip,,调查等级 20 级 解锁,การปลดล็อกระดับการสืบสวน 20
StageGroup_15891_Name,aQZm,g关卡组_StageGroup_A.csv,51,StageGroup,Name,,波纳佩之墟,ซากปรักหักพังของโปนเป
StageGroup_15891_Desc,aQZl,g关卡组_StageGroup_A.csv,51,StageGroup,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน
StageGroup_15891_TypeText,aQZo,g关卡组_StageGroup_A.csv,51,StageGroup,TypeText,,波纳佩之墟,ซากปรักหักพังของโปนเป
StageGroup_15891_StageGroupRewardDescription,aQZn,g关卡组_StageGroup_A.csv,51,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>
Stage_8009_Name,aVms,g关卡_Stage_A.csv,532,Stage,Name,,波纳佩之墟Ⅰ,ซากปรักหักพังของโปนเป I
Stage_8009_Desc,aVmr,g关卡_Stage_A.csv,532,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน
Stage_7932_Name,aVhP,g关卡_Stage_A.csv,533,Stage,Name,,波纳佩之墟Ⅱ,ซากปรักหักพังของโปนเป II
Stage_7932_Desc,aVhO,g关卡_Stage_A.csv,533,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน
Stage_8141_Name,aVtP,g关卡_Stage_A.csv,534,Stage,Name,,波纳佩之墟Ⅲ,ซากปรักหักพังของโปนเป III
Stage_8141_Desc,aVtO,g关卡_Stage_A.csv,534,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน
Stage_7918_Name,aVgZ,g关卡_Stage_A.csv,535,Stage,Name,,波纳佩之墟Ⅳ,ซากปรักหักพังของโปนเป IV
Stage_7918_Desc,aVgY,g关卡_Stage_A.csv,535,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน
Stage_7948_Name,aViL,g关卡_Stage_A.csv,536,Stage,Name,,波纳佩之墟Ⅴ,ซากปรักหักพังของโปนเป V
Stage_7948_Desc,aViK,g关卡_Stage_A.csv,536,Stage,Desc,,这里沉睡着一座古老城市的废墟。\n它和它的主人一样嗜睡。,นี่คือที่ที่ซากปรักหักพังของนครโบราณที่ยังคงหลับใหล\nมันหลับใหลเฉกเช่นเดียวกับเจ้านายของมัน
,,,—,,,,,
FeatureUnlock_16988_FeatureName,aCnC,g功能解锁_FeatureUnlock_A.csv,62,FeatureUnlock,FeatureName,,蠕虫之所,รังหนอน
FeatureUnlock_16988_LockTip,aCnD,g功能解锁_FeatureUnlock_A.csv,62,FeatureUnlock,LockTip,,调查等级 20 级 解锁,การปลดล็อกระดับการสืบสวน 20
StageGroup_15893_Name,aQZu,g关卡组_StageGroup_A.csv,52,StageGroup,Name,,蠕虫之所,รังหนอน
StageGroup_15893_Desc,aQZt,g关卡组_StageGroup_A.csv,52,StageGroup,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต
StageGroup_15893_TypeText,aQZw,g关卡组_StageGroup_A.csv,52,StageGroup,TypeText,,蠕虫之所,รังหนอน
StageGroup_15893_StageGroupRewardDescription,aQZv,g关卡组_StageGroup_A.csv,52,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>
Stage_8049_Name,aVoI,g关卡_Stage_A.csv,537,Stage,Name,,蠕虫之所Ⅰ,รังหนอน I
Stage_8049_Desc,aVoH,g关卡_Stage_A.csv,537,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต
Stage_7931_Name,aVhM,g关卡_Stage_A.csv,538,Stage,Name,,蠕虫之所Ⅱ,รังหนอน II
Stage_7931_Desc,aVhL,g关卡_Stage_A.csv,538,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต
Stage_7724_Name,aUTX,g关卡_Stage_A.csv,539,Stage,Name,,蠕虫之所Ⅲ,รังหนอน III
Stage_7724_Desc,aUTW,g关卡_Stage_A.csv,539,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต
Stage_8179_Name,aVvZ,g关卡_Stage_A.csv,540,Stage,Name,,蠕虫之所Ⅳ,รังหนอน IV
Stage_8179_Desc,aVvY,g关卡_Stage_A.csv,540,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต
Stage_7836_Name,aVch,g关卡_Stage_A.csv,541,Stage,Name,,蠕虫之所Ⅴ,รังหนอน V
Stage_7836_Desc,aVcg,g关卡_Stage_A.csv,541,Stage,Desc,,祂的国度是宇宙躯壳，祂的欲望无边无际。,อาณาจักรของพระองค์คือเปลือกแห่งจักรวาล และความปรารถนาของพระองค์นั้นไร้ซึ่งขอบเขต
,,,—,,,,,
FeatureUnlock_17004_FeatureName,aCoy,g功能解锁_FeatureUnlock_A.csv,63,FeatureUnlock,FeatureName,,史瓦西喉,คอหอยชวาทซ์ชิลท์
FeatureUnlock_17004_LockTip,aCoz,g功能解锁_FeatureUnlock_A.csv,63,FeatureUnlock,LockTip,,调查等级 20 级 解锁,การปลดล็อกระดับการสืบสวน 20
StageGroup_15903_Name,aRai,g关卡组_StageGroup_A.csv,53,StageGroup,Name,,史瓦西喉,คอหอยชวาทซ์ชิลท์
StageGroup_15903_Desc,aRah,g关卡组_StageGroup_A.csv,53,StageGroup,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง
StageGroup_15903_TypeText,aRak,g关卡组_StageGroup_A.csv,53,StageGroup,TypeText,,史瓦西喉,คอหอยชวาทซ์ชิลท์
StageGroup_15903_StageGroupRewardDescription,aRaj,g关卡组_StageGroup_A.csv,53,StageGroup,StageGroupRewardDescription,,<Black:技能素材>,<Black:วัสดุอัปเกรดสกิล>
Stage_7946_Name,aViF,g关卡_Stage_A.csv,542,Stage,Name,,史瓦西喉Ⅰ,คอหอยชวาทซ์ชิลท์ I
Stage_7946_Desc,aViE,g关卡_Stage_A.csv,542,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง
Stage_8011_Name,aVmy,g关卡_Stage_A.csv,543,Stage,Name,,史瓦西喉Ⅱ,คอหอยชวาทซ์ชิลท์ II
Stage_8011_Desc,aVmx,g关卡_Stage_A.csv,543,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง
Stage_7665_Name,aUCg,g关卡_Stage_A.csv,544,Stage,Name,,史瓦西喉Ⅲ,คอหอยชวาทซ์ชิลท์ III
Stage_7665_Desc,aUCf,g关卡_Stage_A.csv,544,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง
Stage_8162_Name,aVva,g关卡_Stage_A.csv,545,Stage,Name,,史瓦西喉Ⅳ,คอหอยชวาทซ์ชิลท์ IV
Stage_8162_Desc,aVuZ,g关卡_Stage_A.csv,545,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง
Stage_8012_Name,aVmB,g关卡_Stage_A.csv,546,Stage,Name,,史瓦西喉Ⅴ,คอหอยชวาทซ์ชิลท์ V
Stage_8012_Desc,aVmA,g关卡_Stage_A.csv,546,Stage,Desc,,潜藏在宇宙深处的弯曲视界。 \n它能带你从黑暗抵达另一处黑暗。,ขอบฟ้าโค้งงอที่ซ่อนเร้นอยู่ในห้วงลึกของจักรวาล\nมันนำพาเราจากความมืดหนึ่งไปสู่อีกฟากของความมืดหนึ่ง
,,,\,,,,,
Task_118877_Desc,bJHj,r任务_Task_A.csv,6215,Task,Desc,,制剂淬炼,ขัดเกลาตำรับยา
Task_121273_Desc,bKFN,r任务_Task_A.csv,6216,Task,Desc,,在「制剂淬炼Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา I"""
Task_121298_Desc,bKGm,r任务_Task_A.csv,6217,Task,Desc,,在「制剂淬炼Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา II"""
Task_121302_Desc,bKGq,r任务_Task_A.csv,6218,Task,Desc,,在「制剂淬炼Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา III"""
Task_121278_Desc,bKFS,r任务_Task_A.csv,6219,Task,Desc,,在「制剂淬炼Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา IV"""
Task_121296_Desc,bKGk,r任务_Task_A.csv,6220,Task,Desc,,在「制剂淬炼Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ขัดเกลาตำรับยา V"""
Task_118842_Desc,bJGJ,r任务_Task_A.csv,6221,Task,Desc,,金券搜查,เสาะหาคูปองกุหลาบทองคำ
Task_121238_Desc,bKFe,r任务_Task_A.csv,6222,Task,Desc,,在「金券搜查Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ I"""
Task_121295_Desc,bKGj,r任务_Task_A.csv,6223,Task,Desc,,在「金券搜查Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ II"""
Task_121321_Desc,bKGJ,r任务_Task_A.csv,6224,Task,Desc,,在「金券搜查Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ III"""
Task_121271_Desc,bKFL,r任务_Task_A.csv,6225,Task,Desc,,在「金券搜查Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ IV"""
Task_121300_Desc,bKGo,r任务_Task_A.csv,6226,Task,Desc,,在「金券搜查Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เสาะหาคูปองกุหลาบทองคำ V"""
Task_118826_Desc,bJGv,r任务_Task_A.csv,6227,Task,Desc,,浑浊残像,เงาตกค้างไร้ระเบียบ
Task_121325_Desc,bKGN,r任务_Task_A.csv,6228,Task,Desc,,在「浑浊残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ I"""
Task_121310_Desc,bKGy,r任务_Task_A.csv,6229,Task,Desc,,在「浑浊残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ II"""
Task_121283_Desc,bKFX,r任务_Task_A.csv,6230,Task,Desc,,在「浑浊残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ III"""
Task_121252_Desc,bKFs,r任务_Task_A.csv,6231,Task,Desc,,在「浑浊残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ IV"""
Task_121315_Desc,bKGD,r任务_Task_A.csv,6232,Task,Desc,,在「浑浊残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ V"""
Task_118835_Desc,bJGD,r任务_Task_A.csv,6233,Task,Desc,,海渊残像,เงาตกค้างก้นสมุทร
Task_121265_Desc,bKFF,r任务_Task_A.csv,6234,Task,Desc,,在「海渊残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร I"""
Task_121307_Desc,bKGv,r任务_Task_A.csv,6235,Task,Desc,,在「海渊残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร II"""
Task_121272_Desc,bKFM,r任务_Task_A.csv,6236,Task,Desc,,在「海渊残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร III"""
Task_121268_Desc,bKFI,r任务_Task_A.csv,6237,Task,Desc,,在「海渊残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างก้นสมุทร IV"""
Task_121244_Desc,bKFk,r任务_Task_A.csv,6238,Task,Desc,,在「海渊残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างไร้ระเบียบ V"""
Task_118852_Desc,bJGR,r任务_Task_A.csv,6239,Task,Desc,,器质残像,เงาตกค้างแห่งกายา
Task_121290_Desc,bKGe,r任务_Task_A.csv,6240,Task,Desc,,在「器质残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา I"""
Task_121249_Desc,bKFp,r任务_Task_A.csv,6241,Task,Desc,,在「器质残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา II"""
Task_121235_Desc,bKFb,r任务_Task_A.csv,6242,Task,Desc,,在「器质残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา III"""
Task_121289_Desc,bKGd,r任务_Task_A.csv,6243,Task,Desc,,在「器质残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา IV"""
Task_121280_Desc,bKFU,r任务_Task_A.csv,6244,Task,Desc,,在「器质残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างแห่งกายา V"""
Task_118917_Desc,bJHN,r任务_Task_A.csv,6245,Task,Desc,,维度残像,เงาตกค้างห้วงมิติ
Task_121245_Desc,bKFl,r任务_Task_A.csv,6246,Task,Desc,,在「维度残像Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ I"""
Task_121251_Desc,bKFr,r任务_Task_A.csv,6247,Task,Desc,,在「维度残像Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ II"""
Task_121270_Desc,bKFK,r任务_Task_A.csv,6248,Task,Desc,,在「维度残像Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ III"""
Task_121314_Desc,bKGC,r任务_Task_A.csv,6249,Task,Desc,,在「维度残像Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ IV"""
Task_121311_Desc,bKGz,r任务_Task_A.csv,6250,Task,Desc,,在「维度残像Ⅴ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""เงาตกค้างห้วงมิติ V"""
Task_118879_Desc,bJHl,r任务_Task_A.csv,6251,Task,Desc,,混沌集群,กลุ่มก้อนแห่งความโกลาหล
Task_121255_Desc,bKFv,r任务_Task_A.csv,6252,Task,Desc,,在「混沌集群Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล I"""
Task_121263_Desc,bKFD,r任务_Task_A.csv,6253,Task,Desc,,在「混沌集群Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล II"""
Task_121304_Desc,bKGs,r任务_Task_A.csv,6254,Task,Desc,,在「混沌集群Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล III"""
Task_121240_Desc,bKFg,r任务_Task_A.csv,6255,Task,Desc,,在「混沌集群Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""กลุ่มก้อนแห่งความโกลาหล IV"""
Task_118907_Desc,bJHE,r任务_Task_A.csv,6256,Task,Desc,,波纳佩之墟,ซากปรักหักพังของโปนเป
Task_121309_Desc,bKGx,r任务_Task_A.csv,6257,Task,Desc,,在「波纳佩之墟Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป I"""
Task_121248_Desc,bKFo,r任务_Task_A.csv,6258,Task,Desc,,在「波纳佩之墟Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป II"""
Task_121287_Desc,bKGb,r任务_Task_A.csv,6259,Task,Desc,,在「波纳佩之墟Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป III"""
Task_121303_Desc,bKGr,r任务_Task_A.csv,6260,Task,Desc,,在「波纳佩之墟Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""ซากปรักหักพังของโปนเป IV"""
Task_118873_Desc,bJHg,r任务_Task_A.csv,6261,Task,Desc,,蠕虫之所,รังหนอน
Task_121257_Desc,bKFx,r任务_Task_A.csv,6262,Task,Desc,,在「蠕虫之所Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน I"""
Task_121312_Desc,bKGA,r任务_Task_A.csv,6263,Task,Desc,,在「蠕虫之所Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน II"""
Task_121306_Desc,bKGu,r任务_Task_A.csv,6264,Task,Desc,,在「蠕虫之所Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน III"""
Task_121308_Desc,bKGw,r任务_Task_A.csv,6265,Task,Desc,,在「蠕虫之所Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""รังหนอน IV"""
Task_118871_Desc,bJHf,r任务_Task_A.csv,6266,Task,Desc,,史瓦西喉,คอหอยชวาทซ์ชิลท์
Task_121326_Desc,bKGO,r任务_Task_A.csv,6267,Task,Desc,,在「史瓦西喉Ⅰ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""คอหอยชวาทซ์ชิลท์ I"""
Task_121299_Desc,bKGn,r任务_Task_A.csv,6268,Task,Desc,,在「史瓦西喉Ⅱ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""คอหอยชวาทซ์ชิลท์ II"""
Task_121293_Desc,bKGh,r任务_Task_A.csv,6269,Task,Desc,,在「史瓦西喉Ⅲ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""คอหอยชวาทซ์ชิลท์ III"""
Task_121269_Desc,bKFJ,r任务_Task_A.csv,6270,Task,Desc,,在「史瓦西喉Ⅳ」中获得三星评分,"ได้รับคะแนน 3 ดาวใน ""คอหอยชวาทซ์ชิลท์ IV"""
