Key,ShortKey,Source,Row,Module,Field,Character,CN,EN,RU,ES,JP,KR,FR,DE,PT,TH,IN,VI
AvgCommunicate_96410_Content_1,bAnt,avg通讯器聊天表_AvgCommunicate_A_M.csv,2944,AvgCommunicate,Content,杜勒赛因,守密人阁下。,"{Male=Mr.,Female=Miss} Keeper.",,,,,,"{Male=Herr, Female=Frau} Keeper.",,,,
AvgCommunicate_96410_Content_2,bAnz,avg通讯器聊天表_AvgCommunicate_A_M.csv,2945,AvgCommunicate,Content,杜勒赛因,祭灵节将至，我决定亲自下厨犒劳臣民。,"Soulsfeast is approaching, and I have decided to personally prepare a meal to reward my subjects.",,,,,,"Das Seelenfest rückt näher, und ich habe beschlossen, persönlich ein Mahl zuzubereiten, um meine Untertanen zu belohnen.",,,,
AvgCommunicate_96410_Content_3,bAnA,avg通讯器聊天表_AvgCommunicate_A_M.csv,2946,AvgCommunicate,Content,杜勒赛因,为了确定一同进食的名额，我想要组织一场抽选大会。但是……,"To determine the spots for dining together, I want to hold a lottery event. But...",,,,,,"Um die Plätze für das gemeinsame Essen zu bestimmen, möchte ich eine Verlosung veranstalten. Aber...",,,,
AvgCommunicate_96410_Option_4,bAnJ,avg通讯器聊天表_AvgCommunicate_A_M.csv,2947,AvgCommunicate,Option,玩家,原来不是来邀请我用餐的，太好了。,So it's not an invitation to join him for a meal. Great.,,,,,,"Es ist also keine Einladung, ihn zu einem Essen zu begleiten. Prima.",,,,
AvgCommunicate_96410_Content_4,bAnB,avg通讯器聊天表_AvgCommunicate_A_M.csv,2947,AvgCommunicate,Content,玩家,出什么问题了？,What's wrong?,,,,,,Was ist los?,,,,
AvgCommunicate_96410_Option_5,bAnK,avg通讯器聊天表_AvgCommunicate_A_M.csv,2948,AvgCommunicate,Option,玩家,看样子他需要我的帮助。,Looks like he could use my help.,,,,,,"Sieht so aus, als könnte er meine Hilfe gebrauchen.",,,,
AvgCommunicate_96410_Content_5,bAnC,avg通讯器聊天表_AvgCommunicate_A_M.csv,2948,AvgCommunicate,Content,玩家,需要我帮忙吗？,Need my help?,,,,,,Brauchst du meine Hilfe?,,,,
AvgCommunicate_96410_Content_6,bAnD,avg通讯器聊天表_AvgCommunicate_A_M.csv,2949,AvgCommunicate,Content,杜勒赛因,场面过于火爆，结果有部分臣民趁乱抢占了绝大部分名额。,"The situation became too chaotic, and as a result, some citizens took advantage of the disorder to seize most of the available spots.",,,,,,"Die Situation wurde zu chaotisch, und infolgedessen nutzten einige Bürger die Unordnung aus, um sich die meisten verfügbaren Plätze zu sichern.",,,,
AvgCommunicate_96410_Content_7,bAnE,avg通讯器聊天表_AvgCommunicate_A_M.csv,2950,AvgCommunicate,Content,杜勒赛因,名额在集市上被哄炒出高价……,The quota was resold at a premium in the black market...,,,,,,Die Plätze wurden auf dem Schwarzmarkt zu exorbitanten Preisen weiterverkauft...,,,,
AvgCommunicate_96410_Content_8,bAnF,avg通讯器聊天表_AvgCommunicate_A_M.csv,2951,AvgCommunicate,Content,杜勒赛因,我当然理解臣民们对我的爱戴。但是进食本该是艺术的享受，恩赏不应成为牟利的手段。,"Naturally, I am moved by my subjects' devotion. But dining should remain an artistic indulgence—favors ought never be reduced to mere commerce...",,,,,,Natürlich bin ich von der Hingabe meiner Untertanen bewegt. Aber Essen sollte ein künstlerischer Genuss bleiben – Belohnungen sollten nicht als Mittel zur Bereicherung missbraucht werden...,,,,
AvgCommunicate_96410_Option_9,bAnL,avg通讯器聊天表_AvgCommunicate_A_M.csv,2952,AvgCommunicate,Option,玩家,原来如此。,I see.,,,,,,Ach so.,,,,
AvgCommunicate_96410_Content_9,bAnG,avg通讯器聊天表_AvgCommunicate_A_M.csv,2952,AvgCommunicate,Content,玩家,所以你希望我做什么？,So what would you like me to do?,,,,,,"Also, was soll ich denn tun?",,,,
AvgCommunicate_96410_Content_10,bAnu,avg通讯器聊天表_AvgCommunicate_A_M.csv,2953,AvgCommunicate,Content,杜勒赛因,可以劳烦阁下抽空去集市探知情况吗？我的身份并不方便。,"{Male=Mr., Female=Miss} Keeper, might I trouble you to survey the market on my behalf? My current status makes it rather... inconvenient, to go there myself.",,,,,,"{Male=Herr, Female=Frau} Keeper, könnte ich Sie bitten, für mich den Markt zu erkunden? Aufgrund meiner derzeitigen Lage ist es für mich ziemlich... ungünstig, selbst dorthin zu gehen.",,,,
AvgCommunicate_96410_Content_11,bAnv,avg通讯器聊天表_AvgCommunicate_A_M.csv,2954,AvgCommunicate,Content,杜勒赛因,作为报答，我将为你单独制作一道我刚刚独创出的菜肴……,"As a gesture of appreciation, I would be delighted to offer you my latest specialty course...",,,,,,Als Zeichen meiner Wertschätzung würde ich Ihnen gerne mein Spezialgericht anbieten...,,,,
AvgCommunicate_96410_Option_12,bAnH,avg通讯器聊天表_AvgCommunicate_A_M.csv,2955,AvgCommunicate,Option,玩家,这是报答还是惩罚？,Is this a reward or a punishment?,,,,,,Ist das eine Belohnung oder eine Strafe?,,,,
AvgCommunicate_96410_Content_12,bAnw,avg通讯器聊天表_AvgCommunicate_A_M.csv,2955,AvgCommunicate,Content,玩家,报答就不必了……我很乐意帮忙。,No need for repayment... I'm happy to help.,,,,,,Eine Rückzahlung ist nicht erforderlich... Ich helfe gerne.,,,,
AvgCommunicate_96410_Option_13,bAnI,avg通讯器聊天表_AvgCommunicate_A_M.csv,2956,AvgCommunicate,Option,玩家,……,...,,,,,,...,,,,
AvgCommunicate_96410_Content_13,bAnx,avg通讯器聊天表_AvgCommunicate_A_M.csv,2956,AvgCommunicate,Content,玩家,报答就不必了……我很乐意帮忙。,No need for repayment... I'm happy to help.,,,,,,Eine Rückzahlung ist nicht erforderlich... Ich helfe gerne.,,,,
AvgCommunicate_96410_Content_14,bAny,avg通讯器聊天表_AvgCommunicate_A_M.csv,2957,AvgCommunicate,Content,杜勒赛因,感谢你，守密人阁下。,"Thank you, {Male=Mr.,Female=Miss} Keeper.",,,,,,"Vielen Dank, {Male=Herr, Female=Frau} Keeper.",,,,
