Key,ShortKey,Source,Row,Module,Field,Role,CN,JP,,,,,,,,,,,,,,
AwakerPotency_13177_PotencyDesc,asSC,h唤醒体启灵_AwakerPotency_A.csv,25,AwakerPotency,PotencyDesc,法洛思,回合结束时，每有 1 张手牌，触发所有敌人 3% 的中毒，并获得 3 点狂气。,ターン終了時、手札1枚につき、すべての敵の毒を3%発動し、3狂気を獲得。,,,,,,,,,,,,,,
AwakerPotency_13255_PotencyDesc,asVC,h唤醒体启灵_AwakerPotency_A.csv,29,AwakerPotency,PotencyDesc,法洛思,手牌上限+2，回合结束时选择 1 张手牌获得保留并使其算力消耗 -1，持续 3 回合。,手札の上限+2。ターン終了時、手札から1枚を選択して保持し、行動力消費を1減少させる。3ターン持続。,,,,,,,,,,,,,,
AwakerPotency_13361_PotencyName,asZH,h唤醒体启灵_AwakerPotency_A.csv,37,AwakerPotency,PotencyName,法洛思,终至光辉彼岸,光り輝く彼岸へ,,,,,,,,,,,,,,
AwakerPotency_13361_PotencyDesc,asZG,h唤醒体启灵_AwakerPotency_A.csv,37,AwakerPotency,PotencyDesc,法洛思,灵知觉醒「湮塞的执念」获得强化，法洛思打出卡牌后使本回合触腕造成等同于伤害 3% 的中毒，最多生效 3 次。,霊知覚醒「崩壊の執念」が強化され、ファロスのカードを使用した後、このターンに触腕ダメージを与えた場合、3%の毒を付与する。最大3回まで。,,,,,,,,,,,,,,
AwakerPotency_13181_PotencyDesc,asSK,h唤醒体启灵_AwakerPotency_A.csv,38,AwakerPotency,PotencyDesc,莉莉,当前生命低于 50% 时，「黑沼禁域」额外获得 1 次护盾，造成的中毒翻倍。,ライフが50%未満の場合、「黒沼禁域」は追加でシールドを1回獲得し、付与する毒が2倍になる。,,,,,,,,,,,,,,
AwakerPotency_13689_PotencyDesc,atme,h唤醒体启灵_AwakerPotency_A.csv,39,AwakerPotency,PotencyDesc,莉莉,「报偿打击」预备 1 升级为预备 2，基础伤害和暴击率提高 20%。,「返しの一撃」の「準備1」が「準備2」にアップグレードされ、基礎ダメージとクリティカル率が20%増加する。,,,,,,,,,,,,,,
AwakerPotency_13221_PotencyDesc,asUm,h唤醒体启灵_AwakerPotency_A.csv,40,AwakerPotency,PotencyDesc,莉莉,回合开始时获得 10% 最大生命的忍耐。「淤泥上的不灭之花」和「报偿打击」仅移除一半忍耐。,ターン開始時、最大ライフの10%の忍耐を獲得する。「泥に咲く不滅の花」と「返しの一撃」は忍耐の半分を消費する。,,,,,,,,,,,,,,
AwakerPotency_13349_PotencyDesc,asZi,h唤醒体启灵_AwakerPotency_A.csv,44,AwakerPotency,PotencyDesc,莉莉,本场战斗内忍耐上限提高 100%，获得等同于最大生命的忍耐。将 2 张附加消耗的「报偿打击」置入手中。,この戦闘中、忍耐の上限が100%増加し、最大ライフと同量の忍耐を獲得する。追加で「除外」が付与された「返しの一撃」を2枚手札に追加する。,,,,,,,,,,,,,,
AwakerPotency_13579_PotencyName,athX,h唤醒体启灵_AwakerPotency_A.csv,52,AwakerPotency,PotencyName,莉莉,无欲的百合,穢れなき百合,,,,,,,,,,,,,,
AwakerPotency_13579_PotencyDesc,athW,h唤醒体启灵_AwakerPotency_A.csv,52,AwakerPotency,PotencyDesc,莉莉,灵知觉醒「黏液汇集」获得强化，狂气爆发使本回合每受到 1 次攻击就使下次「报偿打击」消耗忍耐的效果提高 40%，最多叠加 5 层。,霊知覚醒「粘液の集まり」が強化され、狂気解放を発動後、このターンに攻撃を1回受けるたび、次に使用する「返しの一撃」の消費する忍耐が40％増加する。最大5回まで累積可能。,,,,,,,,,,,,,,
AwakerPotency_13182_PotencyDesc,asSM,h唤醒体启灵_AwakerPotency_A.csv,53,AwakerPotency,PotencyDesc,诺缔拉,「基础打击」获得等同于 [Arg1]% 攻击力的反击。,「攻撃」は攻撃力の[Arg1]%の反撃を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13711_PotencyDesc,atmW,h唤醒体启灵_AwakerPotency_A.csv,54,AwakerPotency,PotencyDesc,诺缔拉,「高热区禁入」获得预备1。,「高温注意」は「準備1」を獲得。,,,,,,,,,,,,,,
AwakerPotency_13058_PotencyDesc,asNY,h唤醒体启灵_AwakerPotency_A.csv,55,AwakerPotency,PotencyDesc,诺缔拉,「整装待发」造成的固定伤害提高 50%，释放后自身免疫脆弱、虚弱、易伤 1 回合。,「準備完了」は、与える固定ダメージが50%増加する。発動後、1ターンの間、脆弱・虚弱・易傷を無効化する。,,,,,,,,,,,,,,
AwakerPotency_13471_PotencyDesc,atdQ,h唤醒体启灵_AwakerPotency_A.csv,59,AwakerPotency,PotencyDesc,诺缔拉,提高当前护盾 50% 的效果变为无视护盾上限，对所有敌人造成的固定伤害提高为反击的 500%。,シールド上限を無視して、現在のシールドを50%増加させる。すべての敵に反撃の500%の固定ダメージを与える。,,,,,,,,,,,,,,
AwakerPotency_13587_PotencyName,atin,h唤醒体启灵_AwakerPotency_A.csv,67,AwakerPotency,PotencyName,诺缔拉,王牌机械师,一流の整備士,,,,,,,,,,,,,,
AwakerPotency_13587_PotencyDesc,atim,h唤醒体启灵_AwakerPotency_A.csv,67,AwakerPotency,PotencyDesc,诺缔拉,灵知觉醒「维修大师」获得强化，所有唤醒体固定反击提高 25%。,霊知覚醒「修繕の達人」が強化され、すべての覚醒体が与える固定反撃が25%増加する。,,,,,,,,,,,,,,
AwakerPotency_13601_PotencyDesc,atiO,h唤醒体启灵_AwakerPotency_A.csv,68,AwakerPotency,PotencyDesc,莱克,「意外收获」若暴击还会使选择的卡牌算力消耗额外降低 1。「摊牌时刻」每次暴击莱克都会额外获得 3 点狂气。,「思わぬ収穫」は、クリティカルが発生した場合、選択したカードの行動力消費を追加で1減少させる。「決戦の瞬間」は、クリティカルが発生するたび、ライカーが3狂気を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13152_PotencyDesc,asRE,h唤醒体启灵_AwakerPotency_A.csv,69,AwakerPotency,PotencyDesc,莱克,探索开始时获得 15 黑印，莱克每有 1% 黑印掉落就使获得量提高 1%，且会增加「赢家通吃」进度。,探索開始後、15黒章を獲得する。ライカーの黒章ドロップ率1%ごとに獲得量が1%増加し、「勝者総取り」の効果も増加する。,,,,,,,,,,,,,,
AwakerPotency_13584_PotencyDesc,atig,h唤醒体启灵_AwakerPotency_A.csv,70,AwakerPotency,PotencyDesc,莱克,每消耗 1 点黑印，就使「肆意豪赌」的基础伤害在本次探索中提高 0.5%。莱克的「基础打击」和「基础防御」若算力不足时可消耗 3 黑印打出并生效 2 次。,1黒章を消費するたび、「オールイン」の基礎ダメージがこの探索中0.5%増加する。ライカーの「攻撃」と「防御」は、行動力が不足している場合、3黒章を消費して2回発動可能。,,,,,,,,,,,,,,
AwakerPotency_13606_PotencyDesc,atiW,h唤醒体启灵_AwakerPotency_A.csv,74,AwakerPotency,PotencyDesc,莱克,「肆意豪赌」造成 3 次伤害，使抽到的卡牌算力消耗降低 1。,「オールイン」はダメージを3回与え、引いたカードの行動力消費を1減少させる。,,,,,,,,,,,,,,
AwakerPotency_13225_PotencyName,asUv,h唤醒体启灵_AwakerPotency_A.csv,82,AwakerPotency,PotencyName,莱克,大满贯,グランドスラム,,,,,,,,,,,,,,
AwakerPotency_13225_PotencyDesc,asUu,h唤醒体启灵_AwakerPotency_A.csv,82,AwakerPotency,PotencyDesc,莱克,灵知觉醒「绝佳运气」获得强化，立即额外获得或升级 1 次「混沌的遗赠」，并使莱克的所有六面骰变化为八面骰。,霊知覚醒「絶好の運」が強化され、即座に「混沌の遺志」を追加で1回獲得、またはアップグレードし、すべてのライカーの六面ダイスが八面ダイスに変化する。,,,,,,,,,,,,,,
AwakerPotency_13370_PotencyDesc,asZY,h唤醒体启灵_AwakerPotency_A.csv,83,AwakerPotency,PotencyDesc,尤乌哈希,「尖啸吧，血！」基础伤害和力量提高 30%。,「叫べ、血よ！」の基礎ダメージと力が30%増加する。,,,,,,,,,,,,,,
AwakerPotency_13142_PotencyDesc,asRk,h唤醒体启灵_AwakerPotency_A.csv,84,AwakerPotency,PotencyDesc,尤乌哈希,「沸腾吧，血！」基础伤害提高 33%，生命低于 25% 时，额外造成 2 次伤害。,「沸け、血よ！」の基礎ダメージが33%増加する。ライフが25%未満の場合、追加でダメージを2回与える。,,,,,,,,,,,,,,
AwakerPotency_13558_PotencyDesc,athg,h唤醒体启灵_AwakerPotency_A.csv,85,AwakerPotency,PotencyDesc,尤乌哈希,「血与沙的赞歌」每次吞噬力量加成额外提高 1 倍。,「血と砂の賛歌」は、捕食を発動するたび、追加で1倍の力ボーナスを獲得する。,,,,,,,,,,,,,,
AwakerPotency_13129_PotencyDesc,asQK,h唤醒体启灵_AwakerPotency_A.csv,89,AwakerPotency,PotencyDesc,尤乌哈希,将附加虚无和消耗的「尖啸吧，血！」填满手牌，本回合尤乌哈希伤害次数提高 1。,「虚無」と「消費」が付与された「叫べ、血よ！」を手札に上限まで追加し、このターンのユウハシュのダメージ回数が1増加する。,,,,,,,,,,,,,,
AwakerPotency_13098_PotencyName,asPB,h唤醒体启灵_AwakerPotency_A.csv,97,AwakerPotency,PotencyName,尤乌哈希,戾狂的赞歌,狂乱の賛歌,,,,,,,,,,,,,,
AwakerPotency_13098_PotencyDesc,asPA,h唤醒体启灵_AwakerPotency_A.csv,97,AwakerPotency,PotencyDesc,尤乌哈希,灵知觉醒「红祭礼」获得强化，尤乌哈希狂气爆发最终伤害提高 25%，生命低于 25% 时效果翻倍。,霊知覚醒「赤い儀式」が強化され、ユウハシュの狂気解放の最終ダメージが25%増加し、ライフが25%未満の場合、効果が2倍になる。,,,,,,,,,,,,,,
AwakerPotency_13566_PotencyDesc,athw,h唤醒体启灵_AwakerPotency_A.csv,98,AwakerPotency,PotencyDesc,菲茵特,「基础打击」造成 2 次伤害，获得 50% 伤害的临时反击。,「攻撃」はダメージを2回与え、50％の一時的な反撃を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13219_PotencyDesc,asUi,h唤醒体启灵_AwakerPotency_A.csv,99,AwakerPotency,PotencyDesc,菲茵特,「基础防御」获得的护盾提高 25%，获得与护盾等量的反击。,「防御」で獲得するシールドが25%増加し、シールドと同量の反撃を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13545_PotencyDesc,atgG,h唤醒体启灵_AwakerPotency_A.csv,100,AwakerPotency,PotencyDesc,菲茵特,每次触发死亡抵抗时，对前排敌人造成 100% 反击的固定伤害，本场战斗中每次触发死亡抵抗，就使固定伤害提高 25%。,死亡抵抗が発動するたび、前列の敵に反撃の100%の固定ダメージを与える。この戦闘中、死亡抵抗が発動するたびに固定ダメージが25%増加する。,,,,,,,,,,,,,,
AwakerPotency_13406_PotencyDesc,atbs,h唤醒体启灵_AwakerPotency_A.csv,104,AwakerPotency,PotencyDesc,菲茵特,使所有敌人临时降低等同于防御力 [Arg1]% 的力量（随星之摇篮等级提升而提升）。,すべての敵から防御力の[Arg1]%の力を一時的に減少させる（効果は「星のゆりかご」のレベルに応じて増加）。,,,,,,,,,,,,,,
AwakerPotency_13713_PotencyName,atnb,h唤醒体启灵_AwakerPotency_A.csv,112,AwakerPotency,PotencyName,菲茵特,永芜的枯萎虹彩,永遠に朽ちた虹彩,,,,,,,,,,,,,,
AwakerPotency_13713_PotencyDesc,atna,h唤醒体启灵_AwakerPotency_A.csv,112,AwakerPotency,PotencyDesc,菲茵特,灵知觉醒「无边星彩」获得强化，打出时立即永久偷取所有敌人等同于攻击力 20% 的力量。,霊知覚醒「無限の星空」が強化され、使用後、即座にすべての敵から攻撃力の20%の力を永久に奪う。,,,,,,,,,,,,,,
AwakerPotency_13231_PotencyDesc,asUG,h唤醒体启灵_AwakerPotency_A.csv,113,AwakerPotency,PotencyDesc,奥尔拉,「狂想诗篇」<VulnerabilityIconKeywords:易伤>全体敌方 1 回合，「哀恸诗篇」<WeaknessIconKeywords:虚弱>全体敌方 1 回合。,「狂想の詩篇」はすべての敵に1点の<VulnerabilityIconKeywords:易傷>を付与し、「哀悼の詩篇」はすべての敵に1点の<WeaknessIconKeywords:虚弱>を付与する。,,,,,,,,,,,,,,
AwakerPotency_13730_PotencyDesc,atnI,h唤醒体启灵_AwakerPotency_A.csv,114,AwakerPotency,PotencyDesc,奥尔拉,奥尔拉的所有诗篇均获得保留。,オルラのすべての「詩篇」は「保持」を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13303_PotencyDesc,asXu,h唤醒体启灵_AwakerPotency_A.csv,115,AwakerPotency,PotencyDesc,奥尔拉,每回合打出第一张诗篇时，奥尔拉获得 10 点狂气。「纷华篇章」对应情绪的效果提高由 150% 提高为 250%。,毎ターン初めて「詩篇」を使用した後、オルラは10狂気を獲得する。現在の情緒に応じた「華やかな章」の効果が150%から250%に増加する。,,,,,,,,,,,,,,
AwakerPotency_13377_PotencyDesc,atam,h唤醒体启灵_AwakerPotency_A.csv,119,AwakerPotency,PotencyDesc,奥尔拉,对应情绪的效果加成提高为 600%。获得 3 层万能「隐喻」：会在下次诗篇跃迁时被视为任意情绪的「隐喻」使用并消耗。,現在の情緒に応じた効果が600%に増加する。3点の万能「隠喩」を獲得：次に使用する「詩篇」の「跳躍」効果が発動した後、対応する情緒の「隠喩」として扱われ、除外する。,,,,,,,,,,,,,,
AwakerPotency_13395_PotencyName,ataX,h唤醒体启灵_AwakerPotency_A.csv,127,AwakerPotency,PotencyName,奥尔拉,余烬里的春天,残り火の中の春,,,,,,,,,,,,,,
AwakerPotency_13395_PotencyDesc,ataW,h唤醒体启灵_AwakerPotency_A.csv,127,AwakerPotency,PotencyDesc,奥尔拉,灵知觉醒「诗册序言」获得强化，发动湮灭后奥尔拉本回合下一张指令卡触发跃迁效果。每当奥尔拉消耗 3 层或以上隐喻，使当前情绪光环效果临时提高 25%，无法叠加。,霊知覚醒「詩集序文」が強化され、「湮滅」を発動後、オルラがこのターン次に使用する指令カードは「跳躍」効果を発動する。オルラが隠喩を3点以上消費するたび、現在の情緒効果が一時的に25%増加する。累積不可。,,,,,,,,,,,,,,
AwakerPotency_13336_PotencyDesc,asYI,h唤醒体启灵_AwakerPotency_A.csv,128,AwakerPotency,PotencyDesc,珈伦,「静默守望」最大可叠加次数提高至 3。,「静観」の最大累積回数が3に増加する。,,,,,,,,,,,,,,
AwakerPotency_13280_PotencyDesc,asWA,h唤醒体启灵_AwakerPotency_A.csv,129,AwakerPotency,PotencyDesc,珈伦,「蟾蜍炖菜」的中毒与回复生命效果提高 25%。,「ガマシチュー」の毒とライフ回復効果が25%増加する。,,,,,,,,,,,,,,
AwakerPotency_13343_PotencyDesc,asYW,h唤醒体启灵_AwakerPotency_A.csv,130,AwakerPotency,PotencyDesc,珈伦,「奇妙料理」有 50% 概率能够随机触发一个奇妙效果，这些效果包括自身获得 10 点狂气，其他友方获得 5 点狂气、易伤所有敌人 1 回合，虚弱所有敌人 1 回合、 抽 1 张牌、获得 200  点银钥能量。,「不思議な料理」は、50%の確率でランダムな「不思議なバフ」を発動する。効果：自身が10狂気獲得、他の味方が5狂気獲得、すべての敵に1点の易傷を付与、すべての敵に1点の虚弱を付与、カードを1枚引く、200キーエネルギーを獲得。,,,,,,,,,,,,,,
AwakerPotency_13295_PotencyDesc,asXe,h唤醒体启灵_AwakerPotency_A.csv,134,AwakerPotency,PotencyDesc,珈伦,将<DerivativeCardKeywords_43:「奇妙料理」>洗入抽牌堆和弃牌堆各 1 张。,<DerivativeCardKeywords_43:「不思議な料理」>を山札と捨て札にそれぞれ1枚ずつ追加する。,,,,,,,,,,,,,,
AwakerPotency_13388_PotencyName,ataJ,h唤醒体启灵_AwakerPotency_A.csv,142,AwakerPotency,PotencyName,珈伦,雾月晚宴,霧月の晩餐,,,,,,,,,,,,,,
AwakerPotency_13388_PotencyDesc,ataI,h唤醒体启灵_AwakerPotency_A.csv,142,AwakerPotency,PotencyDesc,珈伦,灵知觉醒「凸月之舞」获得强化，回合结束时若保留了珈伦的指令卡，也会触发 2 次回复生命和狂气效果。,霊知覚醒「三日月の舞」が強化され、ターン終了時にカレンの指令カードを保持していた場合、ライフ回復と狂気効果が2回発動する。,,,,,,,,,,,,,,
AwakerPotency_13107_PotencyDesc,asPS,h唤醒体启灵_AwakerPotency_A.csv,143,AwakerPotency,PotencyDesc,潘狄娅,「基础打击」获得 50% 伤害的临时反击。「基础防御」获得等同于攻击力 [Arg1]% 的反击。,「攻撃」はダメージの50%の一時的な反撃を獲得する。「防御」は攻撃力の[Arg1]%の反撃を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13115_PotencyDesc,asQi,h唤醒体启灵_AwakerPotency_A.csv,144,AwakerPotency,PotencyDesc,潘狄娅,「灼燃蜡滴之欲」获得 20 点狂气。,「灼蝋の欲望」は20狂気を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13443_PotencyDesc,atcM,h唤醒体启灵_AwakerPotency_A.csv,145,AwakerPotency,PotencyDesc,潘狄娅,「蜜糖色悲惨幻象」基础伤害翻倍，并获得等同于攻击力 [Arg1]% 的反击。,「蜂蜜色の幻想惨劇」は基礎ダメージが2倍になり、攻撃力の[Arg1]%の反撃を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13620_PotencyDesc,atjy,h唤醒体启灵_AwakerPotency_A.csv,149,AwakerPotency,PotencyDesc,潘狄娅,造成伤害前对全体敌方施加 1 层「易伤」，获得等同于攻击力 [Arg1]% 的反击。,ダメージを与える前にすべての敵に「易傷」を1点付与し、攻撃力の[Arg1]%の反撃を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13291_PotencyName,asWX,h唤醒体启灵_AwakerPotency_A.csv,157,AwakerPotency,PotencyName,潘狄娅,疼爱惩戒宣言,愛ある躾,,,,,,,,,,,,,,
AwakerPotency_13291_PotencyDesc,asWW,h唤醒体启灵_AwakerPotency_A.csv,157,AwakerPotency,PotencyDesc,潘狄娅,灵知觉醒「施与受」获得强化，潘狄娅获得永久反击时获得 3% 等量的力量。,霊知覚醒「S&M」が強化され、パンディアが永続的な反撃を獲得した後、獲得した反撃の3%の力を獲得する。,,,,,,,,,,,,,,
AwakerPotency_13699_PotencyDesc,atmy,h唤醒体启灵_AwakerPotency_A.csv,158,AwakerPotency,PotencyDesc,宁菲亚,「丧钟遥鸣」施加的中毒提高 100%，获得等同于防御力 [Arg1]% 的护盾（效果随「丧钟遥鸣」的等级提高）。,「弔いの鐘の音」は付与する毒が100%増加し、防御力の[Arg1]%のシールドを獲得する（効果は「弔いの鐘の音」のレベルに応じて増加）。,,,,,,,,,,,,,,
AwakerPotency_13355_PotencyDesc,asZu,h唤醒体启灵_AwakerPotency_A.csv,159,AwakerPotency,PotencyDesc,宁菲亚,「夜潮汹涌」造成的伤害提高 33%，每回合打出的前 3 张症状卡，使「夜潮汹涌」在本场战斗中的伤害提高等同于攻击力的 10％。,「夜の波」が与えるダメージが33%増加する。毎ターン初めて症状カードを3枚使用した後、「夜の波」がこの戦闘中に与えるダメージは攻撃力の10％増加する。,,,,,,,,,,,,,,
AwakerPotency_13627_PotencyDesc,atjM,h唤醒体启灵_AwakerPotency_A.csv,160,AwakerPotency,PotencyDesc,宁菲亚,释放「自我的葬仪」后，在本场战斗中使「自我的葬仪」施加的中毒层数提高等同于攻击力 [Arg1]%（效果随「自我的葬仪」的等级提高）。,「自我の葬儀」を発動後、この戦闘で「自我の葬儀」が付与する毒が攻撃力の[Arg1]%増加する（効果は「自我の葬儀」のレベルに応じて増加）。,,,,,,,,,,,,,,
AwakerPotency_13064_PotencyDesc,asOk,h唤醒体启灵_AwakerPotency_A.csv,164,AwakerPotency,PotencyDesc,宁菲亚,使宁菲亚造成的中毒提高 50%，持续 3 回合。,ニムフィーアが付与する毒が50%増加する。3ターン持続。,,,,,,,,,,,,,,
AwakerPotency_13427_PotencyName,atcj,h唤醒体启灵_AwakerPotency_A.csv,172,AwakerPotency,PotencyName,宁菲亚,神思归流,神思帰流,,,,,,,,,,,,,,
AwakerPotency_13427_PotencyDesc,atci,h唤醒体启灵_AwakerPotency_A.csv,172,AwakerPotency,PotencyDesc,宁菲亚,灵知觉醒「沉逝苦海」获得强化，回合结束时宁菲亚造成的中毒额外提高 25%。,霊知覚醒「苦海に沈む」が強化され、ターン終了後、ニムフィーアが与える毒が追加で25%増加する。,,,,,,,,,,,,,,
AwakerPotency_13307_PotencyDesc,asXC,h唤醒体启灵_AwakerPotency_A.csv,173,AwakerPotency,PotencyDesc,希莱斯特,「永存的幻影」获得保留，回复效果提高 20%。,「永遠の幻影」は「保持」を獲得し、回復効果が20%増加する。,,,,,,,,,,,,,,
AwakerPotency_13725_PotencyDesc,atny,h唤醒体启灵_AwakerPotency_A.csv,174,AwakerPotency,PotencyDesc,希莱斯特,「纯白梦境」每保留 1 回合，下次打出时回复生命就额外提高等同于体质的 [Arg1]%（效果随「纯白梦境」的等级提升）。,「純白の夢」は1ターン保持するごとに、次の使用時に回復するライフが体力の[Arg1]%増加する（効果は「純白の夢」のレベルに応じて増加）。,,,,,,,,,,,,,,
AwakerPotency_13724_PotencyDesc,atnw,h唤醒体启灵_AwakerPotency_A.csv,175,AwakerPotency,PotencyDesc,希莱斯特,「不死的极乐鸟」触发复活后，所有唤醒体获得 25 点狂气，并间隔 6 回合后可再次施加复活效果。,「不死の極楽鳥」で復活した後、すべての覚醒体は25狂気を獲得する。復活効果は6ターン後に再使用可能。,,,,,,,,,,,,,,
AwakerPotency_13287_PotencyDesc,asWO,h唤醒体启灵_AwakerPotency_A.csv,179,AwakerPotency,PotencyDesc,希莱斯特,将 3 张回复提高 50% 的「纯白梦境」置入手中并附加消耗。,ライフ回復が50%増加した「純白の夢」を3枚手札に追加し、「除外」を付与する。,,,,,,,,,,,,,,
AwakerPotency_13093_PotencyName,asPr,h唤醒体启灵_AwakerPotency_A.csv,187,AwakerPotency,PotencyName,希莱斯特,空想的卡修利亚,空想のカシュリア,,,,,,,,,,,,,,
AwakerPotency_13093_PotencyDesc,asPq,h唤醒体启灵_AwakerPotency_A.csv,187,AwakerPotency,PotencyDesc,希莱斯特,灵知觉醒「庇佑之力」获得强化，触发「不死的极乐鸟」复活时立即获得希莱斯特攻击力 150% 的临时触腕伤害，首领战效果翻倍。,霊知覚醒「庇護の力」が強化され、「不死の極楽鳥」の復活効果が発動した後、即座にシレストの攻撃力150%の一時的な触腕ダメージを獲得する。ボス戦では効果が2倍になる。,,,,,,,,,,,,,,
AwakerPotency_13086_PotencyDesc,asPc,h唤醒体启灵_AwakerPotency_A.csv,188,AwakerPotency,PotencyDesc,艾继丝,「基础打击」的目标每有 1 层易伤状态，胚胎融合+5%，最多 30%。,「攻撃」の対象が易傷を1点持つごとに、胚胎融合+5%。最大30%まで。,,,,,,,,,,,,,,
AwakerPotency_13580_PotencyDesc,athY,h唤醒体启灵_AwakerPotency_A.csv,189,AwakerPotency,PotencyDesc,艾继丝,目标每有 1 层易伤状态，就额外使「石质分解」最终伤害提高 5%，至多提高500%。,対象が易傷を1点持つごとに、「石の分解」の最終ダメージが5%増加する。最大500%まで。,,,,,,,,,,,,,,
AwakerPotency_13120_PotencyDesc,asQs,h唤醒体启灵_AwakerPotency_A.csv,190,AwakerPotency,PotencyDesc,艾继丝,每当进行吞噬时，将「小小愿望」从弃牌堆置入手牌，并使其算力消耗变为 0 点。,捕食が発動するたび、「小さな希望」を捨て札から手札に戻し、その行動力消費を0にする。,,,,,,,,,,,,,,
AwakerPotency_13145_PotencyName,asRr,h唤醒体启灵_AwakerPotency_A.csv,202,AwakerPotency,PotencyName,艾继丝,凝刻的眼泪,刻み込まれた涙,,,,,,,,,,,,,,
AwakerPotency_13145_PotencyDesc,asRq,h唤醒体启灵_AwakerPotency_A.csv,202,AwakerPotency,PotencyDesc,艾继丝,灵知觉醒「凝滞诅咒」获得强化，艾继丝释放狂气爆发后使自身下一张「防御」生效 3 次。,霊知覚醒「停滞の呪い」が強化され、アイギスが狂気解放を発動後、自身の次の「防御」は3回発動する。,,,,,,,,,,,,,,
AwakerPotency_13358_PotencyDesc,asZA,h唤醒体启灵_AwakerPotency_A.csv,203,AwakerPotency,PotencyDesc,墨菲,「螺湮逆流」获得保留。每有 2 条触腕额外造成 1 次伤害。,「ルルイエの逆流」は、「保持」を獲得。触腕2本につき、追加でダメージを1回与える。,,,,,,,,,,,,,,
AwakerPotency_13082_PotencyDesc,asOU,h唤醒体启灵_AwakerPotency_A.csv,204,AwakerPotency,PotencyDesc,墨菲,「基础打击」获得等同于墨菲攻击力 [Arg1]% 的触腕伤害，「基础防御」获得等同于墨菲攻击力 [Arg2]% 的触腕伤害。（效果随「打击」和「防御」的等级提升）,「攻撃」はマーフィーの攻撃力の[Arg1]%の触腕ダメージを獲得し、「防御」はマーフィーの攻撃力の[Arg2]%の触腕ダメージを獲得する（効果は「攻撃」と「防御」のレベルに応じて増加）。,,,,,,,,,,,,,,
AwakerPotency_13339_PotencyDesc,asYO,h唤醒体启灵_AwakerPotency_A.csv,205,AwakerPotency,PotencyDesc,墨菲,回合结束时墨菲获得 5 点狂气。释放钥令后，移除 2% 最大生命的「献祭」。,ターン終了時、マーフィーは5狂気を獲得する。キーオーダーを発動後、最大体力の2%の「献上」を除去する。,,,,,,,,,,,,,,
AwakerPotency_13261_PotencyDesc,asVO,h唤醒体启灵_AwakerPotency_A.csv,209,AwakerPotency,PotencyDesc,墨菲,回合开始时获得防御力 60% 的护盾和 10% 攻击力的触腕伤害，生成 2 条临时触腕，持续 3 回合。,ターン開始時、防御力の60%のシールドと攻撃力の10%の触腕ダメージを獲得し、一時的な触腕を2本獲得する。3ターン持続。,,,,,,,,,,,,,,
AwakerPotency_13328_PotencyName,asYt,h唤醒体启灵_AwakerPotency_A.csv,217,AwakerPotency,PotencyName,墨菲,逆命天性,運命に逆らう本性,,,,,,,,,,,,,,
AwakerPotency_13328_PotencyDesc,asYs,h唤醒体启灵_AwakerPotency_A.csv,217,AwakerPotency,PotencyDesc,墨菲,灵知觉醒「受造之物」获得强化，墨菲每回合首次打出的「螺湮逆流」伤害次数和每回合首次打出的「圣女作成」获得算力翻倍。,霊知覚醒「造られしもの」が強化され、マーフィーが毎ターン初めて使用する「ルルイエの逆流」のダメージ回数と、毎ターン初めて使用する「聖女創造」が獲得する行動力が2倍になる。,,,,,,,,,,,,,,
AwakerPotency_13365_PotencyName,asZP,h唤醒体启灵_AwakerPotency_A.csv,218,AwakerPotency,PotencyName,萨尔瓦多,代行神意,神意の代行,,,,,,,,,,,,,,
AwakerPotency_13365_PotencyDesc,asZO,h唤醒体启灵_AwakerPotency_A.csv,218,AwakerPotency,PotencyDesc,萨尔瓦多,「基础防御」积攒等同于体质 [Arg1]% 的猩红熔炉回复量（随「防御」等级提高而提高）。本场战斗每积攒 2 点猩红熔炉回复量，就使「基础打击」伤害提高 1。,「防御」は体力の[Arg1]%の猩紅炉を蓄積する（効果は「防御」のレベルに応じて増加）。この戦闘中、猩紅炉を2点蓄積するごとに、「攻撃」のダメージが1増加する。,,,,,,,,,,,,,,
AwakerPotency_13227_PotencyDesc,asUy,h唤醒体启灵_AwakerPotency_A.csv,219,AwakerPotency,PotencyDesc,萨尔瓦多,「受祝骨血」胚胎融合 +15%，积攒的猩红熔炉回复量随回合数提高，每回合提高等同于体质 [Arg1]%（随「受祝骨血」等级提高而提高）;「应消之苦」暴击率提高 25%，获得「预备1」。,「祝福の骨血」の胚胎融合+15%。猩紅炉は、毎ターン体力の[Arg1]%を蓄積する（効果は「祝福の骨血」のレベルに応じて増加）。「苦痛の解消」はクリティカル率が25%増加し、「準備1」を獲得。,,,,,,,,,,,,,,
AwakerPotency_13677_PotencyName,atlH,h唤醒体启灵_AwakerPotency_A.csv,220,AwakerPotency,PotencyName,萨尔瓦多,予以救赎,救済の施し,,,,,,,,,,,,,,
