Key,ShortKey,Source,Row,Module,Field,Role,CN,JP_Manual,JP_AI,Status
AwakerTalent_78642_TalentDesc_7,auPI,h唤醒体天赋_AwakerTalent_A_M.csv,1449,AwakerTalent,TalentDesc,阿拉克涅,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·阿拉克涅造成的「命运裁断」提高 [Arg3]％，对异变体敌人造成的「命运裁断」翻倍。,・この才能は「星辰篇」のステージでのみ有効。\n·該当の覚醒体の体力、攻撃、防御が[Arg1]％増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]キーエネルギーを獲得。\n·アラクネの「運命の裁き」が[Arg3]％増加し、ミュータント敵に対する「運命の裁き」は2倍になる。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]銀キーエネルギーを獲得。\n・アラクネが与える「運命裁断」が[Arg3]％増加し、異変体の敵に与える「運命裁断」が倍になる。,
AwakerTalent_78642_TalentDesc_8,auPJ,h唤醒体天赋_AwakerTalent_A_M.csv,1450,AwakerTalent,TalentDesc,阿拉克涅,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·阿拉克涅造成的「命运裁断」提高 [Arg3]％，对异变体敌人造成的「命运裁断」翻倍。,・この才能は「星辰篇」のステージでのみ有効。\n·該当の覚醒体の体力、攻撃、防御が[Arg1]％増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]キーエネルギーを獲得。\n·アラクネの「運命の裁き」が[Arg3]％増加し、ミュータント敵に対する「運命の裁き」は2倍になる。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]銀キーエネルギーを獲得。\n・アラクネが与える「運命裁断」が[Arg3]％増加し、異変体の敵に与える「運命裁断」が倍になる。,
AwakerTalent_78642_TalentDesc_9,auPK,h唤醒体天赋_AwakerTalent_A_M.csv,1451,AwakerTalent,TalentDesc,阿拉克涅,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·阿拉克涅造成的「命运裁断」提高 [Arg3]％，对异变体敌人造成的「命运裁断」翻倍。,・この才能は「星辰篇」のステージでのみ有効。\n·該当の覚醒体の体力、攻撃、防御が[Arg1]％増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]キーエネルギーを獲得。\n·アラクネの「運命の裁き」が[Arg3]％増加し、ミュータント敵に対する「運命の裁き」は2倍になる。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]銀キーエネルギーを獲得。\n・アラクネが与える「運命裁断」が[Arg3]％増加し、異変体の敵に与える「運命裁断」が倍になる。,
AwakerTalent_78642_TalentDesc_10,auPC,h唤醒体天赋_AwakerTalent_A_M.csv,1452,AwakerTalent,TalentDesc,阿拉克涅,·该天赋仅在「星辰篇」关卡中生效。\n·该唤醒体的体质、攻击、防御提高 [Arg1] %，并使该唤醒体首次打出灵知觉醒后获得 [Arg2] 点银钥能量。\n·阿拉克涅造成的「命运裁断」提高 [Arg3]％，对异变体敌人造成的「命运裁断」翻倍。,・この才能は「星辰篇」のステージでのみ有効。\n·該当の覚醒体の体力、攻撃、防御が[Arg1]％増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]キーエネルギーを獲得。\n·アラクネの「運命の裁き」が[Arg3]％増加し、ミュータント敵に対する「運命の裁き」は2倍になる。,・この才能は「星辰篇」のステージでのみ有効。\n・該当の覚醒体の体力、攻撃、防御が[Arg1]%増加し、その覚醒体が初めて霊知啓発を使用した時[Arg2]銀キーエネルギーを獲得。\n・アラクネが与える「運命裁断」が[Arg3]％増加し、異変体の敵に与える「運命裁断」が倍になる。,
Voice_133764_AwakerVoiceContent,bSmS,y语音_Voice_A.csv,2618,Voice,AwakerVoiceContent,阿拉克涅,纷争已至，您要扮演的，是破网的英雄，还是顺命的配角？,戦いが始まりました。あなたが演じるのは、網を破る英雄ですか?それとも運命に身を任せる脇役ですか?,争いが訪れました。あなたが演じるのは、網を破る英雄ですか、それとも運命に従う脇役ですか？,
Voice_133738_AwakerVoiceContent,bSlK,y语音_Voice_A.csv,2619,Voice,AwakerVoiceContent,阿拉克涅,又一段圆满的故事，落下帷幕。,また一つ、幸せな物語の幕が降りました。,また一つ円満な物語が、幕を下ろした。,
Voice_133755_AwakerVoiceContent,bSmx,y语音_Voice_A.csv,2620,Voice,AwakerVoiceContent,阿拉克涅,从无定数的结局，逃不开因果的罗网……,先が見えない結末も、逃れる術のない因果の網も…,定まらぬ結末からも、因果の羅網からは逃れられない……,
Voice_133748_AwakerVoiceContent,bSmh,y语音_Voice_A.csv,2621,Voice,AwakerVoiceContent,阿拉克涅,呵……,うふふ…,ふっ……,
Voice_133727_AwakerVoiceContent,bSli,y语音_Voice_A.csv,2622,Voice,AwakerVoiceContent,阿拉克涅,依从于此。,抗うことなかれ。,これに従うがよい。,
Voice_133743_AwakerVoiceContent,bSlW,y语音_Voice_A.csv,2623,Voice,AwakerVoiceContent,阿拉克涅,平息吧……,怒りを鎮めたまえ。,鎮まれ……,
Voice_133765_AwakerVoiceContent,bSmU,y语音_Voice_A.csv,2624,Voice,AwakerVoiceContent,阿拉克涅,徒劳的反抗。,無駄な抵抗はおやめなさい。,徒労な抵抗を。,
Voice_133731_AwakerVoiceTitle,bSls,y语音_Voice_A.csv,2625,Voice,AwakerVoiceTitle,阿拉克涅,受击·一,ダメージ・一,ダメージ・一度,
Voice_133731_AwakerVoiceContent,bSlr,y语音_Voice_A.csv,2625,Voice,AwakerVoiceContent,阿拉克涅,意外的转折？,予想外の展開です。,予期せぬ転折？,
Voice_133720_AwakerVoiceContent,bSkS,y语音_Voice_A.csv,2626,Voice,AwakerVoiceContent,阿拉克涅,错误将被修正。,誤りは修正せねばなりません。,過ちは正される。,
Voice_133735_AwakerVoiceContent,bSlC,y语音_Voice_A.csv,2629,Voice,AwakerVoiceContent,阿拉克涅,命运的丝线，已然垂下。,運命の糸は垂らされたままです。,運命の糸が、すでに垂れ下がった。,
Voice_133753_AwakerVoiceContent,bSms,y语音_Voice_A.csv,2631,Voice,AwakerVoiceContent,阿拉克涅,未来已至。,未来はすぐそこにあります。,未来は来たれり。,
Voice_133762_AwakerVoiceContent,bSmO,y语音_Voice_A.csv,2633,Voice,AwakerVoiceContent,阿拉克涅,我于无尽的丝缕间，纺织唯一的轨迹。,無限の糸の中にて、ただ1つの奇跡を織りなす。,私は果てなき糸の間で、唯一の軌跡を紡ぐ。,
Voice_133749_AwakerVoiceContent,bSmj,y语音_Voice_A.csv,2634,Voice,AwakerVoiceContent,阿拉克涅,于此编织，于此衡量，于此裁断。,ここに紡ぎ、ここに計り、ここに判決を下す。,ここに紡ぎ、ここに量り、ここに裁つ。,
Voice_133761_AwakerVoiceTitle,bSmN,y语音_Voice_A.csv,2636,Voice,AwakerVoiceTitle,阿拉克涅,超限狂气爆发,極限解放,過限狂気爆発,
Voice_133761_AwakerVoiceContent,bSmM,y语音_Voice_A.csv,2636,Voice,AwakerVoiceContent,阿拉克涅,命运悲哀的囚徒啊，受领你命定的判决吧。,運命に囚われし、哀れな者よ。己に定められし、判決を受けよ。,運命の哀れなる囚人よ、定められし判決を受け入れるがいい。,
Voice_133763_AwakerVoiceTitle,bSmR,y语音_Voice_A.csv,2614,Voice,AwakerVoiceTitle,阿拉克涅,唤醒,召喚,覚醒,
Voice_133763_AwakerVoiceContent,bSmQ,y语音_Voice_A.csv,2614,Voice,AwakerVoiceContent,阿拉克涅,命运的舞台之上，众生在各自的因果中静候登场，万般悲欢在齿轮转动间悄然成章……帷幕已启，守密人，你我之间的故事，至此便要开始了。,誰もが己の因果を背負い、運命という名の舞台の上で、ただ静かに待ち続けているのです。喜びと悲しみの歯車がかみ合い、新たな物語が紡がれる、その開演の時よ。さあ、幕が開きました。守秘者、あなたと私の物語の始まりです。,運命の舞台の上、衆生はそれぞれの因果の中で出番を静かに待ち、万般の悲喜が歯車の回転の間にひそやかに紡がれる……帷幕は上がった、守秘人よ、あなたと私の物語は、ここから始まるのです。,
Voice_133744_AwakerVoiceTitle,bSlZ,y语音_Voice_A.csv,2615,Voice,AwakerVoiceTitle,阿拉克涅,获得提升·一,昇格・一,獲得強化・一,
Voice_133744_AwakerVoiceContent,bSlY,y语音_Voice_A.csv,2615,Voice,AwakerVoiceContent,阿拉克涅,又一根丝线，清晰了。,また、一本の糸がはっきりと見えました。,また一本の糸が、鮮明になった。,
Voice_133750_AwakerVoiceTitle,bSmm,y语音_Voice_A.csv,2616,Voice,AwakerVoiceTitle,阿拉克涅,获得提升·二,昇格・二,獲得アップグレード・二,
Voice_133750_AwakerVoiceContent,bSml,y语音_Voice_A.csv,2616,Voice,AwakerVoiceContent,阿拉克涅,命运的低语，更近了。,運命のささやきが近づいてきました。,運命の囁きが、近づいてきた。,
Voice_133739_AwakerVoiceTitle,bSlN,y语音_Voice_A.csv,2617,Voice,AwakerVoiceTitle,阿拉克涅,获得提升·三,昇格・三,獲得向上・三,
Voice_133739_AwakerVoiceContent,bSlM,y语音_Voice_A.csv,2617,Voice,AwakerVoiceContent,阿拉克涅,无尽的命运之网，我已窥见全貌。,私には見えます。無限に広がる運命の網の全貌が。,果てなき運命の網、その全貌を私は垣間見た。,
Voice_133745_AwakerVoiceContent,bSma,y语音_Voice_A.csv,2638,Voice,AwakerVoiceContent,阿拉克涅,帷幕已为你敞开，命运的剧本静待开启。告诉我，您更愿步入哪一重命定的轨迹？是悲恸的终局，抑或欢愉的序章？,幕が上がり、今まさに運命の台本が開かれようとしています。あなたはどんな運命の奇跡を辿りたいですか？悲しい結末？それとも歓喜の序章？,帷幕はあなたのために開かれ、運命の脚本が静かに幕開けを待っています。教えてください、あなたはどちらの定められた軌跡に踏み入りたいですか？悲痛の終局か、それとも歓喜の序章か？,
Voice_133726_AwakerVoiceTitle,bSlg,y语音_Voice_A.csv,2639,Voice,AwakerVoiceTitle,阿拉克涅,启灵·凝视,霊知啓発・凝視,霊感·凝視,
Voice_133726_AwakerVoiceContent,bSlf,y语音_Voice_A.csv,2639,Voice,AwakerVoiceContent,阿拉克涅,若您钟情于喜剧，《仲夏夜之梦》是不错的选择。我尤爱迫克那些狡黠的谵语，精灵的嬉笑间，总藏着命运不经意泄露的密语。,喜劇がお好きなら、おすすめは『真夏の夜の夢』です。ウィットに富んだイタズラ好きの妖精、パックのジョークや妖精の笑い声の中に、運命がうっかり漏らした秘密の言葉が含まれていますから。,喜劇がお好みでしたら、『真夏の夜の夢』がよろしいかと。私は特にパックのあの狡猾な戯言を愛しています。妖精たちの笑い声の中には、運命がふと漏らした秘密の囁きが隠されているのです。,
Voice_133754_AwakerVoiceTitle,bSmv,y语音_Voice_A.csv,2640,Voice,AwakerVoiceTitle,阿拉克涅,启灵·深思,霊知啓発・深思,霊感・深思,
Voice_133754_AwakerVoiceContent,bSmu,y语音_Voice_A.csv,2640,Voice,AwakerVoiceContent,阿拉克涅,若您愿步入悲剧的殿堂，请容我为您呈上《安提戈涅》。于神律与尘世的对峙间，她每一步都踏在命运纺就的丝线上，直至踏入石墓深沉的阴影。正因这桎梏不可挣脱，她那渺小身躯里迸发的意志，才如长夜中的孤焰般灼目。,心をえぐるような悲劇を求めるなら、アンティゴネしかありません。神の世界と人の世の狭間で、彼女は運命で紡がれた糸の上を歩き、墓場の奥へと足を踏み入れる。逃れられない抑圧ゆえに、彼女の小さな体からほとばしる意志が、闇夜を照らす一筋の炎のように輝くのです。,悲劇の殿堂に足を踏み入れるおつもりでしたら、『アンティゴネー』をお薦めいたします。神の律法と俗世の対峙の中で、彼女の一歩一歩は運命が紡いだ糸の上を踏み、やがて石墓の深い影へと歩み入る。この桎梏が断ち切れぬものだからこそ、あの小さな身体から迸る意志が、長き夜の孤独な焔のように眩く灼くのです。,
Voice_133754_UnlockDesc,bSmw,y语音_Voice_A.csv,2640,Voice,UnlockDesc,阿拉克涅,启灵等级达到3解锁,霊知啓発レベル3達成で解放,霊力レベル 3 でアンロック,
Voice_133757_AwakerVoiceTitle,bSmC,y语音_Voice_A.csv,2641,Voice,AwakerVoiceTitle,阿拉克涅,启灵·体悟,霊知啓発・会得,霊感·体悟,
Voice_133757_AwakerVoiceContent,bSmB,y语音_Voice_A.csv,2641,Voice,AwakerVoiceContent,阿拉克涅,我本以为世间再无选择能令我惊讶……您对戏剧的品味，让我印象深刻。,まさか、こんな選択をするなんてあなたのお芝居に対する趣味はとても印象的ですね。,この世にもはや私を驚かせる選択はないと思っていましたが……あなたの戯曲への審美眼には、深い印象を受けました。,
Voice_133757_UnlockDesc,bSmD,y语音_Voice_A.csv,2641,Voice,UnlockDesc,阿拉克涅,启灵等级达到7解锁,霊知啓発レベル7達成で解放,霊力レベル7でアンロックに,
Voice_133732_AwakerVoiceTitle,bSlu,y语音_Voice_A.csv,2642,Voice,AwakerVoiceTitle,阿拉克涅,启灵·构筑,霊知啓発・構築,霊感·Forge,
Voice_133732_AwakerVoiceContent,bSlt,y语音_Voice_A.csv,2642,Voice,AwakerVoiceContent,阿拉克涅,承蒙您一路相伴于幕起幕落之间。未来，我定不负所期，为您奉上更动人心魄的戏剧之夜。,最後までご観覧いだたき誠にありがとうございました。今後も皆様の期待に答えより一層感動的なお芝居をお届けできるよう、精進してまいります。,幕が上がり、幕が下りるまで、ずっとお付き合いいただき感謝いたします。これからも、ご期待に背くことなく、より心を揺さぶる戯劇の夜をお届けいたしましょう。,
Voice_133732_UnlockDesc,bSlv,y语音_Voice_A.csv,2642,Voice,UnlockDesc,阿拉克涅,启灵等级达到11解锁,霊知啓発レベル11達成で解放,霊知啓発レベル11達成で解放,
Voice_133725_AwakerVoiceTitle,bSld,y语音_Voice_A.csv,2643,Voice,AwakerVoiceTitle,阿拉克涅,启灵·绽放,霊知啓発・開花,霊感·ブローム,
Voice_133725_AwakerVoiceContent,bSlc,y语音_Voice_A.csv,2643,Voice,AwakerVoiceContent,阿拉克涅,凡是过往，皆为序章。你我的新篇，正等待着您的书写，守密人。,すべては過去であり、すべては序章である。守秘者、あなたと私の新しい物語を綴るのは、他でもないあなた自身です。,過ぎ去りしすべては、序章に過ぎません。あなたと私の新たな篇は、あなたの筆を待っています、守秘人よ。,
Voice_133725_UnlockDesc,bSle,y语音_Voice_A.csv,2643,Voice,UnlockDesc,阿拉克涅,启灵等级达到15解锁,霊知啓発レベル15達成で解放,霊力レベル15でアンロック,
Voice_133758_AwakerVoiceContent,bSmE,y语音_Voice_A.csv,2644,Voice,AwakerVoiceContent,阿拉克涅,命运的丝线总在暗处连接……您惊动了这根丝线，也惊动了我。,運命の意図は、 見えないところで繋がっています。その意図をかき乱したということは、私をも、かき乱したということになります。,運命の糸は常に暗がりで繋がっている……あなたはこの糸を揺らし、そして私をも揺らしました。,
Voice_133758_UnlockDesc,bSmG,y语音_Voice_A.csv,2644,Voice,UnlockDesc,阿拉克涅,同调率等级达到2解锁,同調率レベル2で解放,同調率レベル2でアンロック,
Voice_133760_AwakerVoiceTitle,bSmK,y语音_Voice_A.csv,2645,Voice,AwakerVoiceTitle,阿拉克涅,同调率·二,同調率・二,同調率·二,
Voice_133760_AwakerVoiceContent,bSmJ,y语音_Voice_A.csv,2645,Voice,AwakerVoiceContent,阿拉克涅,命运之线本在我掌心流转有序……直到您的出现，让它们的轨迹生出未曾预料的涟漪。,あなたが現れたことで、これまで私の手の中で、整然と流れていた運命の意図の軌跡に、見たことのない波紋が発生しました。,運命の糸は本来、私の掌の中で秩序正しく流れていた……あなたが現れるまでは。あなたの存在が、その軌跡に予期せぬ波紋を生じさせたのです。,
Voice_133760_UnlockDesc,bSmL,y语音_Voice_A.csv,2645,Voice,UnlockDesc,阿拉克涅,同调率等级达到4解锁,同調率レベル4で解放,同調率レベル4 でアンロック,
Voice_133751_AwakerVoiceContent,bSmn,y语音_Voice_A.csv,2646,Voice,AwakerVoiceContent,阿拉克涅,剧院新排了一出浪漫喜剧，我已在命运的席位上，为您留了一隅空座。我将在每个命运交织的长夜里，静候与你相逢的星光。,劇場では、新たなロマンティックコメディーが上映されます。すでに運命の観客席で、あなたのために特別な席を取りました。さまざまな運命が織りなす長い夜に、私はここで待ち続けるのでしょう。あなたを導いてくれる、星の光が降り注ぐ時まで…,劇場で新しいロマンティック・コメディが上演されます。運命の席に、あなたのための空席を一つ残しておきました。運命が交わる長い夜ごとに、あなたと巡り逢う星の光を静かに待っています。,
Voice_133751_UnlockDesc,bSmp,y语音_Voice_A.csv,2646,Voice,UnlockDesc,阿拉克涅,同调率等级达到6解锁,同調率レベル6で解放,同調率レベル6でアンロック,
Voice_133740_AwakerVoiceContent,bSlO,y语音_Voice_A.csv,2647,Voice,AwakerVoiceContent,阿拉克涅,如果您允许……我想为您编织一幕只属于您和我的双人剧。无需观众，不必彩排……我只是期待着，当您站在光下时，那根我无法看清的丝线，将有着怎样令人惊叹的跃动。,もし、お許しいただけるなら、あなたと私だけの劇を作りたいですわ。観客もリハーサルも要ります。私はただあなたのスポットライトを浴びた時、私にも見えない運命の糸がどのように躍動するのかを見てみたいのです。,もしお許しいただけるなら……あなたと私だけの二人芝居を紡ぎたいのです。観客も要らず、リハーサルも不要……ただ期待しているのです。あなたが光の中に立った時、あの私には見通せない糸が、どれほど驚くべき躍動を見せるのかを。,
Voice_133740_UnlockDesc,bSlQ,y语音_Voice_A.csv,2647,Voice,UnlockDesc,阿拉克涅,同调率等级达到8解锁,同調率レベル8で解放,同調率レベル8でアンロック,
Voice_133734_AwakerVoiceContent,bSlz,y语音_Voice_A.csv,2648,Voice,AwakerVoiceContent,阿拉克涅,你与我，那两根无法看清的命运丝线，早已紧紧相缠、无分彼此，编织成囚笼与道路。我无法看清囚笼的边际，也无法看清道路的终点。这正是这段故事里，最令人着迷的部分。,あなたと私の運命の糸はきつく絡まり合い 牢屋と道を織りなしています牢屋の縁も道の果ても見えませんそれがこの物語の一番の魅力です,あなたと私、あの二本の見通せない運命の糸は、とうに固く絡み合い、分かつことなく、檻と道を編み上げている。私には檻の果ても、道の終わりも見えない。それこそが、この物語で最も心を惹きつけるところなのです。,
Voice_133734_UnlockDesc,bSlB,y语音_Voice_A.csv,2648,Voice,UnlockDesc,阿拉克涅,同调率等级达到10解锁,同調率レベル10で解放,同調率レベル10 で アンロック,
Voice_133752_AwakerVoiceTitle,bSmr,y语音_Voice_A.csv,2649,Voice,AwakerVoiceTitle,阿拉克涅,闲话·触摸,雑談・接触,会話・タッチ,
Voice_133752_AwakerVoiceContent,bSmq,y语音_Voice_A.csv,2649,Voice,AwakerVoiceContent,阿拉克涅,如此执着于拨动命运的纺线……您，也想要窥见属于自己的篇章？,そんなにしつこく運命の糸をつつくなんて、ご自身の物語がずいぶんと気になるようですわね。,そこまで執拗に運命の紡糸を弾こうとするとは……あなたも、自分自身の篇章を覗き見たいのですか？,
Voice_133721_AwakerVoiceContent,bSkU,y语音_Voice_A.csv,2650,Voice,AwakerVoiceContent,阿拉克涅,您所见的悲剧，不过是万千可能性的其中一瞥。掀开命运的帷幕，我看到了那片漆黑的舞台。灯灭，人散，万象归于混沌之渊。然而……一切并非终局。我的意志尚在，足以支撑这徒劳的苦役，等待下一束辉光点燃。,あなたがご覧になった悲劇は、数え切れない可能性のほんの一つにすぎません。運命の幕の向こう側にあるのは、真っ暗なステージ。光は消え、役者は去り、すべては混沌の深淵へと還る。ですが、そこで、すべてが終わるわけではありません。私には、再び光が灯る日まで、 この虎王の苦役に耐える覚悟があります。,あなたが目にした悲劇は、万千の可能性のほんの一瞥に過ぎません。運命の帷幕を掲げれば、私にはあの漆黒の舞台が見えました。灯は消え、人は散り、万象は混沌の淵に帰す。しかし……すべてが終局ではない。私の意志はなお在り、この徒労な苦役を支え、次なる輝きが灯るのを待つに十分なのです。,
Voice_133756_AwakerVoiceTitle,bSmA,y语音_Voice_A.csv,2651,Voice,AwakerVoiceTitle,阿拉克涅,闲话·关于弥萨格,雑談・ミサゴが大学について,雑談・ミサグについて,
Voice_133756_AwakerVoiceContent,bSmz,y语音_Voice_A.csv,2651,Voice,AwakerVoiceContent,阿拉克涅,纺线之上，我窥见彩虹流转万端的光色——它勾连起无尽网罗，铺展无垠世界，延展出无限之可能，最终织就世间最瑰丽斑斓的图样。无论神明或凡人，英雄或恶徒，都被那一道纤细的纺线操纵，在命运的注视下义无反顾地奔向属于自己的结局。,糸の上には、美しく変化する虹色の光があります。その光が広大な網になり、果てしない世界と無限の可能性を作り出し、最終的に、見たことがないほど美しい模様を織りなす。結局、神も凡人も、英雄も悪人も、その細い糸に操られ、運命に監視されながら、自分に与えられた道を進むしかないのです。,紡糸の上に、私は虹が万端に流転する光彩を垣間見た――それは果てなき網を繋ぎ、無辺の世界を広げ、無限の可能性を延ばし、ついにはこの世で最も絢爛たる模様を織り上げる。神であれ人であれ、英雄であれ悪漢であれ、すべてがあの一筋の細き紡糸に操られ、運命の眼差しの下、ひたむきに己の結末へと駆けてゆく。,
Voice_133746_AwakerVoiceContent,bSmd,y语音_Voice_A.csv,2652,Voice,AwakerVoiceContent,阿拉克涅,我的确沉醉于这日复一日的纺织……在重复而静谧的牵引中，预见万千故事的始终，旁观所有命运的落幕，恍若已超然于命运之外。然而，命运之网避无可避，仅作旁观终究寂寥。于是，我步入剧院，在扮演之中，亲尝那些我亲手纺出、却未曾亲历的悲欢。,私は、運命の糸を紡ぐことに夢中です。繰り返される静かな引力の中で、全ての物語の始まりと終わりを見通し、その幕引きを見ていると、まるで運命を超越しているかのように感じられます。ですが結局、運命の網からは逃れられず、 ただ見ているだけの自分が、虚しくなるのです。そんな時、私は劇場に行きます。そして、自らが紡ぎながらも、経験することのない悲しみや喜びを演じるのです。,確かに私は、この日々繰り返される紡織に酔いしれていた……静謐なる反復の牽引の中で、万千の物語の始終を予見し、すべての運命の幕引きを傍観し、まるで運命の外に超然としているかのようだった。しかし、運命の網は避けようがなく、ただ傍観するだけでは寂寥に終わる。ゆえに私は劇場に足を踏み入れ、演じることで、自らの手で紡ぎながらも未だ身をもって経験したことのない悲喜を味わうのです。,
Voice_133759_AwakerVoiceContent,bSmH,y语音_Voice_A.csv,2653,Voice,AwakerVoiceContent,阿拉克涅,我始终不愿看到一成不变的样板戏。走进剧院的意义，本就在于亲历那无法被复刻的现场，若每一场都只是机械的重复，那舞台便成了精致的牢笼，而观剧，也沦为对已知结局的倦怠巡礼。那样的演出，再华丽，也失去了灵魂。您是怎样看待的呢？,変化のない型にはまったお芝居は、 見る気になれません。劇場に足を運ぶ意義は、その場限りの生きたステージを楽しむことにあります。もし、機械のように同じことを繰り返すだけなら、ステージは精巧な牢屋となり、感激はただの退屈な巡礼となるでしょう。たとえどんなに華やかでも、魂の宿らないステージを、あなたは見たいと思いますか?,私は常々、型にはまった定番芝居を見たくはないと思っています。劇場に足を運ぶ意義とは、本来、再現できない生の現場を体験することにある。もし毎公演が機械的な繰り返しに過ぎないなら、舞台は精緻な牢獄と化し、観劇もまた、既知の結末への倦怠の巡礼に堕してしまう。そのような上演は、いかに華麗であっても、魂を失っている。あなたはどうお考えですか？,
Voice_133722_AwakerVoiceTitle,bSkX,y语音_Voice_A.csv,2654,Voice,AwakerVoiceTitle,阿拉克涅,闲话·关于守密人,雑談・守秘者について,雑談：守秘者について,
Voice_133722_AwakerVoiceContent,bSkW,y语音_Voice_A.csv,2654,Voice,AwakerVoiceContent,阿拉克涅,世人的命运皆由丝线牵引……可是您的命运，是我无法读懂的剧本。我期待着，您会为这个世界带来怎样精彩的即兴表演？,普通、人の運命というのは、糸によって導かれます。ですが、あなたの運命の台本は、私にも解読不能です。あなたがこの世界で、どんな即興劇を演じてくれるのか、とても楽しみですわ。,世の人々の運命はすべて糸に牽かれている……けれどあなたの運命は、私には読み解けない脚本なのです。あなたがこの世界にどのような素晴らしい即興を見せてくれるのか、楽しみにしています。,
Voice_133736_AwakerVoiceTitle,bSlF,y语音_Voice_A.csv,2655,Voice,AwakerVoiceTitle,阿拉克涅,闲话：关于索蕾尔,雑談・ソレールについて,雑談：ソレールについて,
Voice_133736_AwakerVoiceContent,bSlE,y语音_Voice_A.csv,2655,Voice,AwakerVoiceContent,阿拉克涅,她常来我的剧院落座……可我知道，她并非为戏而来，而是借这方舞台，映照自己的格调。然而那样精湛的演技，若只作看客，未免可惜。它本该在聚光灯下绽放，而非隐于观众席的暗影之中。,彼女はよく、私の劇場に来てくださいます。ですが、彼女が劇場に来るのは、芝居のためではなく、 自分の格式を引き立たせるためようです。それにしても、あれだけの演技ができますのに、ずっと、ただの観客でいるのは、もったいないと感じます。彼女は暗い観客席ではなく、スポットライトのもとでこそ、花開く存在です。,彼女はよく私の劇場に足を運んでくれる……けれど私は知っている、彼女は芝居のために来ているのではなく、この舞台を借りて自らの品格を映し出しているのだと。しかし、あれほど精緻な演技が、ただの観客に留まるのは惜しい。それは本来、スポットライトの下で花開くべきもの。観客席の暗がりに隠れているべきではないのです。,
Voice_133741_AwakerVoiceTitle,bSlS,y语音_Voice_A.csv,2656,Voice,AwakerVoiceTitle,阿拉克涅,闲话：关于莉兹,雑談・リッツについて,雑談：リズについて,
Voice_133741_AwakerVoiceContent,bSlR,y语音_Voice_A.csv,2656,Voice,AwakerVoiceContent,阿拉克涅,不幸的舞者啊，我目睹了她的舞步。那是一种迫近毁灭的美，每一转旋都燃起绿色的焰火，试图将命运之线烧毁，可惜终将被那些丝线割裂出最凄艳的图景。若有机会，我愿为她写一出独属于她的舞剧。,かわいそうなダンサーです。私は、この目で彼女のステップを見ました。あれは、破滅と隣り合わせの、あまりにも危険な美しさです。彼女が回転するたびに、緑の炎が燃え上がり、まるで運命の糸を焼き切ろうとしているようでした。ですが、残念ながら、結局、その糸が壮絶な最後を描き出すことになります。もしチャンスがあれば、彼女だけの舞踊劇を描いてみたいと思っています。,不幸なる舞姫よ、私は彼女の舞を目にした。それは破滅に迫りゆく美。一回転ごとに緑の焔を燃え上がらせ、運命の糸を焼き尽くそうとする。だが惜しむらくは、やがてその糸に切り裂かれ、最も凄艶なる光景を描き出す定めにある。もし機会があれば、彼女だけのための舞劇を一つ書き上げたい。,
Voice_133737_AwakerVoiceContent,bSlH,y语音_Voice_A.csv,2657,Voice,AwakerVoiceContent,阿拉克涅,我曾听过他的演奏，那美妙的旋律，让人灵魂震颤……或许，该邀请他为我的新戏谱一曲命运的交响？,彼の奏でる旋律は素晴らしく、魂が震えました。そうだ。新しいお芝居に、運命をテーマにした公共曲を作ってもらえないか、頼んでみようかしら。,かつて彼の演奏を聴いたことがある。あの美しき旋律は、魂を震わせるほどだった……あるいは、私の新作のために運命の交響曲を一曲、作曲してもらうべきだろうか？,
Voice_133737_UnlockDesc,bSlJ,y语音_Voice_A.csv,2657,Voice,UnlockDesc,阿拉克涅,获得唤醒体「哈姆林」后解锁,覚醒体「ハムリン」獲得で解放,手に入れる覚醒体「ハムリン」後アンロック,
