RelicConfig_13798_Name,aJjz,z造物_RelicConfig_A.csv,112,RelicConfig,Name,,<WhiteQuality:哈福德灵药>,<WhiteQuality:ハーフォードの霊薬>
RelicConfig_13798_StoryDesc,aJjA,z造物_RelicConfig_A.csv,112,RelicConfig,StoryDesc,,成分不明的药物。\n据说著名提琴家埃里克对其青睐有加。,成分不明の薬品。\n著名なバイオリニストのエリックが特に愛用していたという。
RelicConfig_13898_BattleDesc,aJqJ,z造物_RelicConfig_A.csv,113,RelicConfig,BattleDesc,,每有 1 个唤醒体已觉醒就使<ProficientInRealmsIconKeywords:界域精通>提高 35。打出「<ExaltIconKeywords:灵知觉醒>」后，随机获得 2 张该唤醒体的指令卡并附加「消耗」。,覚醒している覚醒体の数に応じて<ProficientInRealmsIconKeywords:界域知識>が35増加する。「<ExaltIconKeywords:霊知覚醒>」を使用すると、その覚醒体のランダムな指令カードを2枚獲得し、「消費」を付与する。
RelicConfig_13898_Desc,aJqK,z造物_RelicConfig_A.csv,113,RelicConfig,Desc,,每有 1 个唤醒体已觉醒就使<ProficientInRealmsIconKeywords:界域精通>提高 35。打出「<ExaltIconKeywords:灵知觉醒>」后，随机获得 2 张该唤醒体的指令卡并附加「消耗」。,覚醒している覚醒体の数に応じて<ProficientInRealmsIconKeywords:界域知識>が35増加する。「<ExaltIconKeywords:霊知覚醒>」を使用すると、その覚醒体のランダムな指令カードを2枚獲得し、「消費」を付与する。
RelicConfig_13898_Name,aJqL,z造物_RelicConfig_A.csv,113,RelicConfig,Name,,<OrangeQuality:祂的神谕>,<OrangeQuality:主の神託>
RelicConfig_13898_StoryDesc,aJqM,z造物_RelicConfig_A.csv,113,RelicConfig,StoryDesc,,祂说，不要惧怕。,主は言った、恐れるなと。
RelicConfig_13847_BattleDesc,aJmZ,z造物_RelicConfig_A.csv,114,RelicConfig,BattleDesc,,对处于负面状态的敌人造成的伤害提高 20%，击杀敌人后击杀者获得 20 狂气。,弱体効果を受けた敵に与えるダメージが20%増加し、敵を撃破した後、撃破した覚醒体は20狂気を獲得する。
RelicConfig_13847_Desc,aJna,z造物_RelicConfig_A.csv,114,RelicConfig,Desc,,对处于负面状态的敌人造成的伤害提高 20%，击杀敌人后击杀者获得 20 狂气。,弱体効果を受けた敵に与えるダメージが20%増加し、敵を撃破した後、撃破した覚醒体は20狂気を獲得する。
RelicConfig_13847_Name,aJnb,z造物_RelicConfig_A.csv,114,RelicConfig,Name,,<OrangeQuality:祭司权杖>,<OrangeQuality:祭司の杖>
RelicConfig_13847_StoryDesc,aJnc,z造物_RelicConfig_A.csv,114,RelicConfig,StoryDesc,,不被许可的虔诚。,許されない信仰。
RelicConfig_13921_BattleDesc,aJst,z造物_RelicConfig_A.csv,115,RelicConfig,BattleDesc,,拾取时选择 2 张指令卡牌删除，获得 [Arg1] <PowerIconKeywords:力量>。,入手時、指令カード2枚選択して削除し、[Arg1]点の<PowerIconKeywords:力>を獲得する。
RelicConfig_13921_Desc,aJsu,z造物_RelicConfig_A.csv,115,RelicConfig,Desc,,拾取时选择 2 张指令卡牌删除，获得 [Arg1] <PowerIconKeywords:力量>。,入手時、指令カード2枚選択して削除し、[Arg1]点の<PowerIconKeywords:力>を獲得する。
RelicConfig_13921_Name,aJsv,z造物_RelicConfig_A.csv,115,RelicConfig,Name,,<RedQuality:黑星燃烧之烬>,<RedQuality:黒星の燃え殻>
RelicConfig_13921_StoryDesc,aJsw,z造物_RelicConfig_A.csv,115,RelicConfig,StoryDesc,,余火未熄。,火はまだ消えていない。
RelicConfig_13864_BattleDesc,aJol,z造物_RelicConfig_A.csv,116,RelicConfig,BattleDesc,,每回合第一次打出指令卡后，将对应唤醒体的一张「打击」置入手中，赋予其<NothingnessIconKeywords:虚无>和<DepleteIconKeywords:消耗>。,毎ターン初めて指令カードを使用した時、対応する覚醒体の「攻撃」を1枚手札に追加し、<NothingnessIconKeywords:虚無>と<DepleteIconKeywords:消費>を付与する。
RelicConfig_13864_Desc,aJom,z造物_RelicConfig_A.csv,116,RelicConfig,Desc,,每回合第一次打出指令卡后，将对应唤醒体的一张「打击」置入手中，赋予其<NothingnessIconKeywords:虚无>和<DepleteIconKeywords:消耗>。,毎ターン初めて指令カードを使用した時、対応する覚醒体の「攻撃」を1枚手札に追加し、<NothingnessIconKeywords:虚無>と<DepleteIconKeywords:消費>を付与する。
RelicConfig_13864_Name,aJon,z造物_RelicConfig_A.csv,116,RelicConfig,Name,,<WhiteQuality:新式轮轴>,<WhiteQuality:新型車軸>
RelicConfig_13864_StoryDesc,aJoo,z造物_RelicConfig_A.csv,116,RelicConfig,StoryDesc,,从乡村骑向都市，从灾难走向复兴。,田舎から都市へ、災害から復興へ。
RelicConfig_13856_BattleDesc,aJnF,z造物_RelicConfig_A.csv,117,RelicConfig,BattleDesc,,暴击伤害提高 15%。「打击」暴击率提高 40%。,クリティカルダメージが15%増加し、「攻撃」のクリティカル率が40%増加する。
RelicConfig_13856_Desc,aJnG,z造物_RelicConfig_A.csv,117,RelicConfig,Desc,,暴击伤害提高 15%。「打击」暴击率提高 40%。,クリティカルダメージが15%増加し、「攻撃」のクリティカル率が40%増加する。
RelicConfig_13856_Name,aJnH,z造物_RelicConfig_A.csv,117,RelicConfig,Name,,<WhiteQuality:白鸦喙>,<WhiteQuality:白鴉の嘴>
RelicConfig_13856_StoryDesc,aJnI,z造物_RelicConfig_A.csv,117,RelicConfig,StoryDesc,,在它面前没有秘密。,その前には、いかなる秘密も存在しない。
RelicConfig_13941_BattleDesc,aJtV,z造物_RelicConfig_A.csv,118,RelicConfig,BattleDesc,,「打击」回复 [Arg1] 点生命，减少自身 [Arg1] 层<IntoxicationIconKeywords:中毒>。,「攻撃」を使用するとライフを[Arg1]回復し、チームの<IntoxicationIconKeywords:毒>を[Arg1]点除去する。
RelicConfig_13941_Desc,aJtW,z造物_RelicConfig_A.csv,118,RelicConfig,Desc,,「打击」回复 [Arg1] 点生命，减少自身 [Arg1] 层<IntoxicationIconKeywords:中毒>。,「攻撃」を使用するとライフを[Arg1]回復し、チームの<IntoxicationIconKeywords:毒>を[Arg1]点除去する。
RelicConfig_13941_Name,aJtX,z造物_RelicConfig_A.csv,118,RelicConfig,Name,,<WhiteQuality:止血钳>,<WhiteQuality:止血鉗子>
RelicConfig_13941_StoryDesc,aJtY,z造物_RelicConfig_A.csv,118,RelicConfig,StoryDesc,,「快、快把它给我！」,「早く、早くそれを渡して！」
RelicConfig_13841_BattleDesc,aJmF,z造物_RelicConfig_A.csv,119,RelicConfig,BattleDesc,,所有「打击」造成的暴击伤害提高 20%。战斗开始时，将 1 张<DerivativeCardKeywords_40:「美丽瞬间 」>加入手中。,すべての「攻撃」が与えるクリティカルダメージが20%増加する。戦闘開始時、手札に<DerivativeCardKeywords_40:「美しき瞬間」>を1枚追加する。
RelicConfig_13841_Desc,aJmG,z造物_RelicConfig_A.csv,119,RelicConfig,Desc,,所有「打击」造成的暴击伤害提高 20%。战斗开始时，将 1 张<DerivativeCardKeywords_40:「美丽瞬间 」>加入手中。,すべての「攻撃」が与えるクリティカルダメージが20%増加する。戦闘開始時、手札に<DerivativeCardKeywords_40:「美しき瞬間」>を1枚追加する。
RelicConfig_13841_Name,aJmH,z造物_RelicConfig_A.csv,119,RelicConfig,Name,,<WhiteQuality:美丽瞬间>,<WhiteQuality:美しき瞬間>
RelicConfig_13841_StoryDesc,aJmI,z造物_RelicConfig_A.csv,119,RelicConfig,StoryDesc,,将须臾的美保存至永远。,一瞬の美を永遠に留める。
RelicConfig_67790_BattleDesc,aJCh,z造物_RelicConfig_A.csv,120,RelicConfig,BattleDesc,,所有「打击」造成的暴击伤害提高 20%。拾取时，将 1 张<DerivativeCardKeywords_40:「美丽瞬间 」>加入手中。,すべての「攻撃」が与えるクリティカルダメージが20%増加する。戦闘開始時、手札に<DerivativeCardKeywords_40:「美しき瞬間」>を1枚追加する。
RelicConfig_67790_Desc,aJCi,z造物_RelicConfig_A.csv,120,RelicConfig,Desc,,所有「打击」造成的暴击伤害提高 20%。拾取时，将 1 张<DerivativeCardKeywords_40:「美丽瞬间 」>加入手中。,すべての「攻撃」が与えるクリティカルダメージが20%増加する。戦闘開始時、手札に<DerivativeCardKeywords_40:「美しき瞬間」>を1枚追加する。
RelicConfig_67790_Name,aJCj,z造物_RelicConfig_A.csv,120,RelicConfig,Name,,<WhiteQuality:美丽瞬间>,<WhiteQuality:美しき瞬間>
RelicConfig_67790_StoryDesc,aJCk,z造物_RelicConfig_A.csv,120,RelicConfig,StoryDesc,,将须臾的美保存至永远。,一瞬の美を永遠に留める。
RelicConfig_13861_BattleDesc,aJnZ,z造物_RelicConfig_A.csv,121,RelicConfig,BattleDesc,,拾取时选择一张唤醒体的卡牌，使其算力消耗降低 1，并将其视为「打击」。,入手時、覚醒体のカードを1枚選択し、その行動力消費を1減少させ、「攻撃」とみなす。
RelicConfig_13861_Desc,aJoa,z造物_RelicConfig_A.csv,121,RelicConfig,Desc,,拾取时选择一张唤醒体的卡牌，使其算力消耗降低 1，并将其视为「打击」。,入手時、覚醒体のカードを1枚選択し、その行動力消費を1減少させ、「攻撃」とみなす。
RelicConfig_13861_Name,aJob,z造物_RelicConfig_A.csv,121,RelicConfig,Name,,<OrangeQuality:偶然谬误>,<OrangeQuality:偶然の誤り>
RelicConfig_13861_StoryDesc,aJoc,z造物_RelicConfig_A.csv,121,RelicConfig,StoryDesc,,笑个痛快！,思いっきり笑って！
RelicConfig_13787_BattleDesc,aJiF,z造物_RelicConfig_A.csv,122,RelicConfig,BattleDesc,,回合开始时对随机一名敌人造成 [Arg1] 点伤害。在本场战斗内打出 7 次「打击」后，造成伤害变为 [Arg2]，打出 21 次「打击」后，立刻对全体敌人造成 [Arg3] 点伤害。,ターン開始時、ランダムな敵に[Arg1]ダメージを与える。この戦闘中に「攻撃」を7回使用すると、与えるダメージが[Arg2]に変わり、21回使用すると、即座にすべての敵に[Arg3]ダメージを与える。
RelicConfig_13787_Desc,aJiG,z造物_RelicConfig_A.csv,122,RelicConfig,Desc,,回合开始时对随机一名敌人造成 [Arg1] 点伤害。在本场战斗内打出 7 次「打击」后，造成伤害变为 [Arg2]，打出 21 次「打击」后，立刻对全体敌人造成 [Arg3] 点伤害。,ターン開始時、ランダムな敵に[Arg1]ダメージを与える。この戦闘中に「攻撃」を7回使用すると、与えるダメージが[Arg2]に変わり、21回使用すると、即座にすべての敵に[Arg3]ダメージを与える。
RelicConfig_13787_Name,aJiH,z造物_RelicConfig_A.csv,122,RelicConfig,Name,,<OrangeQuality:老旧拼图>,<OrangeQuality:古びたパズル>
RelicConfig_13787_StoryDesc,aJiI,z造物_RelicConfig_A.csv,122,RelicConfig,StoryDesc,,曾经镶嵌在沉重画框中的艺术品，从展出的那天起便缺了一块。,かつて重厚な額縁に収められていたその芸術品は、展示されたその日から一部が欠けていた。
RelicConfig_13818_BattleDesc,aJkR,z造物_RelicConfig_A.csv,123,RelicConfig,BattleDesc,,暴击率提高 50%，但战斗开始时<FragileIconKeywords:脆弱>自身 3 回合。,クリティカル率が50%増加するが、戦闘開始時に3点の<FragileIconKeywords:脆弱>を獲得する。
RelicConfig_13818_Desc,aJkS,z造物_RelicConfig_A.csv,123,RelicConfig,Desc,,暴击率提高 50%，但战斗开始时<FragileIconKeywords:脆弱>自身 3 回合。,クリティカル率が50%増加するが、戦闘開始時に3点の<FragileIconKeywords:脆弱>を獲得する。
RelicConfig_13818_Name,aJkT,z造物_RelicConfig_A.csv,123,RelicConfig,Name,,<RedQuality:古怪钩爪>,<RedQuality:奇怪な鉤爪>
RelicConfig_13818_StoryDesc,aJkU,z造物_RelicConfig_A.csv,123,RelicConfig,StoryDesc,,难以辨识的物种。,正体不明の生物。
RelicConfig_13828_BattleDesc,aJlF,z造物_RelicConfig_A.csv,124,RelicConfig,BattleDesc,,每回合首次打出指令卡进入弃牌堆后，将算力消耗降低 1 的该卡牌临时复制洗入抽牌堆。,毎ターン初めて指令カードを捨て札に移動させた後、移動したカードの行動力消費を1減少させた一時的なコピーを山札に追加する。
RelicConfig_13828_Desc,aJlG,z造物_RelicConfig_A.csv,124,RelicConfig,Desc,,每回合首次打出指令卡进入弃牌堆后，将算力消耗降低 1 的该卡牌临时复制洗入抽牌堆。,毎ターン初めて指令カードを捨て札に移動させた後、移動したカードの行動力消費を1減少させた一時的なコピーを山札に追加する。
RelicConfig_13828_Name,aJlH,z造物_RelicConfig_A.csv,124,RelicConfig,Name,,<WhiteQuality:失声唱机>,<WhiteQuality:無声の蓄音機>
RelicConfig_13828_StoryDesc,aJlI,z造物_RelicConfig_A.csv,124,RelicConfig,StoryDesc,,他的声音消失在了风中。,彼の声は風に消えていった。
RelicConfig_13767_BattleDesc,aJhd,z造物_RelicConfig_A.csv,125,RelicConfig,BattleDesc,,拾取时获得 3 选 1 随机高级刻印，将其赋予对应卡牌。,入手時、3つの中から1つランダムな上位刻印を獲得し、カードに刻印する。
RelicConfig_13767_Desc,aJhe,z造物_RelicConfig_A.csv,125,RelicConfig,Desc,,拾取时获得 3 选 1 随机高级刻印，将其赋予对应卡牌。,入手時、3つの中から1つランダムな上位刻印を獲得し、カードに刻印する。
RelicConfig_13767_Name,aJhf,z造物_RelicConfig_A.csv,125,RelicConfig,Name,,<WhiteQuality:莱茵德纸草书>,<WhiteQuality:リンド・パピルス>
RelicConfig_13767_StoryDesc,aJhg,z造物_RelicConfig_A.csv,125,RelicConfig,StoryDesc,,下面请听题：10个僧侣分6只面包，请问他们各得多少？,では問題です。10人の僧侶で6個のパンを分け合うと、それぞれどのくらい貰えるでしょうか？
RelicConfig_13919_BattleDesc,aJsl,z造物_RelicConfig_A.csv,126,RelicConfig,BattleDesc,,<ProficientInRealmsIconKeywords:界域精通>提高 50。拾取时选择一个造物，将其更换为随机造物。,<ProficientInRealmsIconKeywords:界域知識>が50増加する。入手時、遺物を1つ選択し、ランダムな遺物と交換する。
RelicConfig_13919_Desc,aJsm,z造物_RelicConfig_A.csv,126,RelicConfig,Desc,,<ProficientInRealmsIconKeywords:界域精通>提高 50。拾取时选择一个造物，将其更换为随机造物。,<ProficientInRealmsIconKeywords:界域知識>が50増加する。入手時、遺物を1つ選択し、ランダムな遺物と交換する。
RelicConfig_13919_Name,aJsn,z造物_RelicConfig_A.csv,126,RelicConfig,Name,,<WhiteQuality:万花筒>,<WhiteQuality:万華鏡>
RelicConfig_13919_StoryDesc,aJso,z造物_RelicConfig_A.csv,126,RelicConfig,StoryDesc,,所思所见皆为幻象。,思い描くもの、目にするもの、すべては幻である。
RelicConfig_13814_BattleDesc,aJkB,z造物_RelicConfig_A.csv,127,RelicConfig,BattleDesc,,回合结束时手中每有 1 张未打出的卡牌，就使所有唤醒体获得 2 狂气。,ターン終了時、手札が1枚残っているごとに、すべての覚醒体が2狂気を獲得する。
RelicConfig_13814_Desc,aJkC,z造物_RelicConfig_A.csv,127,RelicConfig,Desc,,回合结束时手中每有 1 张未打出的卡牌，就使所有唤醒体获得 2 狂气。,ターン終了時、手札が1枚残っているごとに、すべての覚醒体が2狂気を獲得する。
RelicConfig_13814_Name,aJkD,z造物_RelicConfig_A.csv,127,RelicConfig,Name,,<WhiteQuality:失衡的天平>,<WhiteQuality:不均衡な天秤>
RelicConfig_13814_StoryDesc,aJkE,z造物_RelicConfig_A.csv,127,RelicConfig,StoryDesc,,不再象征公正。,もはや公正の象徴ではない。
RelicConfig_13821_BattleDesc,aJld,z造物_RelicConfig_A.csv,128,RelicConfig,BattleDesc,,释放狂气爆发后，抽 1 张牌。若生命低于 25%，额外抽 1 张牌。,「狂気解放」を発動後、カードを1枚引く。ライフが25%未満の場合、追加でカードを1枚引く。
RelicConfig_13821_Desc,aJle,z造物_RelicConfig_A.csv,128,RelicConfig,Desc,,释放狂气爆发后，抽 1 张牌。若生命低于 25%，额外抽 1 张牌。,「狂気解放」を発動後、カードを1枚引く。ライフが25%未満の場合、追加でカードを1枚引く。
RelicConfig_13821_Name,aJlf,z造物_RelicConfig_A.csv,128,RelicConfig,Name,,<OrangeQuality:求知读书轮>,<OrangeQuality:知識の読書論>
RelicConfig_13821_StoryDesc,aJlg,z造物_RelicConfig_A.csv,128,RelicConfig,StoryDesc,,阅读时请注意安全。,読書中は安全に注意してください。
RelicConfig_13901_BattleDesc,aJqV,z造物_RelicConfig_A.csv,129,RelicConfig,BattleDesc,,每打出 1 张指令卡就获得 [Arg2]% <DeathResistanceIconKeywords:死亡抵抗>（本次关卡内每触发 1 次死亡抵抗，获得的死亡抵抗减半）。若你<DeathResistanceIconKeywords:死亡抵抗>大于等于 100%，改为获得 [Arg1] 点临时<PowerIconKeywords:力量>。,指令カードを1枚使用するたび、[Arg2]%の<DeathResistanceIconKeywords:死亡抵抗>率を獲得する。（このステージ内で死亡抵抗が1回発動すると、獲得する死亡抵抗率は半分になる）<DeathResistanceIconKeywords:死亡抵抗>率が100％を超えている場合、[Arg1]点の一時的な<PowerIconKeywords:力>を獲得する。
RelicConfig_13901_Desc,aJqW,z造物_RelicConfig_A.csv,129,RelicConfig,Desc,,每打出 1 张指令卡就获得 [Arg2]% <DeathResistanceIconKeywords:死亡抵抗>（本次关卡内每触发 1 次死亡抵抗，获得的死亡抵抗减半）。若你<DeathResistanceIconKeywords:死亡抵抗>大于等于 100%，改为获得 [Arg1] 点临时<PowerIconKeywords:力量>。,指令カードを1枚使用するたび、[Arg2]%の<DeathResistanceIconKeywords:死亡抵抗>率を獲得する。（このステージ内で死亡抵抗が1回発動すると、獲得する死亡抵抗率は半分になる）<DeathResistanceIconKeywords:死亡抵抗>率が100％を超えている場合、[Arg1]点の一時的な<PowerIconKeywords:力>を獲得する。
RelicConfig_13901_Name,aJqX,z造物_RelicConfig_A.csv,129,RelicConfig,Name,,<OrangeQuality:怪蛇残蜕>,<OrangeQuality:怪蛇の抜け殻>
RelicConfig_13901_StoryDesc,aJqY,z造物_RelicConfig_A.csv,129,RelicConfig,StoryDesc,,自残蜕中重生。,自傷し殻を脱ぎ捨て、生まれ変わる。
RelicConfig_13854_BattleDesc,aJnx,z造物_RelicConfig_A.csv,130,RelicConfig,BattleDesc,,回合开始时抽 2 张牌，获得 2 点算力。每当你抽到 1 张指令卡或灵知觉醒时，随机变化其算力消耗。（0-4）,ターン開始時、カードを2枚引き、2点の行動力を獲得する。指令カードまたは霊知覚醒を1枚引くたび、その指令カードまたは霊知覚醒の行動力消費がランダムで変化する。(0～4)
RelicConfig_13854_Desc,aJny,z造物_RelicConfig_A.csv,130,RelicConfig,Desc,,回合开始时抽 2 张牌，获得 2 点算力。每当你抽到 1 张指令卡或灵知觉醒时，随机变化其算力消耗。（0-4）,ターン開始時、カードを2枚引き、2点の行動力を獲得する。指令カードまたは霊知覚醒を1枚引くたび、その指令カードまたは霊知覚醒の行動力消費がランダムで変化する。(0～4)
RelicConfig_13854_Name,aJnz,z造物_RelicConfig_A.csv,130,RelicConfig,Name,,<RedQuality:诡术礼帽>,<RedQuality:奇術師の礼帽>
RelicConfig_13854_StoryDesc,aJnA,z造物_RelicConfig_A.csv,130,RelicConfig,StoryDesc,,欢迎来到卡茜亚小姐的仙境马戏团！小心些，不要随便触碰魔术道具哦。要是一不小心被咬伤，那可就糟糕了。\n毕竟，它上一次尝到血的滋味，造成的后果可是很恐怖的。\n\n礼帽眨了眨眼睛，仿佛随时会破茧而出。,カーシアの不思議なサーカスへようこそ！気をつけて、マジックの道具には触れないでください。うっかり噛みつかれたら、大変ですよ。\nなにしろ、前回は血の味を覚えてしまって、それはもう恐ろしいことになりましたから。\n\nシルクハットがウインクする。今にも何かが飛び出してきそうだ。
RelicConfig_13930_BattleDesc,aJtd,z造物_RelicConfig_A.csv,131,RelicConfig,BattleDesc,,回合结束时每有 1 张手牌，对所有敌人施加 [Arg1] 层<IntoxicationIconKeywords:中毒>。,ターン終了時、手札が1枚残っているごとに、すべての敵に[Arg1]点の<IntoxicationIconKeywords:毒>を付与する。
RelicConfig_13930_Desc,aJte,z造物_RelicConfig_A.csv,131,RelicConfig,Desc,,回合结束时每有 1 张手牌，对所有敌人施加 [Arg1] 层<IntoxicationIconKeywords:中毒>。,ターン終了時、手札が1枚残っているごとに、すべての敵に[Arg1]点の<IntoxicationIconKeywords:毒>を付与する。
RelicConfig_13930_Name,aJtf,z造物_RelicConfig_A.csv,131,RelicConfig,Name,,<WhiteQuality:可疑的药膏>,<WhiteQuality:怪しい軟膏>
RelicConfig_13930_StoryDesc,aJtg,z造物_RelicConfig_A.csv,131,RelicConfig,StoryDesc,,某种自制的外伤药膏，请不要在没有医生指导的情况下使用。,とある自家製の外傷用軟膏。医者の指導なしに使用しないでください。
RelicConfig_13853_BattleDesc,aJnt,z造物_RelicConfig_A.csv,132,RelicConfig,BattleDesc,,每当造成伤害时获得 [Arg1] 点临时<RetaliateIconKeywords:反击>，每回合最多触发 5 次，第 5 次触发时时将一张 <DerivativeCardKeywords_4:「灵感」> 置入抽牌堆。,ダメージを与えるごとに、[Arg1]点の一時的な<RetaliateIconKeywords:反撃>を獲得する。1ターンに最大5回まで発動し、5回目の発動時には <DerivativeCardKeywords_4:「啓示」> を1枚山札に追加する。
RelicConfig_13853_Desc,aJnu,z造物_RelicConfig_A.csv,132,RelicConfig,Desc,,每当造成伤害时获得 [Arg1] 点临时<RetaliateIconKeywords:反击>，每回合最多触发 5 次，第 5 次触发时时将一张 <DerivativeCardKeywords_4:「灵感」> 置入抽牌堆。,ダメージを与えるごとに、[Arg1]点の一時的な<RetaliateIconKeywords:反撃>を獲得する。1ターンに最大5回まで発動し、5回目の発動時には <DerivativeCardKeywords_4:「啓示」> を1枚山札に追加する。
RelicConfig_13853_Name,aJnv,z造物_RelicConfig_A.csv,132,RelicConfig,Name,,<WhiteQuality:遗落的祭祀刀>,<WhiteQuality:遺失の祭祀刀>
RelicConfig_13853_StoryDesc,aJnw,z造物_RelicConfig_A.csv,132,RelicConfig,StoryDesc,,刃面弯曲的匕首，常用于祭祀仪式。,刃が曲がった短剣。祭祀儀式に使われることが多い。
RelicConfig_13824_BattleDesc,aJlp,z造物_RelicConfig_A.csv,133,RelicConfig,BattleDesc,,每回合开始时<DeathResistanceIconKeywords:死亡抵抗>提高 10%（本次关卡内每触发 1 次死亡抵抗，获得的死亡抵抗减半）。<DeathResistanceIconKeywords:死亡抵抗>在 100% 以上时，<ProficientInRealmsIconKeywords:界域精通>提高 100。,ターン開始時、<DeathResistanceIconKeywords:死亡抵抗>率が10%増加する。（このステージ内で死亡抵抗が1回発動すると、獲得する死亡抵抗率は半分になる）<DeathResistanceIconKeywords:死亡抵抗>率が100%を超えている場合、<ProficientInRealmsIconKeywords:界域知識>が100増加する。
RelicConfig_13824_Desc,aJlq,z造物_RelicConfig_A.csv,133,RelicConfig,Desc,,每回合开始时<DeathResistanceIconKeywords:死亡抵抗>提高 10%（本次关卡内每触发 1 次死亡抵抗，获得的死亡抵抗减半）。<DeathResistanceIconKeywords:死亡抵抗>在 100% 以上时，<ProficientInRealmsIconKeywords:界域精通>提高 100。,ターン開始時、<DeathResistanceIconKeywords:死亡抵抗>率が10%増加する。（このステージ内で死亡抵抗が1回発動すると、獲得する死亡抵抗率は半分になる）<DeathResistanceIconKeywords:死亡抵抗>率が100%を超えている場合、<ProficientInRealmsIconKeywords:界域知識>が100増加する。
RelicConfig_13824_Name,aJlr,z造物_RelicConfig_A.csv,133,RelicConfig,Name,,<WhiteQuality:人鱼泪珠>,<WhiteQuality:人魚の涙>
RelicConfig_13824_StoryDesc,aJls,z造物_RelicConfig_A.csv,133,RelicConfig,StoryDesc,,不要将它放入水中。,水の中に入れないでください。
RelicConfig_13920_BattleDesc,aJsp,z造物_RelicConfig_A.csv,134,RelicConfig,BattleDesc,,造成的虛弱效果提高 5%。施加<WeaknessIconKeywords:虚弱>时，临时偷取目标 [Arg1] 点<PowerIconKeywords:力量>。,与える虚弱効果が5%増加する。<WeaknessIconKeywords:虚弱>を付与した時、対象から[Arg1]点の<PowerIconKeywords:力>を一時的に減少させる。
RelicConfig_13920_Desc,aJsq,z造物_RelicConfig_A.csv,134,RelicConfig,Desc,,造成的虛弱效果提高 5%。施加<WeaknessIconKeywords:虚弱>时，临时偷取目标 [Arg1] 点<PowerIconKeywords:力量>。,与える虚弱効果が5%増加する。<WeaknessIconKeywords:虚弱>を付与した時、対象から[Arg1]点の<PowerIconKeywords:力>を一時的に減少させる。
RelicConfig_13920_Name,aJsr,z造物_RelicConfig_A.csv,134,RelicConfig,Name,,<WhiteQuality:褪色照片>,<WhiteQuality:色褪せた写真>
RelicConfig_13920_StoryDesc,aJss,z造物_RelicConfig_A.csv,134,RelicConfig,StoryDesc,,模糊的照片承载了模糊的记忆，亦或者——正是记忆的残缺，才造就了照片的褪色。,ぼやけた写真にはぼんやりとした記憶が宿る。あるいは——記憶の不完全さゆえに写真が色褪せたのかもしれない。
RelicConfig_13806_BattleDesc,aJjZ,z造物_RelicConfig_A.csv,135,RelicConfig,BattleDesc,,抽到症状卡时获得 [Arg1] 点临时<PowerIconKeywords:力量>。你每拥有 1 个诅咒造物，暴击率和暴击伤害就提高 10%。,症状カードを引いた時、[Arg1]点の一時的な<PowerIconKeywords:力>を獲得する。呪われた造物を1つ持つごとに、クリティカル率とクリティカルダメージが10%増加する。
RelicConfig_13806_Desc,aJka,z造物_RelicConfig_A.csv,135,RelicConfig,Desc,,抽到症状卡时获得 [Arg1] 点临时<PowerIconKeywords:力量>。你每拥有 1 个诅咒造物，暴击率和暴击伤害就提高 10%。,症状カードを引いた時、[Arg1]点の一時的な<PowerIconKeywords:力>を獲得する。呪われた造物を1つ持つごとに、クリティカル率とクリティカルダメージが10%増加する。
RelicConfig_13806_Name,aJkb,z造物_RelicConfig_A.csv,135,RelicConfig,Name,,<OrangeQuality:深渊通信>,<OrangeQuality:深淵通信>
RelicConfig_13806_StoryDesc,aJkc,z造物_RelicConfig_A.csv,135,RelicConfig,StoryDesc,,荒无人烟的郊外，孤独的电话亭中铃声响起。\n「暗……嘶……无边的……嘶嘶……黑暗……」,人気のない郊外、ひっそり佇む電話ボックスにベルの音が鳴り響く。\n「暗……ザー……果てしなき……ザザ……闇……」
RelicConfig_13784_BattleDesc,aJit,z造物_RelicConfig_A.csv,136,RelicConfig,BattleDesc,,回合开始时每有 1 名敌人就获得 1 算力。主动伤害击杀敌人时，对其他敌人造成等同于过量伤害的<BleedingIconKeywords:出血>。,ターン開始時、敵1体につき1点の行動力を獲得する。アクティブダメージで敵を倒すと、他の敵に過剰ダメージと同量の<BleedingIconKeywords:出血>を付与する。
RelicConfig_13784_Desc,aJiu,z造物_RelicConfig_A.csv,136,RelicConfig,Desc,,回合开始时每有 1 名敌人就获得 1 算力。主动伤害击杀敌人时，对其他敌人造成等同于过量伤害的<BleedingIconKeywords:出血>。,ターン開始時、敵1体につき1点の行動力を獲得する。アクティブダメージで敵を倒すと、他の敵に過剰ダメージと同量の<BleedingIconKeywords:出血>を付与する。
RelicConfig_13784_Name,aJiv,z造物_RelicConfig_A.csv,136,RelicConfig,Name,,<OrangeQuality:群氓之歌>,<OrangeQuality:群衆の歌>
RelicConfig_13784_StoryDesc,aJiw,z造物_RelicConfig_A.csv,136,RelicConfig,StoryDesc,,专为折磨你的耳朵而生。,あなたの耳を苦しめるために生まれた。
RelicConfig_13827_BattleDesc,aJlB,z造物_RelicConfig_A.csv,137,RelicConfig,BattleDesc,,拾取后获得 75 黑印。选择 1 个造物，使其变化为 1 个随机诅咒造物。,入手後、75黒章を獲得する。遺物を1つ選択し、ランダムな呪われた遺物に変化させる。
